"id";"name";"nation";"position";"team";"age";"born";"90s";"Gls";"PK";"PKatt";"Sh";"SoT";"FK";"SoT%";"Sh/90";"SoT/90";"G/Sh";"G/SoT";"Matches"
341;Paweł Olkowski\Pawel-Olkowski;pl POL;DFMF;Gaziantep FK;29;1990;4.6;0;0;0;2;0;;0.0;0.44;0.00;0.00;;Matches
342;Abdülkadir Ömür\Abdulkadir-Omur;tr TUR;MF;Trabzonspor;20;1999;1.8;1;0;0;4;1;;25.0;2.21;0.55;0.25;1.00;Matches
343;Alper Önal\Alper-Onal;tr TUR;MF;Ankaragücü;23;1996;1.3;0;0;0;5;2;;40.0;3.91;1.57;0.00;0.00;Matches
344;Ogenyi Onazi\Ogenyi-Onazi;ng NGA;MF;Denizlispor;26;1992;1.8;0;0;0;1;0;;0.0;0.56;0.00;0.00;;Matches
345;Henry Onyekuru\Henry-Onyekuru;ng NGA;MF;Galatasaray;22;1997;3.4;1;0;0;11;6;;54.5;3.27;1.78;0.09;0.17;Matches
346;Dever Orgill\Dever-Orgill;jm JAM;FW;Ankaragücü;29;1990;20.8;4;0;0;45;12;;26.7;2.16;0.58;0.09;0.33;Matches
347;Viðar Örn Kjartansson\Vidar-Orn-Kjartansson;is ISL;FW;Yeni Mal'spor;29;1990;2.1;0;0;0;3;2;;66.7;1.41;0.94;0.00;0.00;Matches
348;Caner Osmanpaşa\Caner-Osmanpasa;tr TUR;DF;Sivasspor;31;1988;22.5;0;0;0;11;1;;9.1;0.49;0.04;0.00;0.00;Matches
349;Orhan Ovacıklı\Orhan-Ovacikli;tr TUR;DFMF;Rizespor;30;1988;4.5;0;0;0;0;0;;;0.00;0.00;;;Matches
350;Şener Özbayraklı\Sener-Ozbayrakli;tr TUR;DF;Galatasaray;29;1990;3.3;0;0;0;1;1;;100.0;0.30;0.30;0.00;0.00;Matches
351;Ertaç Özbir\Ertac-Ozbir;tr TUR;GK;Gençlerbirliği;29;1989;13.0;0;0;0;0;0;;;0.00;0.00;;;Matches
352;Berkay Özcan\Berkay-Ozcan;tr TUR;MF;Başakşehir;21;1998;2.1;0;0;0;4;1;;25.0;1.87;0.47;0.00;0.00;Matches
353;Özer Özdemir\Ozer-Ozdemir;tr TUR;DF;Yeni Mal'spor;21;1998;6.0;0;0;0;3;0;;0.0;0.50;0.00;0.00;;Matches
354;Kenan Özer\Kenan-Ozer;tr TUR;FWMF;Gaziantep FK;31;1987;5.6;3;0;0;15;7;;46.7;2.68;1.25;0.20;0.43;Matches
355;Erdem Özgenç\Erdem-Ozgenc;tr TUR;DF;Gençlerbirliği;34;1984;12.5;0;0;0;6;2;;33.3;0.48;0.16;0.00;0.00;Matches
356;Muhammet Özkal\Muhammet-Ozkal;tr TUR;DF;Denizlispor;19;1999;0.3;1;0;0;1;1;;100.0;2.90;2.90;1.00;1.00;Matches
357;Serdar Özkan\Serdar-Ozkan;tr TUR;MF;Antalyaspor;32;1987;8.1;3;3;3;13;6;;46.2;1.60;0.74;0.00;0.00;Matches
358;Ege Özkayimoglu\Ege-Ozkayimoglu;tr TUR;MF;Göztepe;18;2001;0.0;0;0;0;1;0;;0.0;22.50;0.00;0.00;;Matches
359;Hakan Özmert\Hakan-Ozmert;tr TUR;MF;Antalyaspor;34;1985;14.9;2;0;0;21;8;;38.1;1.41;0.54;0.10;0.25;Matches
360;Yasin Öztekin\Yasin-Oztekin;tr TUR;MF;Sivasspor;32;1987;2.7;1;0;0;7;2;;28.6;2.57;0.73;0.14;0.50;Matches
361;Yasin Öztekin\Yasin-Oztekin;tr TUR;MF;Göztepe;32;1987;1.7;0;0;0;3;0;;0.0;1.72;0.00;0.00;;Matches
362;Ferhat Öztorun\Ferhat-Oztorun;tr TUR;DF;Konyaspor;32;1987;6.6;0;0;0;1;0;;0.0;0.15;0.00;0.00;;Matches
363;Alpaslan Öztürk\Alpaslan-Ozturk;be BEL;DF;Göztepe;26;1993;14.5;3;2;2;15;4;;26.7;1.04;0.28;0.07;0.25;Matches
364;Bahadır Öztürk\Bahadir-Ozturk;tr TUR;DF;Antalyaspor;23;1995;9.9;0;0;0;5;0;;0.0;0.50;0.00;0.00;;Matches
365;Fatih Öztürk\Fatih-Ozturk;tr TUR;GK;Kasımpaşa;32;1986;20.0;0;0;0;0;0;;;0.00;0.00;;;Matches
366;Oğuzhan Özyakup\Oguzhan-Ozyakup;tr TUR;MF;Beşiktaş;26;1992;5.0;1;0;0;6;2;;33.3;1.21;0.40;0.17;0.50;Matches
367;Murat Paluli\Murat-Paluli;tr TUR;DF;Göztepe;24;1994;2.5;0;0;0;0;0;;;0.00;0.00;;;Matches
368;Paul Papp\Paul-Papp;ro ROU;DF;Sivasspor;29;1989;0.8;0;0;0;1;0;;0.0;1.20;0.00;0.00;;Matches
369;İlhan Parlak\Ilhan-Parlak;tr TUR;MFFW;Ankaragücü;32;1987;20.0;6;2;2;46;21;;45.7;2.29;1.05;0.09;0.19;Matches
370;Abdülkadir Parmak\Abdulkadir-Parmak;tr TUR;MF;Trabzonspor;24;1994;11.7;1;0;0;17;2;;11.8;1.46;0.17;0.06;0.50;Matches
371;David Pavelka\David-Pavelka;cz CZE;DF;Kasımpaşa;28;1991;2.3;0;0;0;4;0;;0.0;1.75;0.00;0.00;;Matches
372;Bartłomiej Pawłowski\Bartlomiej-Pawlowski;pl POL;FW;Gaziantep FK;26;1992;4.7;0;0;0;6;1;;16.7;1.29;0.21;0.00;0.00;Matches
373;Michał Pazdan\Michal-Pazdan;pl POL;DF;Ankaragücü;31;1987;21.7;0;0;0;3;1;;33.3;0.14;0.05;0.00;0.00;Matches
374;Halil Pehlivan\Halil-Pehlivan;tr TUR;DF;Gençlerbirliği;26;1993;11.0;0;0;0;3;1;;33.3;0.27;0.09;0.00;0.00;Matches
375;Yasin Pehlivan\Yasin-Pehlivan;at AUT;MF;Gençlerbirliği;30;1989;8.4;1;0;0;6;2;;33.3;0.72;0.24;0.17;0.50;Matches
376;Mustafa Pektemek\Mustafa-Pektemek;tr TUR;MFFW;Kasımpaşa;30;1988;10.9;3;0;0;21;6;;28.6;1.93;0.55;0.14;0.50;Matches
377;Mustafa Pektemek\Mustafa-Pektemek;tr TUR;FW;Alanyaspor;30;1988;0.8;0;0;0;4;1;;25.0;5.22;1.30;0.00;0.00;Matches
378;João Pereira\Joao-Pereira;pt POR;DF;Trabzonspor;35;1984;21.0;1;0;0;7;2;;28.6;0.33;0.10;0.14;0.50;Matches
379;Tiago Pinto\Tiago-Pinto;pt POR;DF;Ankaragücü;31;1988;20.3;0;0;0;5;0;;0.0;0.25;0.00;0.00;;Matches
380;Lukas Podolski\Lukas-Podolski;de GER;MF;Antalyaspor;34;1985;1.3;1;0;0;3;1;;33.3;2.23;0.74;0.33;1.00;Matches
381;Furkan Polat\Furkan-Polat;tr TUR;MF;Kayserispor;21;1998;0.7;0;0;0;0;0;;;0.00;0.00;;;Matches
382;Pierre-Yves Polomat\Pierre-Yves-Polomat;fr FRA;DFMF;Gençlerbirliği;25;1993;14.2;0;0;0;9;2;;22.2;0.64;0.14;0.00;0.00;Matches
383;Carlos Ponck\Carlos-Ponck;cv CPV;DF;Başakşehir;24;1995;13.0;1;0;0;4;1;;25.0;0.31;0.08;0.25;1.00;Matches
384;Strahil Popov\Strahil-Popov;bg BUL;DF;Kasımpaşa;28;1990;13.3;0;0;0;3;0;;0.0;0.23;0.00;0.00;;Matches
385;Alper Potuk\Alper-Potuk;tr TUR;FW;Fenerbahçe;28;1991;1.1;0;0;0;2;1;;50.0;1.76;0.88;0.00;0.00;Matches
386;Benoît Poulain\Benoit-Poulain;fr FRA;DF;Kayserispor;32;1987;13.3;1;0;0;5;2;;40.0;0.38;0.15;0.20;0.50;Matches
387;Ricardo Quaresma\Ricardo-Quaresma;pt POR;MF;Beşiktaş;35;1983;0.7;0;0;0;2;1;;50.0;2.90;1.45;0.00;0.00;Matches
388;Ricardo Quaresma\Ricardo-Quaresma;pt POR;MF;Kasımpaşa;35;1983;13.5;4;3;4;33;12;;36.4;2.44;0.89;0.03;0.08;Matches
389;Adil Rami\Adil-Rami;fr FRA;DF;Fenerbahçe;33;1985;0.5;0;0;0;0;0;;;0.00;0.00;;;Matches
390;Flávio Ramos\Flavio-Ramos;br BRA;DF;Gençlerbirliği;25;1994;16.1;0;0;0;12;2;;16.7;0.74;0.12;0.00;0.00;Matches
391;Abdou Razack Traoré\Abdou-Razack-Traore;bf BFA;MF;Sivasspor;30;1988;3.3;0;0;0;2;0;;0.0;0.60;0.00;0.00;;Matches
392;Pedro Rebocho\Pedro-Rebocho;pt POR;DF;Beşiktaş;24;1995;7.0;0;0;0;1;0;;0.0;0.14;0.00;0.00;;Matches
393;Wallace Reis\Wallace-Reis;br BRA;DF;Göztepe;31;1987;5.7;1;0;0;3;2;;66.7;0.53;0.35;0.33;0.50;Matches
394;Ricardo\Ricardo;br BRA;GK;Ankaragücü;26;1993;5.0;0;0;0;0;0;;;0.00;0.00;;;Matches
395;Ben Rienstra\Ben-Rienstra;nl NED;MFDF;Kayserispor;29;1990;14.2;0;0;0;6;2;;33.3;0.42;0.14;0.00;0.00;Matches
396;Gelmin Rivas\Gelmin-Rivas;ve VEN;FW;Ankaragücü;30;1989;0.3;0;0;0;1;1;;100.0;3.60;3.60;0.00;0.00;Matches
397;Robinho\Robinho;br BRA;MF;Başakşehir;35;1984;3.0;0;0;0;6;3;;50.0;1.97;0.99;0.00;0.00;Matches
398;Enzo Roco\Enzo-Roco;cl CHI;DF;Beşiktaş;26;1992;5.8;0;0;0;3;1;;33.3;0.52;0.17;0.00;0.00;Matches
399;Hugo Rodallega\Hugo-Rodallega;co COL;FW;Denizlispor;34;1985;20.2;5;0;0;74;23;;31.1;3.66;1.14;0.07;0.22;Matches
400;Garry Rodrigues\Garry-Rodrigues;cv CPV;MF;Fenerbahçe;28;1990;13.8;3;0;0;35;17;;48.6;2.53;1.23;0.09;0.18;Matches
401;Gerson Rodrigues\Gerson-Rodrigues;lu LUX;MFFW;Ankaragücü;24;1995;5.9;2;1;1;20;7;;35.0;3.38;1.18;0.05;0.14;Matches
402;Víctor Ruiz\Victor-Ruiz;es ESP;DF;Beşiktaş;30;1989;16.0;0;0;0;6;3;;50.0;0.37;0.19;0.00;0.00;Matches
403;Serhiy Rybalka\Serhiy-Rybalka;ua UKR;MF;Sivasspor;29;1990;0.8;0;0;0;0;0;;;0.00;0.00;;;Matches
404;Isaac Sackey\Isaac-Sackey;gh GHA;MF;Denizlispor;25;1994;11.2;0;0;0;6;2;;33.3;0.54;0.18;0.00;0.00;Matches
405;Hadi Sacko\Hadi-Sacko;ml MLI;MF;Denizlispor;25;1994;12.0;1;0;0;11;4;;36.4;0.92;0.33;0.09;0.25;Matches
406;Zaur Sadayev\Zaur-Sadayev;ru RUS;FW;Ankaragücü;29;1989;0.7;0;0;0;1;0;;0.0;1.53;0.00;0.00;;Matches
407;Loret Sadiku\Loret-Sadiku;al ALB;MFDF;Kasımpaşa;28;1991;6.9;0;0;0;3;0;;0.0;0.43;0.00;0.00;;Matches
408;Olcay Şahan\Olcay-Sahan;tr TUR;MFDF;Denizlispor;32;1987;12.4;1;0;0;12;2;;16.7;0.97;0.16;0.08;0.50;Matches
409;Cenk Şahin\Cenk-Sahin;tr TUR;MF;Kayserispor;24;1994;1.7;0;0;0;0;0;;;0.00;0.00;;;Matches
410;Sedat Şahintürk\Sedat-Sahinturk;tr TUR;MF;Denizlispor;23;1996;1.9;0;0;0;6;1;;16.7;3.14;0.52;0.00;0.00;Matches
411;Mehmet Sak\Mehmet-Sak;tr TUR;DFMF;Ankaragücü;29;1990;4.7;0;0;0;2;1;;50.0;0.43;0.21;0.00;0.00;Matches
412;Mamadou Samassa\Mamadou-Samassa;ml MLI;GK;Sivasspor;29;1990;23.5;0;0;0;0;0;;;0.00;0.00;;;Matches
413;Braian Samudio\Braian-Samudio;py PAR;MFFW;Rizespor;23;1995;13.7;3;2;2;24;7;;29.2;1.75;0.51;0.04;0.14;Matches
414;Nazim Sangaré\Nazim-Sangare;tr TUR;DF;Antalyaspor;25;1994;17.0;1;0;0;14;4;;28.6;0.82;0.24;0.07;0.25;Matches
415;Bubacarr Sanneh\Bubacarr-Sanneh;gm GAM;DF;Göztepe;24;1994;2.0;0;0;0;1;0;;0.0;0.50;0.00;0.00;;Matches
416;Cristian Săpunaru\Cristian-Sapunaru;ro ROU;DF;Kayserispor;35;1984;4.0;1;0;0;3;1;;33.3;0.75;0.25;0.33;1.00;Matches
417;Cristian Săpunaru\Cristian-Sapunaru;ro ROU;DF;Denizlispor;35;1984;12.8;0;0;0;4;1;;25.0;0.31;0.08;0.00;0.00;Matches
418;Marcelo Saracchi\Marcelo-Saracchi;uy URU;DF;Galatasaray;21;1998;3.8;0;0;0;3;0;;0.0;0.78;0.00;0.00;;Matches
419;Veysel Sarı\Veysel-Sari;tr TUR;DF;Kasımpaşa;31;1988;10.8;2;0;0;10;2;;20.0;0.92;0.18;0.20;1.00;Matches
420;Veysel Sarı\Veysel-Sari;tr TUR;DF;Antalyaspor;31;1988;5.0;0;0;0;2;0;;0.0;0.40;0.00;0.00;;Matches
421;Yusuf Sari\Yusuf-Sari;tr TUR;MFFW;Trabzonspor;20;1998;7.7;3;0;0;18;11;;61.1;2.34;1.43;0.17;0.27;Matches
422;Zvonimir Šarlija\Zvonimir-Sarlija;hr CRO;DF;Kasımpaşa;22;1996;1.4;0;0;0;0;0;;;0.00;0.00;;;Matches
423;Yan Sasse\Yan-Sasse;br BRA;MFFW;Rizespor;22;1997;4.3;1;0;0;7;2;;28.6;1.63;0.47;0.14;0.50;Matches
424;Ezequiel Scarione\Ezequiel-Scarione;ar ARG;MFFW;Ankaragücü;34;1985;2.9;2;0;0;13;3;;23.1;4.42;1.02;0.15;0.67;Matches
425;Marko Šćepović\Marko-Scepovic;rs SRB;FW;Rizespor;28;1991;4.0;0;0;0;9;4;;44.4;2.28;1.01;0.00;0.00;Matches
426;Léo Schwechlen\Leo-Schwechlen;fr FRA;DF;Göztepe;30;1989;5.0;0;0;0;2;1;;50.0;0.40;0.20;0.00;0.00;Matches
427;Jesse Sekidika\Jesse-Sekidika;ng NGA;FW;Galatasaray;23;1996;0.2;0;0;0;0;0;;;0.00;0.00;;;Matches
428;Tarkan Serbest\Tarkan-Serbest;tr TUR;MF;Kasımpaşa;25;1994;4.8;0;0;0;6;0;;0.0;1.26;0.00;0.00;;Matches
429;Jean Seri\Jean-Seri;ci CIV;MF;Galatasaray;28;1991;13.1;1;0;0;12;2;;16.7;0.91;0.15;0.08;0.50;Matches
430;Stéphane Sessègnon\Stephane-Sessegnon;bj BEN;MF;Gençlerbirliği;35;1984;22.8;2;1;1;38;16;;42.1;1.66;0.70;0.03;0.06;Matches
431;Mats Seuntjens\Mats-Seuntjens;nl NED;MF;Gençlerbirliği;27;1992;3.0;0;0;0;7;2;;28.6;2.37;0.68;0.00;0.00;Matches
432;Selahattin Seyhun\Selahattin-Seyhun;tr TUR;FW;Kayserispor;20;1999;0.1;0;0;0;0;0;;;0.00;0.00;;;Matches
433;Levan Shengelia\Levan-Shengelia;ge GEO;MF;Konyaspor;23;1995;10.4;1;0;0;25;12;;48.0;2.40;1.15;0.04;0.08;Matches
434;Charles Fernando Basílio da Silva\Charles-Fernando-Basilio-da-Silva;br BRA;MF;Antalyaspor;34;1985;13.8;0;0;0;20;0;;0.0;1.45;0.00;0.00;;Matches
435;Doğukan Sınık\Dogukan-Sinik;tr TUR;MF;Antalyaspor;20;1999;8.0;0;0;0;16;3;;18.8;2.01;0.38;0.00;0.00;Matches
436;Giovanni Sio\Giovanni-Sio;ci CIV;MFFW;Gençlerbirliği;30;1989;17.6;8;0;0;60;27;;45.0;3.41;1.54;0.13;0.30;Matches
437;Emmanouil Siopis\Emmanouil-Siopis;gr GRE;MF;Alanyaspor;25;1994;21.3;0;0;0;19;0;;0.0;0.89;0.00;0.00;;Matches
438;Jailson Siqueira\Jailson-Siqueira;br BRA;DF;Fenerbahçe;23;1995;16.4;1;0;0;6;2;;33.3;0.37;0.12;0.17;0.50;Matches
439;Mario Šitum\Mario-Situm;hr CRO;MFDF;Kayserispor;27;1992;4.5;0;0;0;8;0;;0.0;1.80;0.00;0.00;;Matches
440;Guilherme Sityá\Guilherme-Sitya;pt POR;DF;Konyaspor;29;1990;5.0;0;0;0;3;0;;0.0;0.60;0.00;0.00;;Matches
441;Milan Škoda\Milan-Skoda;cz CZE;FW;Rizespor;33;1986;6.0;4;1;1;18;7;;38.9;3.02;1.18;0.17;0.43;Matches
442;Martin Škrtel\Martin-Skrtel;sk SVK;DF;Başakşehir;34;1984;9.9;3;0;0;8;5;;62.5;0.81;0.50;0.38;0.60;Matches
443;Nejc Skubic\Nejc-Skubic;si SVN;DF;Konyaspor;30;1989;21.7;0;0;0;11;1;;9.1;0.51;0.05;0.00;0.00;Matches
444;Petar Škuletić\Petar-Skuletic;rs SRB;FW;Sivasspor;29;1990;0.3;0;0;0;1;0;;0.0;3.33;0.00;0.00;;Matches
445;José Sosa\Jose-Sosa;ar ARG;MF;Trabzonspor;34;1985;20.3;5;2;2;30;16;;53.3;1.48;0.79;0.10;0.19;Matches
446;André Sousa\Andre-Sousa;pt POR;MF;Gaziantep FK;29;1990;4.8;1;0;0;5;2;;40.0;1.03;0.41;0.20;0.50;Matches
447;Claudemir de Souza\Claudemir-de-Souza;br BRA;MF;Sivasspor;31;1988;1.7;0;0;0;2;1;;50.0;1.17;0.58;0.00;0.00;Matches
448;Furkan Soyalp\Furkan-Soyalp;tr TUR;FWMF;Başakşehir;24;1995;0.3;0;0;0;1;0;;0.0;3.75;0.00;0.00;;Matches
449;Furkan Soyalp\Furkan-Soyalp;tr TUR;MF;Gaziantep FK;24;1995;2.6;0;0;0;9;1;;11.1;3.49;0.39;0.00;0.00;Matches
450;Adam Stachowiak\Adam-Stachowiak;pl POL;GK;Denizlispor;32;1986;24.0;0;0;0;0;0;;;0.00;0.00;;;Matches
451;Bogdan Stancu\Bogdan-Stancu;ro ROU;FWMF;Gençlerbirliği;32;1987;13.9;12;3;3;33;21;;63.6;2.37;1.51;0.27;0.43;Matches
452;Miloš Stanojević\Milos-Stanojevic;rs SRB;MF;Ankaragücü;25;1993;0.4;0;0;0;0;0;;;0.00;0.00;;;Matches
453;Daniel Sturridge\Daniel-Sturridge;eng ENG;MFFW;Trabzonspor;29;1989;5.8;4;2;2;18;7;;38.9;3.11;1.21;0.11;0.29;Matches
454;Alexander Sørloth\Alexander-Sorloth;no NOR;FW;Trabzonspor;23;1995;22.8;19;1;2;75;34;;45.3;3.29;1.49;0.24;0.53;Matches
455;Montassar Talbi\Montassar-Talbi;tn TUN;DF;Rizespor;21;1998;16.0;0;0;0;8;1;;12.5;0.50;0.06;0.00;0.00;Matches
456;Emre Taşdemir\Emre-Tasdemir;tr TUR;DF;Kayserispor;23;1995;5.0;0;0;0;2;1;;50.0;0.40;0.20;0.00;0.00;Matches
457;Emre Taşdemir\Emre-Tasdemir;tr TUR;MFDF;Galatasaray;23;1995;2.9;0;0;0;1;0;;0.0;0.34;0.00;0.00;;Matches
458;Ertuğrul Taşkıran\Ertugrul-Taskiran;tr TUR;GK;Konyaspor;29;1989;2.0;0;0;0;0;0;;;0.00;0.00;;;Matches
459;Mahmut Tekdemir\Mahmut-Tekdemir;tr TUR;MF;Başakşehir;31;1988;14.2;1;0;0;15;5;;33.3;1.05;0.35;0.07;0.20;Matches
460;Thuram\Thuram;br BRA;FW;Konyaspor;28;1991;4.6;0;0;0;11;4;;36.4;2.38;0.87;0.00;0.00;Matches
461;Mickaël Tirpan\Mickael-Tirpan;be BEL;MFDF;Kasımpaşa;25;1993;5.9;0;0;0;1;0;;0.0;0.17;0.00;0.00;;Matches
462;Titi\Titi;br BRA;DF;Göztepe;31;1988;21.0;0;0;0;7;2;;28.6;0.33;0.10;0.00;0.00;Matches
463;Dorukhan Toköz\Dorukhan-Tokoz;tr TUR;MFDF;Beşiktaş;23;1996;5.4;0;0;0;3;2;;66.7;0.56;0.37;0.00;0.00;Matches
464;Mehmet Topal\Mehmet-Topal;tr TUR;MFDF;Başakşehir;33;1986;10.3;0;0;0;6;1;;16.7;0.58;0.10;0.00;0.00;Matches
465;Gökhan Töre\Gokhan-Tore;tr TUR;MFFW;Yeni Mal'spor;27;1992;8.0;1;1;1;11;4;;36.4;1.38;0.50;0.00;0.00;Matches
466;Tunay Torun\Tunay-Torun;tr TUR;FWMF;Rizespor;29;1990;0.3;0;0;0;1;0;;0.0;3.60;0.00;0.00;;Matches
467;Alin Toșca\Alin-Tosca;ro ROU;DF;Gaziantep FK;27;1992;24.0;0;0;0;2;2;;100.0;0.08;0.08;0.00;0.00;Matches
468;Cafer Tosun\Cafer-Tosun;tr TUR;MF;Trabzonspor;19;1999;0.2;0;0;0;1;0;;0.0;5.63;0.00;0.00;;Matches
469;Zargo Touré\Zargo-Toure;sn SEN;DF;Gençlerbirliği;29;1989;23.0;0;0;0;8;0;;0.0;0.35;0.00;0.00;;Matches
470;Eren Tozlu\Eren-Tozlu;tr TUR;FW;Yeni Mal'spor;28;1990;1.3;1;0;0;4;1;;25.0;3.16;0.79;0.25;1.00;Matches
471;Zlatko Tripić\Zlatko-Tripic;no NOR;FWMF;Göztepe;26;1992;0.1;0;0;0;0;0;;;0.00;0.00;;;Matches
472;Ozan Tufan\Ozan-Tufan;tr TUR;MFDF;Fenerbahçe;24;1995;23.9;2;0;0;45;10;;22.2;1.88;0.42;0.04;0.20;Matches
473;Ali Turan\Ali-Turan;tr TUR;DF;Konyaspor;35;1983;11.8;0;0;0;0;0;;;0.00;0.00;;;Matches
474;Arda Turan\Arda-Turan;tr TUR;MF;Başakşehir;32;1987;2.0;0;0;0;3;0;;0.0;1.51;0.00;0.00;;Matches
475;Atila Turan\Atila-Turan;tr TUR;DF;Ankaragücü;27;1992;1.7;0;0;0;1;0;;0.0;0.60;0.00;0.00;;Matches
476;Atila Turan\Atila-Turan;tr TUR;DFMF;Kayserispor;27;1992;3.9;0;0;0;5;0;;0.0;1.28;0.00;0.00;;Matches
477;Hüseyin Türkmen\Huseyin-Turkmen;tr TUR;DF;Trabzonspor;21;1998;18.5;0;0;0;5;0;;0.0;0.27;0.00;0.00;;Matches
478;Deniz Turuc\Deniz-Turuc;tr TUR;MF;Fenerbahçe;26;1993;10.0;2;0;0;25;8;;32.0;2.50;0.80;0.08;0.25;Matches
479;Patrick Twumasi\Patrick-Twumasi;gh GHA;MFFW;Gaziantep FK;25;1994;15.9;5;2;2;48;12;;25.0;3.02;0.76;0.06;0.25;Matches
480;Georgios Tzavellas\Georgios-Tzavellas;gr GRE;DF;Alanyaspor;31;1987;8.5;1;0;0;3;1;;33.3;0.35;0.12;0.33;1.00;Matches
481;Salih Uçan\Salih-Ucan;tr TUR;MF;Alanyaspor;25;1994;7.4;1;0;0;11;3;;27.3;1.49;0.41;0.09;0.33;Matches
482;Uğur Uçar\Ugur-Ucar;tr TUR;DF;Başakşehir;32;1987;0.0;0;0;0;0;0;;;;;;;Matches
483;Alper Uludağ\Alper-Uludag;tr TUR;DF;Konyaspor;28;1990;10.0;0;0;0;8;4;;50.0;0.80;0.40;0.00;0.00;Matches
484;Aminu Umar\Aminu-Umar;ng NGA;MF;Rizespor;24;1995;15.0;3;0;0;24;8;;33.3;1.60;0.53;0.13;0.38;Matches
485;Necip Uysal\Necip-Uysal;tr TUR;DFMF;Beşiktaş;28;1991;4.4;0;0;0;1;1;;100.0;0.23;0.23;0.00;0.00;Matches
486;Anthony Uzodimma\Anthony-Uzodimma;ng NGA;MF;Kayserispor;20;1999;0.6;0;0;0;1;0;;0.0;1.58;0.00;0.00;;Matches
487;Fıratcan Üzüm\Firatcan-Uzum;tr TUR;MF;Trabzonspor;20;1999;0.2;0;0;0;0;0;;;0.00;0.00;;;Matches
488;Ömer Uzun\Omer-Uzun;tr TUR;MF;Kayserispor;19;2000;1.0;1;0;0;1;1;;100.0;1.01;1.01;1.00;1.00;Matches
489;Olivier Veigneau\Olivier-Veigneau;fr FRA;DF;Kasımpaşa;34;1985;3.7;0;0;0;3;0;;0.0;0.81;0.00;0.00;;Matches
490;Amedej Vetrih\Amedej-Vetrih;si SVN;MF;Rizespor;28;1990;13.6;0;0;0;13;3;;23.1;0.95;0.22;0.00;0.00;Matches
491;Domagoj Vida\Domagoj-Vida;hr CRO;DF;Beşiktaş;30;1989;22.8;4;0;0;11;4;;36.4;0.48;0.18;0.36;1.00;Matches
492;Miguel Vieira\Miguel-Vieira;pt POR;DF;Başakşehir;28;1990;1.0;0;0;0;0;0;;;0.00;0.00;;;Matches
493;Edin Višća\Edin-Visca;ba BIH;MF;Başakşehir;29;1990;23.8;8;2;2;86;37;;43.0;3.61;1.55;0.07;0.16;Matches
494;Güray Vural\Guray-Vural;tr TUR;MFDF;Gaziantep FK;31;1988;15.8;4;0;0;23;8;;34.8;1.46;0.51;0.17;0.50;Matches
495;Rémi Walter\Remi-Walter;fr FRA;MF;Yeni Mal'spor;24;1995;2.1;0;0;0;3;1;;33.3;1.44;0.48;0.00;0.00;Matches
496;Welinton\Welinton;br BRA;DF;Alanyaspor;30;1989;20.6;2;0;0;22;6;;27.3;1.07;0.29;0.09;0.33;Matches
497;Kamil Wilczek\Kamil-Wilczek;pl POL;FW;Göztepe;31;1988;2.0;0;0;0;4;0;;0.0;2.01;0.00;0.00;;Matches
498;Güven Yalçın\Guven-Yalcin;tr TUR;FWMF;Beşiktaş;20;1999;5.5;2;0;0;20;4;;20.0;3.63;0.73;0.10;0.50;Matches
499;Robin Yalçın\Robin-Yalcin;de GER;MFDF;Yeni Mal'spor;25;1994;20.6;3;0;0;14;7;;50.0;0.68;0.34;0.21;0.43;Matches
500;Mert Yandaş\Mert-Yandas;tr TUR;MF;Sivasspor;24;1994;22.0;6;1;2;71;32;;45.1;3.23;1.46;0.07;0.16;Matches
501;Barış Yardımcı\Baris-Yardimci;tr TUR;DF;Sivasspor;26;1992;0.1;0;0;0;0;0;;;0.00;0.00;;;Matches
502;Ali Yasar\Ali-Yasar;be BEL;DF;Konyaspor;24;1995;0.2;0;0;0;2;0;;0.0;10.59;0.00;0.00;;Matches
503;Karahan Yasir Subaşı\Karahan-Yasir-Subasi;tr TUR;DF;Kayserispor;23;1996;13.9;0;0;0;6;1;;16.7;0.43;0.07;0.00;0.00;Matches
504;Mustapha Yatabaré\Mustapha-Yatabare;ml MLI;FW;Sivasspor;33;1986;22.3;11;0;0;59;25;;42.4;2.65;1.12;0.19;0.44;Matches
505;Zeki Yavru\Zeki-Yavru;tr TUR;DFMF;Denizlispor;27;1991;17.8;0;0;0;6;2;;33.3;0.34;0.11;0.00;0.00;Matches
506;Uğurcan Yazgılı\Ugurcan-Yazgili;tr TUR;DF;Kasımpaşa;20;1999;0.0;0;0;0;0;0;;;;;;;Matches
507;Erdoğan Yeşilyurt\Erdogan-Yesilyurt;tr TUR;MFFW;Sivasspor;25;1993;10.4;4;0;0;28;12;;42.9;2.68;1.15;0.14;0.33;Matches
508;Muammer Yıldırım\Muammer-Yildirim;tr TUR;GK;Sivasspor;28;1990;0.5;0;0;0;0;0;;;0.00;0.00;;;Matches
509;Murat Yıldırım\Murat-Yildirim;tr TUR;MF;Yeni Mal'spor;32;1987;8.8;0;0;0;2;1;;50.0;0.23;0.11;0.00;0.00;Matches
510;Ahmet Yılmaz Çalık\Ahmet-Yilmaz-Calik;tr TUR;DF;Galatasaray;25;1994;4.2;0;0;0;0;0;;;0.00;0.00;;;Matches
511;Burak Yılmaz\Burak-Yilmaz;tr TUR;FW;Beşiktaş;34;1985;17.9;11;6;6;65;35;;53.8;3.64;1.96;0.08;0.14;Matches
