"id";"name";"nation";"position";"team";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
1;Francesco Acerbi\Francesco-Acerbi;it ITA;DF;Lazio;31;1988;23.5;2;1.2;+0.8;6;1193;1310;91.1;10;21;47.6;751;792;94.8;432;497;86.9;1019;213;43;2;0;9;81;9;2;Matches
2;Bobby Adekanye\Bobby-Adekanye;nl NED;FW;Lazio;20;1999;0.9;0;0.0;0.0;0;15;17;88.2;0;0;;13;15;86.7;2;2;100.0;17;0;0;0;0;0;1;0;0;Matches
3;Claud Adjapong\Claud-Adjapong;it ITA;DF;Hellas Verona;21;1998;0.0;0;0.0;0.0;0;0;0;;0;0;;0;0;;0;0;;0;0;0;0;0;0;0;0;0;Matches
4;Lucien Agoume\Lucien-Agoume;fr FRA;MF;Inter;17;2002;0.1;0;0.0;0.0;0;1;2;50.0;0;0;;0;1;0.0;1;1;100.0;0;2;0;0;0;0;0;0;0;Matches
5;Kevin Agudelo\Kevin-Agudelo;co COL;DF;Fiorentina;20;1998;0.0;0;0.0;0.0;0;0;1;0.0;0;0;;0;1;0.0;0;0;;0;0;0;0;0;0;0;0;0;Matches
6;Kevin Agudelo\Kevin-Agudelo;co COL;MFFW;Genoa;20;1998;7.4;1;1.4;-0.4;11;245;301;81.4;9;22;40.9;202;230;87.8;34;49;69.4;241;38;1;1;4;1;20;4;0;Matches
7;Emmanuel Agyemang-Badu\Emmanuel-Agyemang-Badu;gh GHA;FWMF;Hellas Verona;28;1990;0.1;0;0.0;0.0;0;7;8;87.5;1;1;100.0;4;5;80.0;2;2;100.0;1;6;0;0;0;0;0;0;0;Matches
8;Ola Aina\Ola-Aina;ng NGA;DF;Torino;22;1996;16.2;1;1.3;-0.3;16;615;842;73.0;11;36;30.6;484;566;85.5;120;240;50.0;175;455;9;2;4;170;46;13;4;Matches
9;Luis Alberto\Luis-Alberto;es ESP;MF;Lazio;26;1992;23.9;12;7.6;+4.4;72;1298;1598;81.2;32;65;49.2;1000;1120;89.3;266;413;64.4;61;1486;43;11;101;16;166;65;4;Matches
10;Enrico Alfonso\Enrico-Alfonso;it ITA;GK;Brescia;31;1988;3.1;0;0.0;0.0;0;53;75;70.7;0;0;;24;24;100.0;29;51;56.9;4;60;13;0;0;0;0;0;0;Matches
11;Allan\Allan;br BRA;MF;Napoli;28;1991;12.2;1;1.2;-0.2;14;629;724;86.9;11;29;37.9;476;515;92.4;142;180;78.9;64;625;17;3;0;15;71;6;1;Matches
12;Bruno Alves\Bruno-Alves;pt POR;DF;Parma;37;1981;19.1;0;0.2;-0.2;5;701;844;83.1;5;11;45.5;313;360;86.9;383;473;81.0;126;628;57;0;0;2;46;5;1;Matches
13;Sofyan Amrabat\Sofyan-Amrabat;ma MAR;MF;Hellas Verona;22;1996;20.7;0;1.1;-1.1;17;881;1022;86.2;16;30;53.3;622;700;88.9;243;292;83.2;88;859;47;3;0;7;72;18;5;Matches
14;Lorenzo Andrenacci\Lorenzo-Andrenacci;it ITA;GK;Brescia;24;1995;0.9;0;0.0;0.0;0;19;32;59.4;0;0;;3;3;100.0;16;29;55.2;1;23;5;0;0;0;0;0;0;Matches
15;Peter Ankersen\Peter-Ankersen;dk DEN;DF;Genoa;28;1990;9.4;1;0.8;+0.2;8;446;539;82.7;6;19;31.6;380;420;90.5;60;100;60.0;62;395;7;0;0;60;16;8;2;Matches
16;Cristian Ansaldi\Cristian-Ansaldi;ar ARG;DFMF;Torino;32;1986;13.1;3;1.9;+1.1;18;399;555;71.9;4;27;14.8;281;322;87.3;114;206;55.3;194;250;13;0;7;94;35;30;23;Matches
17;Mirko Antonucci\Mirko-Antonucci;it ITA;FWMF;Roma;20;1999;0.9;0;0.0;0.0;0;17;22;77.3;0;0;;17;21;81.0;0;1;0.0;3;18;0;0;0;0;2;0;0;Matches
18;Guilherme Arana\Guilherme-Arana;br BRA;DF;Atalanta;22;1997;0.8;0;0.0;0.0;1;42;54;77.8;0;1;0.0;36;44;81.8;6;9;66.7;38;8;2;0;0;8;2;3;1;Matches
19;Kwadwo Asamoah\Kwadwo-Asamoah;gh GHA;DF;Inter;30;1988;7.1;1;0.7;+0.3;11;296;372;79.6;7;22;31.8;248;280;88.6;41;70;58.6;277;42;1;0;0;41;17;3;2;Matches
20;Emil Audero\Emil-Audero;it ITA;GK;Sampdoria;22;1997;24.0;0;0.0;0.0;0;407;661;61.6;3;3;100.0;191;194;98.5;213;464;45.9;60;469;73;0;0;0;7;0;0;Matches
21;Tommaso Augello\Tommaso-Augello;it ITA;DF;Sampdoria;24;1994;2.6;0;0.6;-0.6;8;121;159;76.1;3;7;42.9;97;111;87.4;21;41;51.2;131;6;1;0;0;18;10;9;5;Matches
22;Florian Ayé\Florian-Aye;fr FRA;FW;Brescia;22;1997;10.0;0;0.1;-0.1;3;119;188;63.3;6;26;23.1;103;142;72.5;10;20;50.0;20;124;0;0;0;2;4;4;1;Matches
23;Khouma Babacar\Khouma-Babacar;sn SEN;FW;Lecce;26;1993;11.0;0;0.9;-0.9;11;155;213;72.8;4;20;20.0;133;163;81.6;18;30;60.0;16;165;1;0;0;1;8;8;0;Matches
24;Milan Badelj\Milan-Badelj;hr CRO;MF;Fiorentina;30;1989;14.3;0;0.8;-0.8;16;639;782;81.7;13;27;48.1;457;530;86.2;169;225;75.1;117;622;41;0;0;2;73;10;0;Matches
25;Mario Balotelli\Mario-Balotelli;it ITA;FW;Brescia;28;1990;14.8;0;0.5;-0.5;8;227;356;63.8;4;21;19.0;167;239;69.9;56;96;58.3;19;283;2;1;0;2;22;11;3;Matches
26;Mattia Bani\Mattia-Bani;it ITA;DF;Bologna;25;1993;20.8;0;0.1;-0.1;1;797;969;82.2;5;17;29.4;503;558;90.1;289;394;73.4;64;819;39;0;0;3;55;2;1;Matches
27;Antonín Barák\Antonin-Barak;cz CZE;MF;Lecce;24;1994;5.0;0;0.0;0.0;0;150;196;76.5;9;13;69.2;120;142;84.5;21;41;51.2;156;27;2;0;0;1;13;2;1;Matches
28;Antonín Barák\Antonin-Barak;cz CZE;MF;Udinese;24;1994;2.1;0;0.2;-0.2;4;76;104;73.1;1;8;12.5;66;77;85.7;9;19;47.4;87;8;2;0;2;2;4;2;0;Matches
29;Nicolò Barella\Nicolo-Barella;it ITA;MF;Inter;22;1997;15.1;3;1.2;+1.8;16;681;831;81.9;12;35;34.3;504;575;87.7;165;221;74.7;88;705;4;1;5;4;80;17;1;Matches
30;Antonino Barillà\Antonino-Barilla;it ITA;MF;Parma;31;1988;13.8;0;0.8;-0.8;10;247;339;72.9;4;15;26.7;197;238;82.8;46;86;53.5;240;65;1;2;9;2;19;2;1;Matches
31;Antonio Barreca\Antonio-Barreca;it ITA;DF;Genoa;24;1995;7.3;1;0.3;+0.7;2;142;229;62.0;1;17;5.9;114;144;79.2;27;68;39.7;170;10;4;0;0;40;4;6;3;Matches
32;Édgar Barreto\Edgar-Barreto;py PAR;MF;Sampdoria;35;1984;1.0;0;0.0;0.0;0;28;33;84.8;1;2;50.0;22;23;95.7;5;8;62.5;6;26;2;0;0;0;4;0;0;Matches
33;Musa Barrow\Musa-Barrow;gm GAM;FWDF;Bologna;20;1998;5.5;1;1.5;-0.5;13;174;235;74.0;5;11;45.5;139;166;83.7;30;58;51.7;36;185;2;0;11;4;12;8;3;Matches
34;Musa Barrow\Musa-Barrow;gm GAM;FWMF;Atalanta;20;1998;2.1;2;0.6;+1.4;3;43;52;82.7;4;7;57.1;33;39;84.6;6;6;100.0;5;44;0;1;1;0;2;2;0;Matches
35;Daniele Baselli\Daniele-Baselli;it ITA;MF;Torino;27;1992;14.3;2;1.1;+0.9;17;584;724;80.7;19;27;70.4;403;452;89.2;162;245;66.1;74;604;59;0;30;6;38;11;2;Matches
36;Alessandro Bastoni\Alessandro-Bastoni;it ITA;DF;Inter;20;1999;11.6;0;1.3;-1.3;13;658;744;88.4;4;9;44.4;494;520;95.0;160;215;74.4;574;121;35;2;0;13;59;10;3;Matches
37;Bastos\Bastos;ao ANG;DF;Lazio;28;1991;5.0;0;0.0;0.0;0;235;257;91.4;4;8;50.0;180;190;94.7;51;59;86.4;51;196;8;0;0;0;17;0;0;Matches
38;Rodrigo Becão\Rodrigo-Becao;br BRA;DF;Udinese;23;1996;16.1;0;0.1;-0.1;1;538;641;83.9;9;25;36.0;379;408;92.9;150;208;72.1;55;541;28;0;0;5;32;1;0;Matches
39;Asmir Begović\Asmir-Begovic;ba BIH;GK;Milan;32;1987;0.4;0;0.0;0.0;0;6;12;50.0;0;0;;2;2;100.0;4;10;40.0;1;10;2;0;0;0;0;0;0;Matches
40;Valon Behrami\Valon-Behrami;ch SUI;MF;Genoa;34;1985;4.5;0;0.0;0.0;0;103;128;80.5;10;13;76.9;74;90;82.2;19;25;76.0;12;102;1;0;0;0;10;1;0;Matches
41;Andrea Belotti\Andrea-Belotti;it ITA;FW;Torino;25;1993;21.3;2;2.8;-0.8;24;293;435;67.4;15;54;27.8;239;322;74.2;39;59;66.1;68;285;2;2;0;1;28;10;2;Matches
42;Marco Benassi\Marco-Benassi;it ITA;MF;Fiorentina;24;1994;10.2;1;1.2;-0.2;18;236;313;75.4;4;15;26.7;199;242;82.2;33;56;58.9;77;216;2;1;1;4;23;6;4;Matches
43;Ismaël Bennacer\Ismael-Bennacer;dz ALG;MF;Milan;21;1997;17.0;0;0.6;-0.6;15;894;1044;85.6;15;32;46.9;694;763;91.0;185;249;74.3;902;85;51;0;18;2;94;11;1;Matches
44;Rodrigo Bentancur\Rodrigo-Bentancur;uy URU;MF;Juventus;22;1997;13.7;6;2.4;+3.6;24;835;940;88.8;21;41;51.2;682;733;93.0;132;166;79.5;161;736;19;4;25;6;87;10;1;Matches
45;Romario Benzar\Romario-Benzar;ro ROU;DF;Lecce;27;1992;1.1;0;0.1;-0.1;2;50;69;72.5;1;2;50.0;41;48;85.4;8;19;42.1;5;51;0;0;0;12;3;1;0;Matches
46;Domenico Berardi\Domenico-Berardi;it ITA;FW;Sassuolo;24;1994;17.6;5;3.7;+1.3;27;529;728;72.7;9;30;30.0;413;505;81.8;107;193;55.4;611;84;17;8;38;2;30;32;4;Matches
47;Álex Berenguer\Alex-Berenguer;es ESP;MFFW;Torino;24;1995;12.2;1;1.9;-0.9;19;295;413;71.4;16;35;45.7;231;286;80.8;48;92;52.2;46;331;17;5;20;8;19;14;1;Matches
48;Bartosz Bereszyński\Bartosz-Bereszynski;pl POL;DF;Sampdoria;27;1992;15.6;0;0.1;-0.1;2;607;771;78.7;8;28;28.6;518;595;87.1;81;148;54.7;71;515;17;0;0;146;42;3;1;Matches
49;Etrit Berisha\Etrit-Berisha;al ALB;GK;SPAL;30;1989;25.0;0;0.1;-0.1;1;603;852;70.8;1;2;50.0;267;269;99.3;335;581;57.7;538;163;79;0;0;0;6;0;0;Matches
50;Valon Berisha\Valon-Berisha;xk KVX;MFFW;Lazio;26;1993;0.3;0;0.0;0.0;0;5;7;71.4;0;0;;4;5;80.0;1;2;50.0;1;5;0;0;0;0;0;0;0;Matches
51;Federico Bernardeschi\Federico-Bernardeschi;it ITA;MF;Juventus;25;1994;8.7;0;1.5;-1.5;14;285;353;80.7;6;15;40.0;223;254;87.8;56;84;66.7;327;13;10;1;14;5;25;13;1;Matches
52;Andrea Bertolacci\Andrea-Bertolacci;it ITA;MF;Sampdoria;28;1991;3.2;0;0.1;-0.1;2;102;125;81.6;1;3;33.3;77;91;84.6;24;31;77.4;82;32;4;0;0;0;10;2;1;Matches
53;Lucas Biglia\Lucas-Biglia;ar ARG;MF;Milan;33;1986;5.8;1;0.1;+0.9;4;294;326;90.2;6;11;54.5;224;238;94.1;64;77;83.1;71;232;22;0;0;2;28;1;0;Matches
54;Cristiano Biraghi\Cristiano-Biraghi;it ITA;DFMF;Inter;26;1992;12.6;3;2.2;+0.8;23;473;658;71.9;9;31;29.0;373;433;86.1;91;194;46.9;453;96;13;0;25;94;23;22;16;Matches
55;Davide Biraschi\Davide-Biraschi;it ITA;DF;Genoa;25;1994;13.5;0;0.0;0.0;2;611;780;78.3;11;33;33.3;441;492;89.6;159;255;62.4;53;621;31;0;0;67;49;5;2;Matches
56;Valter Birsa\Valter-Birsa;si SVN;MFFW;Cagliari;32;1986;0.9;0;0.0;0.0;0;36;53;67.9;2;4;50.0;29;37;78.4;5;12;41.7;36;10;1;1;5;2;4;1;0;Matches
57;Dimitri Bisoli\Dimitri-Bisoli;it ITA;MF;Brescia;25;1994;23.2;1;2.9;-1.9;23;502;767;65.4;14;59;23.7;415;543;76.4;73;165;44.2;103;588;8;0;0;18;59;21;3;Matches
58;Birkir Bjarnason\Birkir-Bjarnason;is ISL;MFFW;Brescia;31;1988;2.3;0;0.1;-0.1;1;52;72;72.2;0;2;0.0;41;53;77.4;11;17;64.7;16;51;1;0;0;0;4;0;0;Matches
59;Kevin-Prince Boateng\Kevin-Prince-Boateng;gh GHA;FW;Fiorentina;32;1987;6.6;0;0.3;-0.3;7;155;199;77.9;4;7;57.1;123;153;80.4;28;39;71.8;31;135;1;0;0;1;12;1;0;Matches
60;Salvatore Bocchetti\Salvatore-Bocchetti;it ITA;DF;Hellas Verona;32;1986;3.4;0;0.0;0.0;0;147;176;83.5;4;8;50.0;113;127;89.0;30;41;73.2;125;25;5;0;0;5;11;0;0;Matches
61;Jeremie Boga\Jeremie-Boga;ci CIV;FW;Sassuolo;22;1997;19.8;2;2.2;-0.2;21;545;646;84.4;8;33;24.2;507;575;88.2;30;38;78.9;60;558;2;0;1;2;17;17;0;Matches
62;Giacomo Bonaventura\Giacomo-Bonaventura;it ITA;MFFW;Milan;29;1989;8.6;0;0.8;-0.8;14;329;393;83.7;21;31;67.7;257;286;89.9;51;76;67.1;63;312;5;1;8;1;18;16;1;Matches
63;Federico Bonazzoli\Federico-Bonazzoli;it ITA;FW;Sampdoria;22;1997;4.3;0;0.3;-0.3;4;81;106;76.4;0;5;0.0;58;70;82.9;23;31;74.2;82;20;0;0;0;0;6;1;0;Matches
64;Kevin Bonifazi\Kevin-Bonifazi;it ITA;DF;Torino;23;1996;2.8;0;0.0;0.0;1;76;88;86.4;1;3;33.3;44;46;95.7;31;39;79.5;23;59;3;0;0;0;6;0;0;Matches
65;Kevin Bonifazi\Kevin-Bonifazi;it ITA;DF;SPAL;23;1996;4.5;0;0.0;0.0;0;211;255;82.7;0;3;0.0;164;176;93.2;47;76;61.8;85;156;9;0;0;3;10;0;0;Matches
66;Leonardo Bonucci\Leonardo-Bonucci;it ITA;DF;Juventus;32;1987;23.7;0;0.4;-0.4;7;1290;1471;87.7;12;29;41.4;854;899;95.0;424;543;78.1;196;1196;48;3;0;2;124;6;2;Matches
67;Fabio Borini\Fabio-Borini;it ITA;FWMF;Hellas Verona;28;1991;4.0;0;0.2;-0.2;3;80;109;73.4;3;8;37.5;69;84;82.1;8;17;47.1;24;71;1;1;0;1;3;1;0;Matches
68;Fabio Borini\Fabio-Borini;it ITA;MFFW;Milan;28;1991;0.8;0;0.0;0.0;0;17;22;77.3;0;2;0.0;11;14;78.6;6;6;100.0;8;12;1;0;0;0;1;0;0;Matches
69;Mehdi Bourabia\Mehdi-Bourabia;ma MAR;MF;Sassuolo;27;1991;2.1;0;0.4;-0.4;3;120;147;81.6;4;7;57.1;95;107;88.8;21;33;63.6;13;127;5;2;2;0;10;1;0;Matches
70;Gleison Bremer\Gleison-Bremer;br BRA;DF;Torino;22;1997;12.4;1;0.0;+1.0;1;397;503;78.9;4;15;26.7;269;316;85.1;124;172;72.1;96;357;13;0;1;3;14;3;0;Matches
71;Marcelo Brozović\Marcelo-Brozovic;hr CRO;MF;Inter;26;1992;21.1;5;2.1;+2.9;32;1362;1558;87.4;19;44;43.2;913;994;91.9;430;520;82.7;211;1277;73;2;23;3;138;30;1;Matches
72;Gastón Brugman\Gaston-Brugman;uy URU;MF;Parma;26;1992;10.0;1;0.8;+0.2;8;305;376;81.1;7;15;46.7;199;233;85.4;99;128;77.3;60;298;18;2;6;2;34;4;0;Matches
73;Gianluigi Buffon\Gianluigi-Buffon;it ITA;GK;Juventus;41;1978;7.0;0;0.2;-0.2;1;153;165;92.7;5;6;83.3;100;100;100.0;48;59;81.4;14;122;7;1;0;0;1;0;0;Matches
74;Fabrizio Cacciatore\Fabrizio-Cacciatore;it ITA;DF;Cagliari;32;1986;11.8;0;0.4;-0.4;4;508;635;80.0;3;13;23.1;363;407;89.2;142;215;66.0;108;395;17;0;0;105;36;4;2;Matches
75;Martín Cáceres\Martin-Caceres;uy URU;DF;Fiorentina;32;1987;18.4;0;0.4;-0.4;11;749;911;82.2;13;27;48.1;542;596;90.9;194;288;67.4;247;570;45;0;0;56;51;5;3;Matches
76;Felipe Caicedo\Felipe-Caicedo;ec ECU;FW;Lazio;30;1988;9.6;2;2.3;-0.3;13;206;267;77.2;21;28;75.0;165;211;78.2;20;28;71.4;194;54;2;1;0;0;18;7;0;Matches
77;Davide Calabria\Davide-Calabria;it ITA;DF;Milan;22;1996;12.1;1;0.5;+0.5;10;634;801;79.2;8;30;26.7;492;549;89.6;134;222;60.4;54;592;20;1;0;115;63;8;2;Matches
78;Mattia Caldara\Mattia-Caldara;it ITA;DF;Atalanta;25;1994;1.7;0;0.0;0.0;0;57;68;83.8;0;1;0.0;45;51;88.2;12;16;75.0;6;52;5;0;0;0;2;0;0;Matches
79;Marco Calderoni\Marco-Calderoni;it ITA;DF;Lecce;30;1989;17.8;1;1.4;-0.4;17;650;881;73.8;9;54;16.7;504;568;88.7;137;259;52.9;646;75;28;1;22;146;37;26;16;Matches
80;Hakan Çalhanoğlu\Hakan-Calhanoglu;tr TUR;MFFW;Milan;25;1994;20.4;1;2.6;-1.6;35;777;1017;76.4;13;31;41.9;599;714;83.9;165;272;60.7;107;860;34;0;56;7;58;19;2;Matches
81;José Callejón\Jose-Callejon;es ESP;MFFW;Napoli;32;1987;18.4;6;5.5;+0.5;56;787;986;79.8;11;37;29.7;622;696;89.4;154;253;60.9;134;797;24;3;54;21;50;17;3;Matches
82;Emre Can\Emre-Can;de GER;MF;Juventus;25;1994;3.1;0;0.5;-0.5;5;142;164;86.6;2;4;50.0;117;127;92.1;23;33;69.7;23;133;3;1;0;2;12;2;0;Matches
83;Antonio Candreva\Antonio-Candreva;it ITA;DFMF;Inter;32;1987;14.1;5;3.6;+1.4;33;678;884;76.7;7;26;26.9;500;567;88.2;171;291;58.8;147;625;4;0;25;100;41;22;7;Matches
84;Gianluca Caprari\Gianluca-Caprari;it ITA;FWMF;Parma;26;1993;1.1;0;0.0;0.0;0;29;32;90.6;3;3;100.0;21;23;91.3;5;6;83.3;5;26;0;0;1;0;2;0;0;Matches
85;Gianluca Caprari\Gianluca-Caprari;it ITA;FWMF;Sampdoria;26;1993;7.3;0;0.4;-0.4;8;189;256;73.8;4;18;22.2;157;182;86.3;28;56;50.0;34;209;6;0;18;5;18;12;2;Matches
86;Francesco Caputo\Francesco-Caputo;it ITA;FW;Sassuolo;31;1987;20.4;4;2.4;+1.6;27;412;516;79.8;27;52;51.9;355;423;83.9;30;41;73.2;74;406;1;1;0;1;15;9;1;Matches
87;Francesco Cassata\Francesco-Cassata;it ITA;MF;Genoa;22;1997;10.9;0;0.9;-0.9;5;362;462;78.4;9;29;31.0;290;334;86.8;63;99;63.6;30;409;6;0;0;6;16;10;2;Matches
88;Timothy Castagne\Timothy-Castagne;be BEL;DF;Atalanta;23;1995;11.1;1;1.4;-0.4;14;532;634;83.9;5;17;29.4;474;537;88.3;53;80;66.3;75;443;4;1;1;85;25;9;3;Matches
89;Samu Castillejo\Samu-Castillejo;es ESP;MFFW;Milan;24;1995;9.7;2;2.6;-0.6;32;278;365;76.2;6;14;42.9;223;254;87.8;49;97;50.5;284;53;7;3;18;11;19;15;4;Matches
90;Lucas Castro\Lucas-Castro;ar ARG;MF;SPAL;30;1989;3.1;0;0.3;-0.3;3;88;117;75.2;1;4;25.0;73;91;80.2;14;22;63.6;9;101;0;0;0;0;8;3;0;Matches
91;Lucas Castro\Lucas-Castro;ar ARG;MF;Cagliari;30;1989;6.7;0;0.4;-0.4;8;218;294;74.1;7;17;41.2;171;199;85.9;40;78;51.3;17;253;0;0;3;5;19;7;3;Matches
92;Gaetano Castrovilli\Gaetano-Castrovilli;it ITA;MF;Fiorentina;22;1997;21.5;2;2.2;-0.2;25;640;798;80.2;15;43;34.9;526;604;87.1;99;151;65.6;103;668;16;3;1;5;82;21;4;Matches
93;Danilo Cataldi\Danilo-Cataldi;it ITA;MFFW;Lazio;24;1994;3.9;0;0.3;-0.3;6;250;295;84.7;5;10;50.0;188;207;90.8;57;78;73.1;60;226;13;0;14;1;38;7;1;Matches
94;Federico Ceccherini\Federico-Ceccherini;it ITA;DF;Fiorentina;27;1992;4.1;0;0.0;0.0;1;144;166;86.7;1;2;50.0;100;107;93.5;43;57;75.4;37;109;9;0;0;3;9;2;0;Matches
95;Luca Ceppitelli\Luca-Ceppitelli;it ITA;DF;Cagliari;29;1989;7.9;0;0.0;0.0;0;225;283;79.5;3;6;50.0;114;132;86.4;108;145;74.5;58;207;15;0;0;1;7;1;1;Matches
96;Alberto Cerri\Alberto-Cerri;it ITA;FW;Cagliari;23;1996;2.6;0;0.2;-0.2;3;70;103;68.0;3;8;37.5;58;81;71.6;9;14;64.3;9;59;0;0;0;2;3;2;0;Matches
97;Julian Chabot\Julian-Chabot;de GER;DF;Sampdoria;21;1998;5.1;0;0.0;0.0;0;150;178;84.3;4;7;57.1;101;111;91.0;45;60;75.0;144;18;9;0;0;1;10;0;0;Matches
98;Jhon Chancellor\Jhon-Chancellor;ve VEN;DF;Brescia;27;1992;21.4;0;0.0;0.0;0;627;719;87.2;6;19;31.6;406;446;91.0;215;254;84.6;175;473;24;0;0;0;17;1;0;Matches
99;Giorgio Chiellini\Giorgio-Chiellini;it ITA;DF;Juventus;34;1984;1.7;0;0.0;0.0;0;92;101;91.1;1;2;50.0;64;67;95.5;27;32;84.4;76;15;1;0;0;0;8;0;0;Matches
100;Federico Chiesa\Federico-Chiesa;it ITA;FW;Fiorentina;21;1997;20.6;3;2.7;+0.3;27;362;495;73.1;14;28;50.0;295;370;79.7;53;97;54.6;111;349;1;2;2;14;24;20;3;Matches
101;Vlad Chiricheș\Vlad-Chiriches;ro ROU;DF;Sassuolo;29;1989;4.0;0;0.0;0.0;0;266;282;94.3;4;5;80.0;205;216;94.9;57;61;93.4;30;247;7;0;0;0;15;0;0;Matches
102;Luca Cigarini\Luca-Cigarini;it ITA;MF;Cagliari;33;1986;16.7;4;2.8;+1.2;40;931;1155;80.6;15;27;55.6;669;734;91.1;247;394;62.7;125;997;106;5;57;1;114;10;0;Matches
103;Thiago Cionek\Thiago-Cionek;pl POL;DF;SPAL;33;1986;16.7;1;1.0;0.0;12;699;947;73.8;15;52;28.8;546;618;88.3;138;277;49.8;116;656;46;0;0;121;44;10;5;Matches
104;Andrea Cistana\Andrea-Cistana;it ITA;DF;Brescia;22;1997;20.4;0;0.6;-0.6;5;689;809;85.2;10;26;38.5;460;505;91.1;219;278;78.8;102;636;40;1;0;6;31;5;0;Matches
105;Denilho Cleonise\Denilho-Cleonise;nl NED;FW;Genoa;17;2001;0.5;0;0.0;0.0;0;7;7;100.0;1;1;100.0;5;5;100.0;1;1;100.0;6;1;0;0;0;0;0;0;0;Matches
106;Ebrima Colley\Ebrima-Colley;gm GAM;FW;Atalanta;19;2000;0.1;0;0.0;0.0;0;1;1;100.0;0;0;;1;1;100.0;0;0;;0;1;0;0;0;0;0;0;0;Matches
107;Omar Colley\Omar-Colley;gm GAM;DF;Sampdoria;26;1992;21.0;1;0.5;+0.5;5;700;864;81.0;17;27;63.0;437;481;90.9;246;356;69.1;545;238;33;1;0;1;60;4;1;Matches
108;Simone Colombi\Simone-Colombi;it ITA;GK;Parma;28;1991;3.0;0;0.0;0.0;0;63;75;84.0;5;5;100.0;35;35;100.0;23;35;65.7;9;49;4;0;0;0;0;0;0;Matches
109;Andrea Consigli\Andrea-Consigli;it ITA;GK;Sassuolo;32;1987;19.0;0;0.3;-0.3;2;454;590;76.9;7;7;100.0;293;297;98.7;154;286;53.8;37;434;58;0;0;0;5;0;0;Matches
110;Andrea Conti\Andrea-Conti;it ITA;DF;Milan;25;1994;12.9;1;0.8;+0.2;7;584;718;81.3;5;24;20.8;470;518;90.7;109;176;61.9;38;529;15;0;0;117;67;2;1;Matches
111;Andreas Cornelius\Andreas-Cornelius;dk DEN;FW;Parma;26;1993;10.2;1;0.9;+0.1;10;185;255;72.5;9;21;42.9;157;200;78.5;19;34;55.9;138;38;0;1;0;0;14;4;0;Matches
112;Joaquín Correa\Joaquin-Correa;ar ARG;FWMF;Lazio;24;1994;17.4;1;2.0;-1.0;27;465;557;83.5;24;41;58.5;384;445;86.3;57;71;80.3;56;469;2;3;9;5;23;26;1;Matches
113;Angelo da Costa Júnior\Angelo-da-Costa-Junior;br BRA;GK;Bologna;35;1983;1.0;0;0.0;0.0;0;25;28;89.3;0;0;;17;17;100.0;8;11;72.7;0;23;3;0;0;0;0;0;0;Matches
114;Douglas Costa\Douglas-Costa;br BRA;FWMF;Juventus;28;1990;5.1;3;2.5;+0.5;18;217;278;78.1;6;16;37.5;178;199;89.4;33;63;52.4;241;22;3;0;9;4;24;4;0;Matches
115;Alessio Cragno\Alessio-Cragno;it ITA;GK;Cagliari;25;1994;4.0;0;0.0;0.0;0;96;132;72.7;1;1;100.0;51;52;98.1;44;79;55.7;9;106;13;0;0;0;2;0;0;Matches
116;Domenico Criscito\Domenico-Criscito;it ITA;DF;Genoa;32;1986;17.1;0;1.0;-1.0;13;703;905;77.7;2;18;11.1;512;576;88.9;189;311;60.8;666;101;44;2;13;92;61;19;6;Matches
117;Bryan Cristante\Bryan-Cristante;it ITA;MF;Roma;24;1995;11.5;2;1.0;+1.0;12;580;675;85.9;1;12;8.3;412;458;90.0;167;205;81.5;92;559;16;4;0;0;88;9;0;Matches
118;Sebastián Cristóforo\Sebastian-Cristoforo;uy URU;MF;Fiorentina;25;1993;1.0;0;0.2;-0.2;3;41;49;83.7;1;3;33.3;32;34;94.1;8;12;66.7;2;43;3;0;6;0;0;0;0;Matches
119;Juan Cuadrado\Juan-Cuadrado;co COL;DFFW;Juventus;31;1988;19.4;2;3.3;-1.3;32;1286;1456;88.3;15;28;53.6;1046;1115;93.8;225;313;71.9;101;1189;24;6;0;126;102;27;10;Matches
120;Felipe Curcio\Felipe-Curcio;br BRA;DF;Brescia;26;1993;0.0;0;0.0;0.0;0;8;12;66.7;0;0;;8;10;80.0;0;2;0.0;9;1;0;0;0;1;1;0;0;Matches
121;Patrick Cutrone\Patrick-Cutrone;it ITA;FW;Fiorentina;21;1998;3.1;0;0.4;-0.4;2;36;53;67.9;0;2;0.0;32;42;76.2;4;9;44.4;7;35;0;0;0;0;1;3;0;Matches
122;Marco D'Alessandro\Marco-DAlessandro;it ITA;DF;SPAL;28;1991;2.9;0;0.3;-0.3;2;53;76;69.7;2;11;18.2;46;54;85.2;5;11;45.5;9;59;0;0;1;7;0;0;0;Matches
123;Danilo D'Ambrosio\Danilo-DAmbrosio;it ITA;DF;Inter;30;1988;8.4;0;1.0;-1.0;7;432;506;85.4;9;15;60.0;349;381;91.6;74;110;67.3;127;304;8;1;0;57;25;7;1;Matches
124;Bryan Dabo\Bryan-Dabo;bf BFA;MF;SPAL;27;1992;3.2;1;0.1;+0.9;3;117;139;84.2;4;7;57.1;96;108;88.9;17;24;70.8;27;106;1;0;0;2;9;0;0;Matches
