"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
269;Andrew Gravillon\Andrew-Gravillon;fr FRA;DF;Sassuolo;21;1998;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
270;Guido Guerrieri\Guido-Guerrieri;it ITA;GK;Lazio;23;1996;0;;;;;0;;0;;24;;;;;;;;;;;;Matches
271;Sinan Gümüş\Sinan-Gumus;tr TUR;FW;Genoa;25;1994;3;95;32;4.2;1.1;1;65;2;15;3;1.00;0;2;-2;-1.89;-1.27;0.5;2.6;-2.0;-1.93;-1.60;Matches
272;Koray Günter\Koray-Gunter;de GER;DF;Hellas Verona;24;1994;21;1768;84;81.9;19.6;20;88;1;3;1;1.38;20;19;+1;+0.05;-0.64;27.1;25.5;+1.6;+0.08;+0.38;Matches
273;Samir Handanović\Samir-Handanovic;si SVN;GK;Inter;35;1984;21;1890;90;87.5;21.0;21;90;0;;3;2.29;42;18;+24;+1.14;+0.14;38.9;21.5;+17.4;+0.83;+0.80;Matches
274;Lukáš Haraslín\Lukas-Haraslin;sk SVK;FW;Sassuolo;23;1996;1;13;13;0.6;0.1;0;;1;13;1;0.00;0;0;0;0.00;+0.04;0.1;0.1;+0.1;+0.58;+0.98;Matches
275;Hans Hateboer\Hans-Hateboer;nl NED;DF;Atalanta;25;1994;21;1588;76;70.6;17.6;17;88;4;22;3;1.95;54;25;+29;+1.64;+0.69;45.7;19.6;+26.1;+1.48;+0.31;Matches
276;Thom Haye\Thom-Haye;nl NED;FWMF;Lecce;24;1995;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
277;David Heidenreich\David-Heidenreich;cz CZE;DF;Atalanta;19;2000;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
278;Liam Henderson\Liam-Henderson;sco SCO;MF;Hellas Verona;23;1996;4;195;49;9.0;2.2;2;82;2;16;13;1.75;1;3;-2;-0.92;-1.20;1.7;3.8;-2.1;-0.97;-1.08;Matches
279;Dalbert Henrique\Dalbert-Henrique;br BRA;DFMF;Inter;25;1993;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
280;Dalbert Henrique\Dalbert-Henrique;br BRA;DF;Fiorentina;25;1993;23;1966;85;87.4;21.8;22;88;1;30;0;1.22;28;29;-1;-0.05;+0.90;30.6;27.6;+3.0;+0.14;+0.24;Matches
281;Theo Hernández\Theo-Hernandez;fr FRA;DF;Milan;21;1997;21;1818;87;80.8;20.2;20;90;1;18;1;1.43;25;25;0;0.00;+1.04;29.1;25.2;+3.8;+0.19;+0.76;Matches
282;Hernani\Hernani;br BRA;MF;Parma;25;1994;23;1897;82;87.8;21.1;21;88;2;29;0;1.48;25;26;-1;-0.05;-1.07;22.1;34.4;-12.3;-0.58;-1.23;Matches
283;Gonzalo Higuaín\Gonzalo-Higuain;ar ARG;FW;Juventus;31;1987;22;1384;63;61.5;15.4;15;82;7;23;1;2.32;28;12;+16;+1.04;+0.21;27.0;16.2;+10.8;+0.70;-0.21;Matches
284;Elseid Hysaj\Elseid-Hysaj;al ALB;DF;Napoli;25;1994;13;884;68;37.8;9.8;10;82;3;22;9;1.85;13;11;+2;+0.20;+0.02;12.7;9.5;+3.2;+0.33;-0.31;Matches
285;Simone Iacoponi\Simone-Iacoponi;it ITA;DF;Parma;32;1987;24;2151;90;99.6;23.9;24;90;0;;0;1.46;32;30;+2;+0.08;+0.08;26.8;37.2;-10.4;-0.44;-0.63;Matches
286;Roger Ibanez\Roger-Ibanez;br BRA;MF;Roma;20;1998;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
287;Roger Ibanez\Roger-Ibanez;br BRA;MF;Atalanta;20;1998;0;;;;;0;;0;;17;;;;;;;;;;;;Matches
288;Zlatan Ibrahimović\Zlatan-Ibrahimovic;se SWE;FW;Milan;37;1981;7;575;82;25.6;6.4;6;90;1;35;0;2.00;10;7;+3;+0.47;+0.90;11.0;8.1;+3.0;+0.46;+0.56;Matches
289;Salvador Ichazo\Salvador-Ichazo;uy URU;GK;Genoa;27;1992;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
290;Igor\Igor;br BRA;DF;Fiorentina;21;1998;3;197;66;8.8;2.2;2;90;1;17;1;0.33;2;5;-3;-1.37;-1.33;2.5;5.0;-2.4;-1.12;-1.34;Matches
291;Igor\Igor;br BRA;DF;SPAL;21;1998;17;1340;79;59.6;14.9;15;86;2;29;3;0.65;11;24;-13;-0.87;+0.31;17.5;25.4;-7.9;-0.53;+0.10;Matches
292;Josip Iličić\Josip-Ilicic;si SVN;FW;Atalanta;31;1988;21;1491;71;66.3;16.6;19;75;2;29;0;2.10;49;22;+27;+1.63;+0.56;40.1;16.8;+23.3;+1.41;+0.06;Matches
293;Giannelli Imbula\Giannelli-Imbula;cd COD;MF;Lecce;26;1992;3;129;43;5.5;1.4;1;86;2;22;6;1.00;1;3;-2;-1.40;-0.58;0.7;5.6;-5.0;-3.48;-2.59;Matches
294;Ciro Immobile\Ciro-Immobile;it ITA;FW;Lazio;29;1990;26;2186;84;93.4;24.3;25;86;1;37;0;2.38;57;22;+35;+1.44;+0.27;45.8;29.5;+16.3;+0.67;-1.29;Matches
295;Roberto Inglese\Roberto-Inglese;it ITA;FW;Parma;27;1991;11;611;56;28.3;6.8;8;67;3;25;0;1.36;6;9;-3;-0.44;-0.73;6.1;7.0;-0.9;-0.13;+0.42;Matches
