id;name;Nation;Position;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;Int;PKwon;PKcon;OGMatches
379;Görkem Sağlam\Gorkem-Saglam;de GER;MF;Willem II;21;1998;1.0;0;0;0;3;1;0;2;0;0;;;0;Matches
380;Trent Sainsbury\Trent-Sainsbury;au AUS;DF;PSV Eindhoven;27;1992;1.0;0;0;0;0;0;1;1;0;1;;;0;Matches
381;Bassala Sambou\Bassala-Sambou;eng ENG;FW;Fortuna Sittard;21;1997;13.3;1;0;0;15;31;16;7;5;0;;;0;Matches
382;Lamine Sané\Lamine-Sane;sn SEN;DFMF;Utrecht;32;1987;0.0;0;0;0;0;0;0;0;0;0;;;0;Matches
383;Mustafa Saymak\Mustafa-Saymak;nl NED;MFFW;Zwolle;26;1993;9.5;1;0;0;8;22;2;20;8;10;;;0;Matches
384;Steffen Schäfer\Steffen-Schafer;de GER;DF;VVV-Venlo;25;1994;7.5;0;0;0;2;2;0;0;6;14;;;0;Matches
385;Samuel Scheimann\Samuel-Scheimann;il ISR;DF;VVV-Venlo;31;1987;3.5;0;0;0;2;1;0;10;3;4;;;0;Matches
386;Xandro Schenk\Xandro-Schenk;nl NED;DF;Twente;26;1993;21.1;3;0;0;18;2;1;13;19;18;;;0;Matches
387;Lucas Schoofs\Lucas-Schoofs;be BEL;DF;Heracles Almelo;22;1997;1.0;0;0;0;2;2;1;0;2;0;;;0;Matches
388;Sam Schreck\Sam-Schreck;de GER;MF;Groningen;20;1999;4.5;1;0;0;7;0;1;7;8;5;;;0;Matches
389;Perr Schuurs\Perr-Schuurs;nl NED;DF;Ajax;19;1999;8.1;0;0;0;5;6;0;2;11;14;;;0;Matches
390;Daniel Schwaab\Daniel-Schwaab;de GER;DF;PSV Eindhoven;30;1988;15.9;2;0;0;7;5;0;0;10;17;;;0;Matches
391;Lindon Selahi\Lindon-Selahi;al ALB;MF;Twente;20;1999;19.8;7;0;0;44;39;2;17;55;34;;;0;Matches
392;Marcos Senesi\Marcos-Senesi;ar ARG;DF;Feyenoord;22;1997;14.5;2;0;0;6;10;0;1;22;25;;;0;Matches
393;Thulani Serero\Thulani-Serero;za RSA;MF;Vitesse;29;1990;2.4;0;0;0;1;6;0;0;8;9;;;0;Matches
394;Dylan Seys\Dylan-Seys;be BEL;FW;RKC Waalwijk;22;1996;0.7;1;0;0;4;0;0;4;0;0;;;0;Matches
395;Kaj Sierhuis\Kaj-Sierhuis;nl NED;FW;Groningen;21;1998;11.6;0;0;0;6;11;7;6;1;2;;;0;Matches
396;Jerome Sinclair\Jerome-Sinclair;eng ENG;FW;VVV-Venlo;22;1996;11.6;4;0;0;14;43;0;32;16;7;;;0;Matches
397;Luis Sinisterra\Luis-Sinisterra;co COL;FW;Feyenoord;20;1999;18.1;2;0;0;21;29;8;13;30;14;;;0;Matches
398;Luciano Slagveer\Luciano-Slagveer;nl NED;MFFW;Emmen;25;1993;5.9;2;0;0;9;5;2;12;2;4;;;0;Matches
399;Kian Slor\Kian-Slor;nl NED;FW;Groningen;17;2002;0.3;0;0;0;0;1;0;2;0;0;;;0;Matches
400;Bryan Smeets\Bryan-Smeets;nl NED;FWMF;Sparta R'dam;26;1992;19.7;4;0;0;20;7;0;35;9;3;;;0;Matches
401;Jorrit Smeets\Jorrit-Smeets;nl NED;MF;Fortuna Sittard;24;1995;22.0;6;0;0;30;18;0;32;33;24;;;0;Matches
402;Rein Smit\Rein-Smit;nl NED;FW;Heerenveen;18;2001;0.1;0;0;0;0;1;0;0;0;0;;;0;Matches
403;Leon Sopic\Leon-Sopic;hr CRO;FW;Emmen;18;2000;0.0;0;0;0;1;0;0;1;0;0;;;0;Matches
404;Elia Soriano\Elia-Soriano;it ITA;FW;VVV-Venlo;30;1989;12.0;0;0;0;11;23;6;3;8;7;;;0;Matches
405;Sylla Sow\Sylla-Sow;nl NED;FW;RKC Waalwijk;22;1996;13.8;5;0;0;21;19;2;34;6;4;;;0;Matches
406;Jordan Spence\Jordan-Spence;eng ENG;DF;ADO Den Haag;29;1990;2.8;1;0;0;6;2;0;1;5;3;;;0;Matches
407;Stijn Spierings\Stijn-Spierings;nl NED;MF;RKC Waalwijk;23;1996;16.9;5;1;0;33;30;1;17;23;17;;;0;Matches
408;Fabian Sporkslede\Fabian-Sporkslede;nl NED;DF;RKC Waalwijk;25;1993;6.0;1;0;0;12;2;0;9;8;7;;;0;Matches
409;Tommy St. Jago\Tommy-St-Jago;nl NED;DF;Utrecht;19;2000;0.0;0;0;0;1;0;0;0;0;0;;;0;Matches
410;Jerry St. Juste\Jerry-St-Juste;nl NED;DF;Feyenoord;22;1996;1.0;0;0;0;0;0;0;2;2;0;;;0;Matches
411;Calvin Stengs\Calvin-Stengs;nl NED;FWMF;AZ Alkmaar;20;1998;23.0;0;0;0;22;19;2;64;11;8;;;0;Matches
412;Sander van de Streek\Sander-van-de-Streek;nl NED;FWMF;Utrecht;26;1993;18.7;0;0;0;23;28;2;6;15;7;;;0;Matches
413;Rico Strieder\Rico-Strieder;de GER;MF;Zwolle;27;1992;5.2;1;0;0;7;11;0;3;5;12;;;0;Matches
414;Rico Strieder\Rico-Strieder;de GER;MF;Utrecht;27;1992;1.8;0;0;0;7;2;0;0;2;2;;;0;Matches
415;Sam Stubbs\Sam-Stubbs;eng ENG;DF;ADO Den Haag;20;1998;7.0;1;0;0;2;4;0;2;5;15;;;0;Matches
416;Yukinari Sugawara\Yukinari-Sugawara;jp JPN;FWDF;AZ Alkmaar;19;2000;7.1;1;0;0;7;8;2;25;6;6;;;0;Matches
417;Crysencio Summerville\Crysencio-Summerville;nl NED;FW;ADO Den Haag;17;2001;15.8;2;0;0;7;45;3;32;13;8;;;0;Matches
418;Tomáš Suslov\Tomas-Suslov;sk SVK;FW;Groningen;17;2002;0.0;0;0;0;0;0;0;0;0;0;;;0;Matches
419;Jonas Svensson\Jonas-Svensson;no NOR;DF;AZ Alkmaar;26;1993;21.5;3;0;0;29;33;0;42;35;22;;;0;Matches
420;Adrian Szöke\Adrian-Szoke;rs SRB;MF;Heracles Almelo;21;1998;1.9;0;0;0;6;5;1;2;0;0;;;0;Matches
421;Dušan Tadić\Dusan-Tadic;rs SRB;FW;Ajax;30;1988;23.1;1;0;0;17;19;8;87;10;7;;;0;Matches
422;Nicolás Tagliafico\Nicolas-Tagliafico;ar ARG;DF;Ajax;26;1992;21.8;6;0;0;35;42;2;56;25;38;;;0;Matches
423;Anas Tahiri\Anas-Tahiri;be BEL;MFFW;RKC Waalwijk;24;1995;13.2;1;0;0;15;14;2;40;11;8;;;0;Matches
424;Oussama Tannane\Oussama-Tannane;ma MAR;MFFW;Vitesse;25;1994;15.0;5;0;0;54;43;1;105;23;11;;;0;Matches
425;Renato Tapia\Renato-Tapia;pe PER;MF;Feyenoord;24;1995;8.4;0;0;0;13;18;1;2;17;14;;;1;Matches
426;Mike te Wierik\Mike-te-Wierik;nl NED;DF;Groningen;27;1992;21.4;5;1;0;20;19;1;5;22;37;;;0;Matches
427;Tesfaldet Tekie\Tesfaldet-Tekie;se SWE;MF;Fortuna Sittard;22;1997;18.5;1;0;0;14;17;0;11;19;13;;;0;Matches
428;Dennis Telgenkamp\Dennis-Telgenkamp;nl NED;GK;Emmen;32;1987;25.0;2;0;0;2;4;0;0;2;0;;;0;Matches
429;Jordan Teze\Jordan-Teze;nl NED;DF;PSV Eindhoven;19;1999;1.5;0;0;0;0;1;1;5;5;0;;;0;Matches
430;George Thomas\George-Thomas;wal WAL;MFFW;ADO Den Haag;22;1997;2.0;0;0;0;0;1;0;5;2;3;;;0;Matches
431;Ryan Thomas\Ryan-Thomas;nz NZL;MF;PSV Eindhoven;24;1994;7.9;1;1;0;7;13;1;17;11;9;;;0;Matches
432;Lennart Thy\Lennart-Thy;de GER;FWMF;Zwolle;27;1992;18.6;1;0;0;13;22;10;1;7;3;;;0;Matches
433;Jens Toornstra\Jens-Toornstra;nl NED;MF;Feyenoord;30;1989;18.1;3;0;0;12;4;0;31;13;26;;;0;Matches
434;Sondre Tronstad\Sondre-Tronstad;no NOR;MF;Vitesse;23;1995;4.2;0;0;0;5;5;0;1;3;0;;;0;Matches
435;Giovanni Troupée\Giovanni-Troupee;nl NED;DF;Twente;21;1998;7.0;1;0;0;13;11;0;13;3;2;;;0;Matches
436;Giovanni Troupée\Giovanni-Troupee;nl NED;DF;Utrecht;21;1998;0.6;0;0;0;0;0;0;1;1;1;;;0;Matches
437;Filip Ugrinic\Filip-Ugrinic;ch SUI;MF;Emmen;20;1999;6.6;2;0;0;14;3;0;4;9;10;;;0;Matches
438;Adnan Ugur\Adnan-Ugur;be BEL;MF;Fortuna Sittard;18;2001;3.3;0;0;0;1;4;0;1;4;2;;;0;Matches
439;Lars Unnerstall\Lars-Unnerstall;de GER;GK;PSV Eindhoven;29;1990;13.0;1;0;0;1;0;0;0;0;0;;;0;Matches
440;Etienne Vaessen\Etienne-Vaessen;nl NED;GK;RKC Waalwijk;24;1995;22.5;3;0;0;1;2;0;0;2;1;;;0;Matches
441;Dario Van den Buijs\Dario-Van-den-Buijs;be BEL;DF;Heracles Almelo;23;1995;4.7;1;0;0;2;5;0;5;6;8;;;0;Matches
442;Bruno Varela\Bruno-Varela;pt POR;GK;Ajax;24;1994;1.0;0;0;0;0;0;0;0;0;0;;;0;Matches
443;Keziah Veendorp\Keziah-Veendorp;nl NED;DF;Emmen;22;1997;15.4;3;0;0;12;4;2;10;22;28;;;1;Matches
444;Joey Veerman\Joey-Veerman;nl NED;MF;Heerenveen;20;1998;18.6;3;0;0;19;21;1;57;30;14;;;0;Matches
445;Lars Veldwijk\Lars-Veldwijk;za RSA;FW;Sparta R'dam;27;1991;5.0;0;0;0;5;9;1;2;2;2;;;0;Matches
446;Stefan Velkov\Stefan-Velkov;bg BUL;DF;RKC Waalwijk;22;1996;3.0;1;0;0;3;1;0;0;6;4;;;0;Matches
447;Joël Veltman\Joel-Veltman;nl NED;DF;Ajax;27;1992;18.3;1;0;0;17;19;0;11;33;22;;;0;Matches
448;Nick Venema\Nick-Venema;nl NED;FW;Utrecht;20;1999;1.2;0;0;0;2;1;0;3;1;0;;;0;Matches
449;Dylan Vente\Dylan-Vente;nl NED;FW;RKC Waalwijk;20;1999;10.5;2;0;0;12;11;1;8;10;2;;;0;Matches
450;Dylan Vente\Dylan-Vente;nl NED;FW;Feyenoord;20;1999;0.7;0;0;0;0;1;0;0;0;0;;;0;Matches
451;Calvin Verdonk\Calvin-Verdonk;nl NED;DF;Twente;22;1997;20.7;4;1;0;25;10;3;57;38;39;;;0;Matches
452;Paul Verhaegh\Paul-Verhaegh;nl NED;DF;Twente;35;1983;4.3;0;0;0;4;2;0;5;4;3;;;0;Matches
453;Kenneth Vermeer\Kenneth-Vermeer;nl NED;GK;Feyenoord;33;1986;16.0;0;0;0;0;1;0;0;0;0;;;0;Matches
454;Kevin Vermeulen\Kevin-Vermeulen;nl NED;MF;RKC Waalwijk;28;1990;1.0;0;0;0;2;0;0;0;0;0;;;0;Matches
455;Nick Viergever\Nick-Viergever;nl NED;DF;PSV Eindhoven;29;1989;21.7;5;1;0;19;8;1;7;23;25;;;0;Matches
456;Ron Vlaar\Ron-Vlaar;nl NED;DF;AZ Alkmaar;34;1985;8.7;0;0;0;0;3;0;1;5;7;;;0;Matches
457;Robbert de Vos\Robbert-de-Vos;nl NED;MF;Emmen;23;1996;4.1;2;0;0;4;3;0;3;5;1;;;0;Matches
458;Bart Vriends\Bart-Vriends;nl NED;DF;Sparta R'dam;28;1991;24.9;4;0;0;22;4;0;1;17;30;;;0;Matches
459;Patrick Vroegh\Patrick-Vroegh;nl NED;MF;Vitesse;19;1999;2.4;0;0;0;1;3;0;3;4;4;;;0;Matches
460;Marious Vrousai\Marious-Vrousai;gr GRE;MFFW;Willem II;21;1998;10.4;0;0;0;11;11;3;41;10;8;;;0;Matches
461;Haris Vučkić\Haris-Vuckic;si SVN;FW;Twente;26;1992;21.8;2;0;0;19;14;14;6;9;6;;;1;Matches
462;Django Warmerdam\Django-Warmerdam;nl NED;DFMF;Groningen;23;1995;18.1;2;1;1;13;13;0;48;25;34;;;0;Matches
463;Ingo van Weert\Ingo-van-Weert;nl NED;DF;RKC Waalwijk;25;1994;2.3;0;0;0;3;1;0;5;2;1;;;0;Matches
464;Timon Wellenreuther\Timon-Wellenreuther;de GER;GK;Willem II;23;1995;24.0;3;0;0;0;3;0;0;0;1;;;0;Matches
465;Sai van Wermeskerken\Sai-van-Wermeskerken;jp JPN;DF;Zwolle;25;1994;14.2;1;0;0;9;10;0;31;28;19;;;0;Matches
466;Jarno Westerman\Jarno-Westerman;nl NED;FW;Zwolle;17;2002;1.0;1;0;0;1;1;0;0;0;0;;;0;Matches
467;Owen Wijndal\Owen-Wijndal;nl NED;DF;AZ Alkmaar;19;1999;22.4;7;0;0;26;10;0;61;26;32;;;0;Matches
468;Dani de Wit\Dani-de-Wit;nl NED;MF;AZ Alkmaar;21;1998;16.0;3;0;0;25;22;3;3;13;11;;;0;Matches
469;Michael Woud\Michael-Woud;nz NZL;GK;Willem II;20;1999;1.0;0;0;0;0;2;0;0;0;0;;;0;Matches
470;Lucas Woudenberg\Lucas-Woudenberg;nl NED;DF;Heerenveen;25;1994;10.8;0;0;0;19;3;0;23;26;15;;;0;Matches
471;Haji Wright\Haji-Wright;us USA;FW;VVV-Venlo;21;1998;14.8;0;0;0;18;33;6;17;8;5;;;0;Matches
472;Stijn Wuytens\Stijn-Wuytens;be BEL;DF;AZ Alkmaar;29;1989;20.0;2;0;0;19;3;0;2;13;31;;;0;Matches
473;John Yeboah\John-Yeboah;de GER;FWMF;VVV-Venlo;19;2000;10.2;0;0;0;12;19;2;30;4;10;;;0;Matches
474;Deyovaisio Zeefuik\Deyovaisio-Zeefuik;nl NED;DF;Groningen;21;1998;24.5;3;1;0;32;29;2;66;55;33;;;0;Matches
475;Agim Zeka\Agim-Zeka;al ALB;FW;Fortuna Sittard;20;1998;0.9;0;0;0;2;1;0;3;0;0;;;0;Matches
476;Rafik Zekhnini\Rafik-Zekhnini;no NOR;FW;Twente;21;1998;7.7;1;0;0;17;8;6;22;6;5;;;0;Matches
477;Michael Zetterer\Michael-Zetterer;de GER;GK;Zwolle;24;1995;13.0;1;0;0;0;2;0;0;0;0;;;0;Matches
478;Hakim Ziyech\Hakim-Ziyech;ma MAR;MFFW;Ajax;26;1993;17.2;1;0;0;15;23;6;163;22;9;;;0;Matches
479;Jeroen Zoet\Jeroen-Zoet;nl NED;GK;PSV Eindhoven;28;1991;11.0;1;0;0;0;0;0;0;0;1;;;0;Matches
480;Jeroen Zoet\Jeroen-Zoet;nl NED;GK;Utrecht;28;1991;6.0;0;0;0;0;0;0;0;0;1;;;0;Matches
481;Rick Zuijderwijk\Rick-Zuijderwijk;nl NED;MF;Willem II;18;2001;0.2;0;0;0;0;0;0;0;1;0;;;0;Matches
482;Robert Zwinkels\Robert-Zwinkels;nl NED;GK;ADO Den Haag;36;1983;5.0;0;0;0;0;0;0;0;0;0;;;1;Matches
