"id";"name";"nation";"position";"Squad";"age";"born";"90s";"Gls";"PK";"PKatt";"Sh";"SoT";"FK";"SoT%";"Sh/90";"SoT/90";"G/Sh";"G/SoT";"xG";"npxG";"npxG/Sh";"G-xG";"np:G-xG";"Matches"
261;Hassane Kamara\Hassane-Kamara;gm GAM;DFMF;Reims;24;1994;18.0;2;0;0;25;7;1;28.0;1.39;0.39;0.08;0.29;1.2;1.2;0.05;+0.8;+0.8;Matches
262;Wilfried Kanga\Wilfried-Kanga;fr FRA;FW;Angers;21;1998;0.7;0;0;0;2;0;0;0.0;2.81;0.00;0.00;;0.1;0.1;0.06;-0.1;-0.1;Matches
263;Thilo Kehrer\Thilo-Kehrer;de GER;DF;Paris S-G;22;1996;5.3;1;0;0;4;3;0;75.0;0.75;0.56;0.25;0.33;0.3;0.3;0.08;+0.7;+0.7;Matches
264;Jules Keita\Jules-Keita;gn GUI;MFFW;Dijon;21;1998;1.7;0;0;0;3;0;0;0.0;1.72;0.00;0.00;;0.1;0.1;0.03;-0.1;-0.1;Matches
265;Saîf-Eddine Khaoui\Saif-Eddine-Khaoui;tn TUN;MFFW;Marseille;24;1995;1.1;0;0;0;5;2;0;40.0;4.55;1.82;0.00;0.00;0.3;0.3;0.05;-0.3;-0.3;Matches
266;Wahbi Khazri\Wahbi-Khazri;tn TUN;FWMF;Saint-Étienne;28;1991;12.8;3;1;1;45;8;3;17.8;3.51;0.62;0.04;0.25;3.8;3.1;0.07;-0.8;-1.1;Matches
267;Presnel Kimpembe\Presnel-Kimpembe;fr FRA;DF;Paris S-G;23;1995;13.6;0;0;0;6;2;0;33.3;0.44;0.15;0.00;0.00;0.4;0.4;0.07;-0.4;-0.4;Matches
268;Timothée Kolodziejczak\Timothee-Kolodziejczak;fr FRA;DF;Saint-Étienne;27;1991;13.5;0;0;0;3;1;0;33.3;0.22;0.07;0.00;0.00;0.2;0.2;0.06;-0.2;-0.2;Matches
269;Ghislain Konan\Ghislain-Konan;ci CIV;DF;Reims;23;1995;14.1;0;0;0;2;0;0;0.0;0.14;0.00;0.00;;0.0;0.0;0.02;0.0;0.0;Matches
270;Moussa Konaté\Moussa-Konate;sn SEN;FW;Amiens;26;1993;6.8;2;0;1;11;6;0;54.5;1.63;0.89;0.18;0.33;1.8;1.0;0.13;+0.2;+1.0;Matches
271;Kouadio Koné\Kouadio-Kone;fr FRA;MF;Toulouse;18;2001;8.7;0;0;0;8;1;0;12.5;0.92;0.11;0.00;0.00;0.2;0.2;0.03;-0.2;-0.2;Matches
272;Lamine Koné\Lamine-Kone;ci CIV;DF;Strasbourg;30;1989;16.4;1;0;0;8;2;0;25.0;0.49;0.12;0.13;0.50;0.6;0.6;0.07;+0.4;+0.4;Matches
273;Moussa Koné\Moussa-Kone;sn SEN;FW;Nîmes;22;1996;0.8;2;0;0;2;2;0;100.0;2.50;2.50;1.00;1.00;0.6;0.6;0.32;+1.4;+1.4;Matches
274;Youssouf Koné\Youssouf-Kone;ml MLI;DF;Lyon;24;1995;9.1;0;0;0;3;0;0;0.0;0.33;0.00;0.00;;0.0;0.0;0.01;0.0;0.0;Matches
275;Laurent Koscielny\Laurent-Koscielny;fr FRA;DF;Bordeaux;33;1985;23.3;0;0;0;3;1;0;33.3;0.13;0.04;0.00;0.00;0.4;0.4;0.15;-0.4;-0.4;Matches
276;Nianzou Kouassi\Nianzou-Kouassi;fr FRA;DFMF;Paris S-G;17;2002;5.0;2;0;0;2;2;0;100.0;0.40;0.40;1.00;1.00;0.4;0.4;0.19;+1.6;+1.6;Matches
277;Efthimis Koulouris\Efthimis-Koulouris;gr GRE;FW;Toulouse;23;1996;16.2;4;0;0;39;15;0;38.5;2.41;0.93;0.10;0.27;4.4;4.4;0.11;-0.4;-0.4;Matches
278;Rene Krhin\Rene-Krhin;si SVN;DFMF;Nantes;29;1990;3.6;0;0;0;1;0;0;0.0;0.28;0.00;0.00;;0.0;0.0;0.03;0.0;0.0;Matches
279;Layvin Kurzawa\Layvin-Kurzawa;fr FRA;DF;Paris S-G;26;1992;9.5;1;0;0;6;3;0;50.0;0.63;0.32;0.17;0.33;0.6;0.6;0.11;+0.4;+0.4;Matches
280;Dereck Kutesa\Dereck-Kutesa;ch SUI;FWMF;Reims;21;1997;5.6;1;0;0;3;2;0;66.7;0.54;0.36;0.33;0.50;0.2;0.2;0.07;+0.8;+0.8;Matches
281;Enock Kwateng\Enock-Kwateng;fr FRA;DF;Bordeaux;22;1997;10.9;0;0;0;4;2;0;50.0;0.37;0.18;0.00;0.00;0.3;0.3;0.08;-0.3;-0.3;Matches
282;Gaëtan Laborde\Gaetan-Laborde;fr FRA;FW;Montpellier;25;1994;24.0;6;0;0;59;20;0;33.9;2.46;0.83;0.10;0.30;7.9;7.9;0.13;-1.9;-1.9;Matches
283;Alban Lafont\Alban-Lafont;fr FRA;GK;Nantes;20;1999;26.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
284;Jack Lahne\Jack-Lahne;se SWE;FW;Amiens;17;2001;0.1;1;0;0;1;1;0;100.0;11.25;11.25;1.00;1.00;0.3;0.3;0.35;+0.7;+0.7;Matches
285;Kenny Lala\Kenny-Lala;fr FRA;DF;Strasbourg;27;1991;22.7;2;2;2;16;5;4;31.3;0.71;0.22;0.00;0.00;2.9;1.3;0.08;-0.9;-1.3;Matches
286;Loïck Landre\Loick-Landre;fr FRA;DF;Nîmes;27;1992;9.3;1;0;0;5;2;0;40.0;0.54;0.21;0.20;0.50;1.0;1.0;0.20;0.0;0.0;Matches
287;Gautier Larsonneur\Gautier-Larsonneur;fr FRA;GK;Brest;22;1997;25.6;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
288;Paul Lasne\Paul-Lasne;fr FRA;MFFW;Brest;30;1989;13.6;2;0;0;15;5;0;33.3;1.10;0.37;0.13;0.40;1.1;1.1;0.07;+0.9;+0.9;Matches
289;Wesley Lautoa\Wesley-Lautoa;nc NCL;DFMF;Dijon;31;1987;19.8;0;0;0;10;0;0;0.0;0.51;0.00;0.00;;0.7;0.7;0.07;-0.7;-0.7;Matches
290;Mickaël Le Bihan\Mickael-Le-Bihan;fr FRA;FW;Nice;29;1990;1.1;0;0;0;2;0;0;0.0;1.82;0.00;0.00;;0.1;0.1;0.04;-0.1;-0.1;Matches
291;Damien Le Tallec\Damien-Le-Tallec;fr FRA;MFDF;Montpellier;29;1990;26.4;2;0;0;16;7;0;43.8;0.61;0.27;0.13;0.29;1.0;1.0;0.06;+1.0;+1.0;Matches
292;James Lea Siliki\James-Lea-Siliki;fr FRA;MF;Rennes;23;1996;11.2;0;0;0;14;3;1;21.4;1.25;0.27;0.00;0.00;1.1;1.1;0.08;-1.1;-1.1;Matches
293;Adrien Lebeau\Adrien-Lebeau;fr FRA;MF;Strasbourg;20;1999;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
294;Benjamin Lecomte\Benjamin-Lecomte;fr FRA;GK;Monaco;28;1991;27.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
295;Pierre Lees-Melou\Pierre-Lees-Melou;fr FRA;MF;Nice;26;1993;24.0;5;0;0;51;20;0;39.2;2.12;0.83;0.10;0.25;3.4;3.4;0.07;+1.6;+1.6;Matches
296;Jordan Lefort\Jordan-Lefort;fr FRA;DF;Amiens;25;1993;9.3;0;0;0;3;1;0;33.3;0.32;0.11;0.00;0.00;0.1;0.1;0.04;-0.1;-0.1;Matches
297;Nicolas Lemaître\Nicolas-Lemaitre;fr FRA;GK;Reims;22;1997;1.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
298;Donovan Léon\Donovan-Leon;gf GUF;GK;Brest;26;1992;1.4;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
299;Aaron Leya Iseka\Aaron-Leya-Iseka;be BEL;FW;Toulouse;21;1997;8.4;2;1;2;25;8;0;32.0;2.96;0.95;0.04;0.13;5.3;3.8;0.15;-3.3;-2.8;Matches
300;Dimitri Liénard\Dimitri-Lienard;fr FRA;MF;Strasbourg;31;1988;16.5;2;0;0;34;10;7;29.4;2.06;0.60;0.06;0.20;1.7;1.7;0.05;+0.3;+0.3;Matches
301;Isaac Lihadji\Isaac-Lihadji;fr FRA;DFMF;Marseille;17;2002;0.3;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
302;Lucas Lima\Lucas-Lima;br BRA;FWDF;Nantes;27;1991;3.0;0;0;0;2;1;1;50.0;0.67;0.33;0.00;0.00;0.1;0.1;0.05;-0.1;-0.1;Matches
303;Anthony Limbombe\Anthony-Limbombe;be BEL;FWMF;Nantes;25;1994;1.5;1;0;0;2;1;0;50.0;1.33;0.67;0.50;1.00;0.2;0.2;0.12;+0.8;+0.8;Matches
304;Gautier Lloris\Gautier-Lloris;fr FRA;DF;Nice;24;1995;3.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
305;Enzo Loiodice\Enzo-Loiodice;fr FRA;MF;Dijon;18;2000;2.1;0;0;0;3;0;0;0.0;1.42;0.00;0.00;;0.1;0.1;0.03;-0.1;-0.1;Matches
306;Anthony Lopes\Anthony-Lopes;pt POR;GK;Lyon;28;1990;25.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
307;Rony Lopes\Rony-Lopes;pt POR;FW;Monaco;23;1995;0.9;0;0;0;2;0;0;0.0;2.22;0.00;0.00;;0.2;0.2;0.08;-0.2;-0.2;Matches
308;Maxime Lopez\Maxime-Lopez;fr FRA;MFFW;Marseille;21;1997;12.3;0;0;0;11;2;0;18.2;0.89;0.16;0.00;0.00;0.8;0.8;0.07;-0.8;-0.8;Matches
309;Albert Lottin\Albert-Lottin;fr FRA;MF;Bordeaux;17;2001;0.5;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
310;Imran Louza\Imran-Louza;fr FRA;MFFW;Nantes;20;1999;21.4;2;0;0;37;13;3;35.1;1.73;0.61;0.05;0.15;1.9;1.9;0.05;+0.1;+0.1;Matches
311;Jean Lucas\Jean-Lucas;br BRA;MF;Lyon;21;1998;2.1;1;0;0;6;2;0;33.3;2.81;0.94;0.17;0.50;0.4;0.4;0.06;+0.6;+0.6;Matches
312;Arnaud Lusamba\Arnaud-Lusamba;fr FRA;MFFW;Nice;22;1997;10.0;1;0;0;5;3;0;60.0;0.50;0.30;0.20;0.33;0.5;0.5;0.10;+0.5;+0.5;Matches
313;Yann M'Vila\Yann-MVila;fr FRA;MFDF;Saint-Étienne;29;1990;20.6;0;0;0;9;3;0;33.3;0.44;0.15;0.00;0.00;0.5;0.5;0.05;-0.5;-0.5;Matches
314;Yvann Macon\Yvann-Macon;GPE;DF;Saint-Étienne;20;1998;1.1;0;0;0;1;1;0;100.0;0.94;0.94;0.00;0.00;0.0;0.0;0.02;0.0;0.0;Matches
315;Hugo Magnetti\Hugo-Magnetti;fr FRA;MF;Brest;21;1998;2.5;0;0;0;5;1;0;20.0;2.03;0.41;0.00;0.00;0.2;0.2;0.03;-0.2;-0.2;Matches
316;Thiago Maia\Thiago-Maia;br BRA;MF;Lille;22;1997;0.5;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
317;Habib Maïga\Habib-Maiga;ci CIV;MF;Metz;23;1996;24.3;1;0;0;30;9;0;30.0;1.24;0.37;0.03;0.11;1.6;1.6;0.05;-0.6;-0.6;Matches
318;Mike Maignan\Mike-Maignan;fr FRA;GK;Lille;23;1995;27.0;0;0;0;1;0;0;0.0;0.04;0.00;0.00;;0.0;0.0;0.03;0.0;0.0;Matches
319;Josh Maja\Josh-Maja;ng NGA;FW;Bordeaux;20;1998;7.0;5;0;0;17;11;0;64.7;2.42;1.56;0.29;0.45;3.3;3.3;0.20;+1.7;+1.7;Matches
320;Abdul Majeed Waris\Abdul-Majeed-Waris;gh GHA;FW;Strasbourg;27;1991;4.1;2;0;0;7;2;0;28.6;1.70;0.49;0.29;1.00;1.8;1.8;0.26;+0.2;+0.2;Matches
321;Jean-Victor Makengo\Jean-Victor-Makengo;fr FRA;MFFW;Toulouse;21;1998;10.0;2;0;0;14;4;0;28.6;1.40;0.40;0.14;0.50;0.8;0.8;0.05;+1.2;+1.2;Matches
322;Hianga Mananga Mbock\Hianga-Mananga-Mbock;fr FRA;MF;Brest;19;1999;1.6;1;0;0;4;1;0;25.0;2.57;0.64;0.25;1.00;0.2;0.2;0.04;+0.8;+0.8;Matches
323;Vincent Manceau\Vincent-Manceau;fr FRA;DF;Angers;30;1989;22.0;0;0;0;8;2;0;25.0;0.36;0.09;0.00;0.00;0.3;0.3;0.03;-0.3;-0.3;Matches
324;Steve Mandanda\Steve-Mandanda;fr FRA;GK;Marseille;34;1985;26.3;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
325;Reinildo Mandava\Reinildo-Mandava;mz MOZ;DF;Lille;25;1994;12.3;0;0;0;2;0;0;0.0;0.16;0.00;0.00;;0.1;0.1;0.03;-0.1;-0.1;Matches
326;Thomas Mangani\Thomas-Mangani;fr FRA;MF;Angers;32;1987;20.5;2;0;0;29;6;4;20.7;1.42;0.29;0.07;0.33;1.6;1.6;0.06;+0.4;+0.4;Matches
327;Myziane Maolida\Myziane-Maolida;fr FRA;FWMF;Nice;20;1999;7.3;1;0;0;16;5;0;31.3;2.20;0.69;0.06;0.20;2.0;2.0;0.12;-1.0;-1.0;Matches
328;Faitout Maouassa\Faitout-Maouassa;fr FRA;DF;Rennes;21;1998;19.2;2;0;0;10;5;0;50.0;0.52;0.26;0.20;0.40;0.5;0.5;0.05;+1.5;+1.5;Matches
329;Fernando Marçal\Fernando-Marcal;br BRA;DF;Lyon;30;1989;9.2;0;0;0;5;1;0;20.0;0.54;0.11;0.00;0.00;0.1;0.1;0.03;-0.1;-0.1;Matches
330;Marcelo\Marcelo;br BRA;DF;Lyon;32;1987;15.7;0;0;0;8;2;0;25.0;0.51;0.13;0.00;0.00;0.6;0.6;0.07;-0.6;-0.6;Matches
331;Jordan Marié\Jordan-Marie;fr FRA;MF;Dijon;27;1991;2.2;0;0;0;1;0;0;0.0;0.46;0.00;0.00;;0.0;0.0;0.03;0.0;0.0;Matches
332;Guillermo Maripán\Guillermo-Maripan;cl CHI;DF;Monaco;25;1994;18.5;2;0;0;10;4;0;40.0;0.54;0.22;0.20;0.50;1.6;1.6;0.16;+0.4;+0.4;Matches
333;Marquinhos\Marquinhos;br BRA;MFDF;Paris S-G;25;1994;16.4;3;0;0;11;3;0;27.3;0.67;0.18;0.27;1.00;1.8;1.8;0.16;+1.2;+1.2;Matches
334;Jonas Martin\Jonas-Martin;fr FRA;MF;Strasbourg;29;1990;2.8;0;0;1;0;0;0;;0.00;0.00;;;0.8;0.0;;-0.8;0.0;Matches
335;Jonas Martin\Jonas-Martin;fr FRA;MF;Rennes;29;1990;1.2;0;0;0;1;0;0;0.0;0.81;0.00;0.00;;0.1;0.1;0.06;-0.1;-0.1;Matches
336;Pablo Martinez\Pablo-Martinez;fr FRA;DF;Nîmes;30;1989;25.0;2;0;0;12;3;0;25.0;0.48;0.12;0.17;0.67;1.0;1.0;0.08;+1.0;+1.0;Matches
337;Gelson Martins\Gelson-Martins;pt POR;DFFW;Monaco;24;1995;18.7;4;0;0;28;11;0;39.3;1.50;0.59;0.14;0.36;5.5;5.5;0.20;-1.5;-1.5;Matches
338;Stephy Mavididi\Stephy-Mavididi;eng ENG;FWMF;Dijon;21;1998;14.7;5;0;0;25;11;0;44.0;1.70;0.75;0.20;0.45;3.1;3.1;0.13;+1.9;+1.9;Matches
339;Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting;cm CMR;FWMF;Paris S-G;30;1989;5.0;3;0;0;18;7;0;38.9;3.59;1.40;0.17;0.43;2.6;2.6;0.15;+0.4;+0.4;Matches
340;Kévin Mayi\Kevin-Mayi;fr FRA;FW;Brest;26;1993;0.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
341;Kylian Mbappé\Kylian-Mbappe;fr FRA;FW;Paris S-G;20;1998;16.8;18;0;0;88;49;0;55.7;5.23;2.91;0.20;0.37;16.7;16.7;0.19;+1.3;+1.3;Matches
342;Loïc Mbe Soh\Loic-Mbe-Soh;fr FRA;DF;Paris S-G;18;2001;0.7;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
343;Isaac Mbenza\Isaac-Mbenza;be BEL;FW;Amiens;23;1996;0.9;0;0;0;4;1;1;25.0;4.34;1.08;0.00;0.00;0.1;0.1;0.04;-0.1;-0.1;Matches
344;Nathanael Mbuku\Nathanael-Mbuku;fr FRA;MFFW;Reims;17;2002;4.3;0;0;0;8;1;0;12.5;1.85;0.23;0.00;0.00;0.4;0.4;0.05;-0.4;-0.4;Matches
345;Farid El Melali\Farid-El-Melali;dz ALG;MFFW;Angers;22;1997;3.3;3;0;0;6;5;0;83.3;1.81;1.51;0.50;0.60;0.7;0.7;0.12;+2.3;+2.3;Matches
346;Pedro Mendes\Pedro-Mendes;pt POR;DF;Montpellier;28;1990;14.3;1;0;0;9;3;0;33.3;0.63;0.21;0.11;0.33;1.1;1.1;0.12;-0.1;-0.1;Matches
347;Thiago Mendes\Thiago-Mendes;br BRA;MF;Lyon;27;1992;20.2;0;0;0;26;3;0;11.5;1.29;0.15;0.00;0.00;1.3;1.3;0.05;-1.3;-1.3;Matches
348;Stiven Mendoza\Stiven-Mendoza;co COL;FWMF;Amiens;27;1992;12.2;5;0;0;23;9;1;39.1;1.88;0.74;0.22;0.56;3.2;3.2;0.14;+1.8;+1.8;Matches
349;Alexandre Mendy\Alexandre-Mendy;fr FRA;FWMF;Brest;25;1994;9.2;3;0;0;28;9;0;32.1;3.04;0.98;0.11;0.33;2.9;2.9;0.10;+0.1;+0.1;Matches
350;Edouard Mendy\Edouard-Mendy;sn SEN;GK;Rennes;27;1992;23.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
351;Hamza Mendyl\Hamza-Mendyl;ma MAR;DF;Dijon;21;1997;15.0;0;0;0;8;0;1;0.0;0.53;0.00;0.00;;0.4;0.4;0.05;-0.4;-0.4;Matches
352;Thomas Meunier\Thomas-Meunier;be BEL;DF;Paris S-G;27;1991;13.8;0;0;0;4;2;0;50.0;0.29;0.14;0.00;0.00;0.2;0.2;0.06;-0.2;-0.2;Matches
353;Mexer\Mexer;mz MOZ;DF;Bordeaux;30;1988;15.6;0;0;0;9;0;0;0.0;0.58;0.00;0.00;;0.5;0.5;0.05;-0.5;-0.5;Matches
354;Florian Miguel\Florian-Miguel;fr FRA;DF;Nîmes;22;1996;22.9;1;0;0;17;2;0;11.8;0.74;0.09;0.06;0.50;1.3;1.3;0.08;-0.3;-0.3;Matches
355;Georges Mikautadze\Georges-Mikautadze;fr FRA;FW;Metz;18;2000;0.1;0;0;0;1;0;0;0.0;12.86;0.00;0.00;;0.0;0.0;0.04;0.0;0.0;Matches
356;Stefan Mitrović\Stefan-Mitrovic;rs SRB;DF;Strasbourg;29;1990;22.8;1;0;0;4;2;0;50.0;0.18;0.09;0.25;0.50;0.2;0.2;0.06;+0.8;+0.8;Matches
357;Florent Mollet\Florent-Mollet;fr FRA;MF;Montpellier;27;1991;17.7;6;0;0;46;22;11;47.8;2.59;1.24;0.13;0.27;2.7;2.7;0.06;+3.3;+3.3;Matches
358;Thomas Monconduit\Thomas-Monconduit;fr FRA;MF;Amiens;28;1991;15.2;0;0;0;11;2;0;18.2;0.72;0.13;0.00;0.00;0.5;0.5;0.04;-0.5;-0.5;Matches
359;Steven Moreira\Steven-Moreira;fr FRA;DF;Toulouse;24;1994;15.4;0;0;0;6;0;0;0.0;0.39;0.00;0.00;;0.2;0.2;0.04;-0.2;-0.2;Matches
360;Jérémy Morel\Jeremy-Morel;mg MAD;DF;Rennes;35;1984;20.1;1;0;0;13;3;0;23.1;0.65;0.15;0.08;0.33;1.0;1.0;0.08;0.0;0.0;Matches
361;Lebo Mothiba\Lebo-Mothiba;za RSA;FW;Strasbourg;23;1996;11.6;3;0;0;27;11;1;40.7;2.33;0.95;0.11;0.27;5.4;5.4;0.20;-2.4;-2.4;Matches
362;Harold Moukoudi\Harold-Moukoudi;cm CMR;DF;Saint-Étienne;21;1997;11.0;0;0;0;3;0;0;0.0;0.27;0.00;0.00;;0.2;0.2;0.07;-0.2;-0.2;Matches
363;Jessy Moulin\Jessy-Moulin;fr FRA;GK;Saint-Étienne;33;1986;4.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
364;Wesley Moustache\Wesley-Moustache;fr FRA;DF;Nantes;20;1999;0.5;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
365;Samuel Moutoussamy\Samuel-Moutoussamy;cd COD;DFFW;Nantes;22;1996;5.7;0;0;0;4;1;0;25.0;0.71;0.18;0.00;0.00;0.5;0.5;0.12;-0.5;-0.5;Matches
366;Benoît Mukinayi\Benoit-Mukinayi;fr FRA;DF;Monaco;18;2001;15.7;0;0;0;10;3;0;30.0;0.64;0.19;0.00;0.00;0.6;0.6;0.06;-0.6;-0.6;Matches
367;Marshall Munetsi\Marshall-Munetsi;zw ZIM;MF;Reims;23;1996;9.1;0;0;0;4;0;0;0.0;0.44;0.00;0.00;;0.2;0.2;0.04;-0.2;-0.2;Matches
368;Kévin N'Doram\Kevin-NDoram;fr FRA;MF;Metz;23;1996;17.3;0;0;0;8;2;0;25.0;0.46;0.12;0.00;0.00;0.3;0.3;0.03;-0.3;-0.3;Matches
369;Abdallah N'dour\Abdallah-Ndour;sn SEN;DF;Strasbourg;25;1993;4.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
370;Ferris N'Goma\Ferris-NGoma;fr FRA;FWMF;Brest;26;1993;0.2;1;1;1;1;0;0;0.0;4.29;0.00;0.00;;0.8;0.0;0.02;+0.2;0.0;Matches
371;Nathan N'Goumou\Nathan-NGoumou;fr FRA;FWMF;Toulouse;19;2000;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
372;Stanley N'Soki\Stanley-NSoki;fr FRA;DF;Nice;20;1999;14.1;0;0;0;3;1;0;33.3;0.21;0.07;0.00;0.00;0.4;0.4;0.14;-0.4;-0.4;Matches
373;Keylor Navas\Keylor-Navas;cr CRC;GK;Paris S-G;32;1986;21.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
374;Papa Ndiaga Yade\Papa-Ndiaga-Yade;sn SEN;FW;Metz;19;2000;0.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
375;Neymar\Neymar;br BRA;MFFW;Paris S-G;27;1992;14.7;13;4;5;64;31;10;48.4;4.36;2.11;0.14;0.29;13.0;9.2;0.15;0.0;-0.2;Matches
376;Muzinga Ngonda\Muzinga-Ngonda;cd COD;DF;Dijon;25;1993;6.0;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
377;Ahmad Ngouyamsa\Ahmad-Ngouyamsa;cm CMR;DF;Dijon;18;2000;0.6;0;0;0;0;0;;;0.00;0.00;;;;;;;;Matches
378;Opa Nguette\Opa-Nguette;sn SEN;FW;Metz;25;1994;19.6;4;0;0;26;9;0;34.6;1.32;0.46;0.15;0.44;3.0;3.0;0.12;+1.0;+1.0;Matches
379;Ibrahima Niane\Ibrahima-Niane;sn SEN;FW;Metz;20;1999;9.5;3;1;1;27;9;1;33.3;2.84;0.95;0.07;0.22;2.5;1.8;0.07;+0.5;+0.2;Matches
380;M'Baye Niang\MBaye-Niang;sn SEN;FW;Rennes;24;1994;23.7;10;0;2;65;27;0;41.5;2.74;1.14;0.15;0.37;9.5;7.9;0.12;+0.5;+2.1;Matches
381;Cheikh Niasse\Cheikh-Niasse;sn SEN;MF;Lille;19;2000;0.2;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
382;Casimir Ninga\Casimir-Ninga;td CHA;MFFW;Angers;26;1993;7.5;3;0;0;32;6;0;18.8;4.25;0.80;0.09;0.50;3.1;3.1;0.10;-0.1;-0.1;Matches
383;Timothée Nkada\Timothee-Nkada;fr FRA;FWMF;Reims;20;1999;1.5;0;0;0;2;0;0;0.0;1.29;0.00;0.00;;0.1;0.1;0.05;-0.1;-0.1;Matches
384;Arnaud Nordin\Arnaud-Nordin;fr FRA;FW;Saint-Étienne;21;1998;9.7;1;0;0;12;5;0;41.7;1.23;0.51;0.08;0.20;1.2;1.2;0.10;-0.2;-0.2;Matches
385;Gerzino Nyamsi\Gerzino-Nyamsi;fr FRA;DF;Rennes;22;1997;1.3;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
386;Steven Nzonzi\Steven-Nzonzi;fr FRA;MF;Rennes;30;1988;3.3;0;0;0;2;1;0;50.0;0.61;0.31;0.00;0.00;0.1;0.1;0.05;-0.1;-0.1;Matches
387;Jean Onana\Jean-Onana;cm CMR;MF;Lille;19;2000;0.9;0;0;0;1;0;0;0.0;1.13;0.00;0.00;;0.0;0.0;0.02;0.0;0.0;Matches
388;Henry Onyekuru\Henry-Onyekuru;ng NGA;FWMF;Monaco;22;1997;1.8;0;0;0;1;0;0;0.0;0.56;0.00;0.00;;0.3;0.3;0.26;-0.3;-0.3;Matches
389;Nicholas Opoku\Nicholas-Opoku;gh GHA;DF;Amiens;21;1997;7.0;0;0;0;1;0;;0.0;0.14;0.00;0.00;;;;;;;Matches
390;Victor Osimhen\Victor-Osimhen;ng NGA;FW;Lille;20;1998;24.4;13;2;3;80;32;0;40.0;3.27;1.31;0.14;0.34;14.5;12.2;0.15;-1.5;-1.2;Matches
391;Otávio\Otavio;br BRA;MF;Bordeaux;25;1994;23.6;2;0;0;22;7;0;31.8;0.93;0.30;0.09;0.29;1.1;1.1;0.05;+0.9;+0.9;Matches
392;Abou Ouattara\Abou-Ouattara;bf BFA;MF;Lille;19;1999;0.1;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
393;Remi Oudin\Remi-Oudin;fr FRA;FWMF;Reims;22;1996;15.6;3;0;0;35;10;1;28.6;2.25;0.64;0.09;0.30;3.7;3.7;0.11;-0.7;-0.7;Matches
394;Remi Oudin\Remi-Oudin;fr FRA;FWMF;Bordeaux;22;1996;5.2;1;0;0;12;3;0;25.0;2.29;0.57;0.08;0.33;1.4;1.4;0.12;-0.4;-0.4;Matches
395;Alexandre Oukidja\Alexandre-Oukidja;dz ALG;GK;Metz;31;1988;25.5;0;0;0;0;0;0;;0.00;0.00;;;0.0;0.0;;0.0;0.0;Matches
396;Adam Ounas\Adam-Ounas;dz ALG;MFFW;Nice;22;1996;11.7;2;0;0;20;9;1;45.0;1.71;0.77;0.10;0.22;1.8;1.8;0.09;+0.2;+0.2;Matches
397;Ambroise Oyongo\Ambroise-Oyongo;cm CMR;DF;Montpellier;28;1991;20.3;0;0;0;10;1;0;10.0;0.49;0.05;0.00;0.00;0.3;0.3;0.03;-0.3;-0.3;Matches
398;Pablo\Pablo;br BRA;DF;Bordeaux;28;1991;24.2;4;0;0;17;7;0;41.2;0.70;0.29;0.24;0.57;1.6;1.6;0.09;+2.4;+2.4;Matches
