"id";"name";"nation";"position";"team";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
588;Sai van Wermeskerken\Sai-van-Wermeskerken;jp JPN;DF;Zwolle;25;1994;18;1277;71;54.6;14.2;14;85;4;24;8;1.28;21;29;-8;-0.56;+0.28;Matches
589;Jarno Westerman\Jarno-Westerman;nl NED;FW;Zwolle;17;2002;4;91;23;3.9;1.0;1;56;3;12;5;0.25;2;2;0;0.00;+0.72;Matches
590;Owen Wijndal\Owen-Wijndal;nl NED;DF;AZ Alkmaar;19;1999;23;2017;88;93.4;22.4;23;88;0;;0;2.17;47;16;+31;+1.38;+0.12;Matches
591;Dani de Wit\Dani-de-Wit;nl NED;MF;Ajax;21;1998;0;;;;;0;;0;;3;;;;;;;Matches
592;Dani de Wit\Dani-de-Wit;nl NED;MF;AZ Alkmaar;21;1998;21;1439;69;66.6;16.0;18;77;3;20;0;2.19;37;12;+25;+1.56;+0.56;Matches
593;Michael Woud\Michael-Woud;nz NZL;GK;Willem II;20;1999;1;90;90;4.0;1.0;1;90;0;;15;3.00;1;0;+1;+1.00;+0.83;Matches
594;Lucas Woudenberg\Lucas-Woudenberg;nl NED;DF;Heerenveen;25;1994;14;975;70;43.3;10.8;11;84;3;19;11;1.21;18;16;+2;+0.18;+0.18;Matches
595;Haji Wright\Haji-Wright;us USA;FW;VVV-Venlo;21;1998;21;1331;63;59.2;14.8;15;82;6;17;4;0.86;15;36;-21;-1.42;-1.13;Matches
596;Dries Wuytens\Dries-Wuytens;be BEL;DF;Sparta R'dam;28;1991;0;;;;;0;;0;;2;;;;;;;Matches
597;Stijn Wuytens\Stijn-Wuytens;be BEL;DF;AZ Alkmaar;29;1989;21;1798;86;83.2;20.0;21;86;0;;0;2.19;45;17;+28;+1.40;+0.16;Matches
598;John Yeboah\John-Yeboah;de GER;FWMF;VVV-Venlo;19;2000;17;918;54;40.8;10.2;9;82;8;22;2;1.18;9;18;-9;-0.88;+0.13;Matches
599;Deyovaisio Zeefuik\Deyovaisio-Zeefuik;nl NED;DF;Groningen;21;1998;25;2204;88;98.0;24.5;25;88;0;;0;1.40;27;25;+2;+0.08;+0.08;Matches
600;Agim Zeka\Agim-Zeka;al ALB;FW;Fortuna Sittard;20;1998;5;79;16;3.4;0.9;0;;5;16;3;0.20;3;2;+1;+1.14;+2.09;Matches
601;Rafik Zekhnini\Rafik-Zekhnini;no NOR;FW;Twente;21;1998;20;690;35;30.7;7.7;5;67;15;24;5;1.15;14;18;-4;-0.52;-0.12;Matches
602;Ramiz Zerrouki\Ramiz-Zerrouki;nl NED;MF;Twente;21;1998;0;;;;;0;;0;;7;;;;;;;Matches
603;Michael Zetterer\Michael-Zetterer;de GER;GK;Zwolle;24;1995;13;1170;90;50.0;13.0;13;90;0;;12;1.23;18;23;-5;-0.38;+0.62;Matches
604;Hakim Ziyech\Hakim-Ziyech;ma MAR;MFFW;Ajax;26;1993;20;1549;77;71.7;17.2;20;77;0;;0;2.35;48;14;+34;+1.98;+0.65;Matches
605;Jeroen Zoet\Jeroen-Zoet;nl NED;GK;PSV Eindhoven;28;1991;11;990;90;44.0;11.0;11;90;0;;6;1.91;24;14;+10;+0.91;-0.16;Matches
606;Jeroen Zoet\Jeroen-Zoet;nl NED;GK;Utrecht;28;1991;6;540;90;25.0;6.0;6;90;0;;0;1.50;12;8;+4;+0.67;+0.22;Matches
607;Rick Zuijderwijk\Rick-Zuijderwijk;nl NED;MF;Willem II;18;2001;2;19;10;0.8;0.2;0;;2;10;19;1.50;0;0;0;0.00;-0.20;Matches
608;Giovanni Zwikstra\Giovanni-Zwikstra;nl NED;FW;Groningen;18;2001;0;;;;;0;;0;;1;;;;;;;Matches
609;Robert Zwinkels\Robert-Zwinkels;nl NED;GK;ADO Den Haag;36;1983;5;450;90;20.0;5.0;5;90;0;;15;1.20;8;9;-1;-0.20;+1.00;Matches
