Rk;Player;Nation;Pos;Squad;Age;Born;90s;Touches-Touches;Touches-Def Pen;Touches-Def 3rd;Touches-Mid 3rd;Touches-Att 3rd;Touches-Att Pen;Touches-Live;Dribbles-Succ;Dribbles-Att;Dribbles-Succ%;Dribbles-#Pl;Dribbles-Megs;Carries-Carries;Carries-TotDist;Carries-PrgDist;Carries-Prog;Carries-1/3;Carries-CPA;Carries-Mis;Carries-Dis;Receiving-Targ;Receiving-Rec;Receiving-Rec%;Receiving-Prog;Matches;
45;Myron Boadu\Myron-Boadu;nl NED;FW;Monaco;20-226;2001;1.6;31;0;0;10;22;13;27;1;1;100.0;1;0;19;36;11;1;1;1;5;3;53;25;47.2;11;Matches
46;Antonin Bobichon\Antonin-Bobichon;fr FRA;MF;Angers;25-348;1995;0.1;4;1;1;2;1;0;4;0;1;0.0;0;0;2;12;1;0;0;0;0;0;2;1;50.0;0;Matches
47;Quentin Boisgard\Quentin-Boisgard;fr FRA;MF;Lorient;24-164;1997;0.3;19;3;6;5;9;1;17;0;1;0.0;0;0;14;57;40;2;1;0;0;3;12;11;91.7;4;Matches
48;Sven Botman\Sven-Botman;nl NED;DF;Lille;21-228;2000;3.0;236;30;106;131;9;3;229;0;0;;0;0;158;705;385;13;1;0;1;0;170;165;97.1;0;Matches
49;Denis Bouanga\Denis-Bouanga;ga GAB;FWMF;Saint-Étienne;26-290;1994;2.7;140;7;20;69;62;19;138;7;17;41.2;8;1;91;588;423;16;4;6;9;8;140;97;69.3;21;Matches
50;Hicham Boudaoui\Hicham-Boudaoui;dz ALG;MF;Nice;21-339;1999;0.8;54;3;11;25;22;3;54;2;3;66.7;2;0;35;235;154;8;2;2;1;4;52;38;73.1;7;Matches
51;Ryad Boudebouz\Ryad-Boudebouz;dz ALG;MF;Saint-Étienne;31-190;1990;0.0;8;0;1;3;6;0;6;3;3;100.0;3;0;9;3;3;0;1;0;1;2;6;5;83.3;0;Matches
52;Sofiane Boufal\Sofiane-Boufal;ma MAR;MFFW;Angers;27-345;1993;2.3;135;0;5;80;65;7;117;9;18;50.0;9;0;103;521;312;15;7;1;6;8;111;93;83.8;11;Matches
53;Ismaëlben Boura\Ismaelben-Boura;fr FRA;DF;Lens;21-014;2000;1.0;77;7;30;41;9;0;73;0;0;;0;0;45;225;127;7;2;0;0;0;52;52;100.0;1;Matches
54;Benjamin Bourigeaud\Benjamin-Bourigeaud;fr FRA;FWMF;Rennes;27-226;1994;2.8;171;3;24;78;82;8;144;1;1;100.0;1;0;95;471;319;13;5;2;6;4;127;105;82.7;10;Matches
