"id";"name";"nation";"position";"team";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
661;Harry Winks\Harry-Winks;eng ENG;MF;eng Tottenham;23;1996;3.9;0;0.1;-0.1;3;229;263;87.1;5;10;50.0;174;189;92.1;50;64;78.1;39;209;5;0;2;1;23;1;0;Matches
662;Axel Witsel\Axel-Witsel;be BEL;MF;de Dortmund;30;1989;6.0;0;0.0;0.0;2;470;493;95.3;7;13;53.8;401;415;96.6;62;65;95.4;43;433;18;2;0;4;34;4;0;Matches
663;Maximilian Wöber\Maximilian-Wober;at AUT;DF;at RB Salzburg;21;1998;6.0;0;0.1;-0.1;3;227;279;81.4;1;7;14.3;160;182;87.9;66;90;73.3;205;45;5;1;0;3;23;3;0;Matches
664;Xeka\Xeka;pt POR;MFFW;fr Lille;24;1994;1.3;0;0.0;0.0;1;52;60;86.7;1;2;50.0;43;48;89.6;8;10;80.0;5;52;2;0;0;0;3;0;0;Matches
665;Erencan Yardimci\Erencan-Yardimci;tr TUR;MF;tr Galatasaray;17;2002;0.0;0;0.0;0.0;0;0;1;0.0;0;1;0.0;0;0;;0;0;;;;0;0;0;0;0;0;0;Matches
666;Yusuf Yazıcı\Yusuf-Yazici;tr TUR;FWMF;fr Lille;22;1997;4.1;0;0.3;-0.3;8;117;172;68.0;4;14;28.6;86;100;86.0;27;58;46.6;135;29;11;1;12;1;13;4;0;Matches
667;Amin Younes\Amin-Younes;de GER;FW;it Napoli;25;1993;0.1;0;0.0;0.0;0;3;3;100.0;1;1;100.0;2;2;100.0;0;0;;0;3;0;0;0;0;0;0;0;Matches
668;Abdulla Yusuf Helal\Abdulla-Yusuf-Helal;bh BHR;FW;cz Slavia Prague;26;1993;0.4;0;0.0;0.0;0;7;10;70.0;0;0;;7;9;77.8;0;1;0.0;2;4;0;0;0;0;1;0;0;Matches
669;Dan-Axel Zagadou\Dan-Axel-Zagadou;fr FRA;DF;de Dortmund;20;1999;2.2;0;0.0;0.0;1;114;128;89.1;1;2;50.0;86;91;94.5;27;35;77.1;96;24;3;0;0;0;6;0;0;Matches
670;Duván Zapata\Duvan-Zapata;co COL;FW;it Atalanta;28;1991;2.2;0;0.3;-0.3;4;38;53;71.7;2;3;66.7;35;46;76.1;1;4;25.0;14;34;0;0;0;0;1;4;0;Matches
671;Jaroslav Zelený\Jaroslav-Zeleny;cz CZE;MFFW;cz Slavia Prague;26;1992;1.2;1;0.2;+0.8;2;31;37;83.8;1;2;50.0;26;30;86.7;4;5;80.0;20;14;0;0;0;0;2;0;0;Matches
672;Rifat Zhemaletdinov\Rifat-Zhemaletdinov;ru RUS;MFFW;ru Loko Moscow;22;1996;4.0;0;0.8;-0.8;5;79;108;73.1;8;16;50.0;61;76;80.3;10;16;62.5;17;75;1;1;5;3;6;2;1;Matches
673;Yuri Zhirkov\Yuri-Zhirkov;ru RUS;DFMF;ru Zenit;35;1983;0.8;1;0.1;+0.9;2;18;25;72.0;0;1;0.0;15;18;83.3;3;6;50.0;18;1;0;0;0;5;0;1;1;Matches
674;Piotr Zieliński\Piotr-Zielinski;pl POL;MF;it Napoli;25;1994;5.0;1;0.4;+0.6;7;168;199;84.4;3;9;33.3;135;154;87.7;30;36;83.3;37;151;3;0;0;0;17;4;0;Matches
675;Oleksandr Zinchenko\Oleksandr-Zinchenko;ua UKR;DFMF;eng Manchester City;22;1996;1.3;0;0.0;0.0;1;107;116;92.2;1;2;50.0;93;98;94.9;13;16;81.3;92;14;1;0;0;7;12;1;0;Matches
676;Joshua Zirkzee\Joshua-Zirkzee;nl NED;FW;de Bayern Munich;18;2001;0.0;0;0.0;0.0;0;0;2;0.0;0;1;0.0;0;1;0.0;0;0;;0;2;0;0;0;0;0;0;0;Matches
677;Hakim Ziyech\Hakim-Ziyech;ma MAR;FWMF;nl Ajax;26;1993;5.5;4;2.1;+1.9;15;244;341;71.6;8;22;36.4;193;224;86.2;43;95;45.3;290;33;10;3;21;14;24;22;3;Matches
678;Kurt Zouma\Kurt-Zouma;fr FRA;DF;eng Chelsea;24;1994;5.8;1;0.7;+0.3;3;328;355;92.4;1;2;50.0;167;173;96.5;160;180;88.9;59;271;5;0;0;0;20;0;0;Matches
