"id";"name";"nation";"position";"team";"age";"born";"90s";"Ast";"xA";"A-xA";"KP";"Cmp";"Att";"CmpPER";"shortCmp";"shortAtt";"shortCmpPER";"mediumCmp";"mediumAtt";"mediumCmpPER";"longCmp";"longAtt";"longCmpPER";"Left";"Right";"FK";"TB";"CK";"TI";"1/3";"PPA";"CrsPA";"Matches"
417;Anton Miranchuk\Anton-Miranchuk;ru RUS;MF;ru Loko Moscow;23;1995;1.0;0;0.1;-0.1;1;21;32;65.6;3;6;50.0;15;22;68.2;3;4;75.0;3;25;1;0;0;0;2;1;0;Matches
418;Matej Mitrović\Matej-Mitrovic;hr CRO;DF;be Club Brugge;25;1993;1.0;0;0.0;0.0;0;40;47;85.1;0;0;;22;25;88.0;18;22;81.8;8;37;2;0;0;0;2;0;0;Matches
419;Luka Modrić\Luka-Modric;hr CRO;MF;es Real Madrid;33;1985;3.4;0;0.2;-0.2;4;227;257;88.3;5;11;45.5;164;178;92.1;58;68;85.3;31;219;10;1;5;0;25;5;0;Matches
420;Emre Mor\Emre-Mor;tr TUR;FWMF;tr Galatasaray;22;1997;1.2;0;0.1;-0.1;2;31;40;77.5;1;1;100.0;28;32;87.5;2;7;28.6;37;2;0;0;2;1;2;0;0;Matches
421;Júnior Moraes\Junior-Moraes;ua UKR;FW;ua Shakhtar;32;1987;5.9;1;0.6;+0.4;7;98;129;76.0;5;18;27.8;85;102;83.3;8;9;88.9;23;93;1;0;0;0;1;1;0;Matches
422;Álvaro Morata\Alvaro-Morata;es ESP;FW;es Atlético Madrid;26;1992;5.0;0;0.1;-0.1;1;64;99;64.6;2;7;28.6;57;80;71.3;5;12;41.7;8;62;0;1;0;0;3;2;0;Matches
423;Nikola Moro\Nikola-Moro;hr CRO;MF;hr Dinamo Zagreb;21;1998;4.6;0;0.0;0.0;1;139;176;79.0;2;7;28.6;104;121;86.0;33;48;68.8;39;123;6;0;0;0;17;0;0;Matches
424;François Moubandje\Francois-Moubandje;ch SUI;DF;hr Dinamo Zagreb;29;1990;1.0;0;0.0;0.0;1;31;40;77.5;0;2;0.0;27;31;87.1;4;7;57.1;22;5;1;0;0;10;0;0;0;Matches
425;Mason Mount\Mason-Mount;eng ENG;MFFW;eng Chelsea;20;1999;4.0;0;0.3;-0.3;6;90;131;68.7;5;13;38.5;74;93;79.6;11;25;44.0;18;106;4;0;4;0;10;0;0;Matches
426;Lucas Moura\Lucas-Moura;br BRA;FW;eng Tottenham;26;1992;3.5;1;0.4;+0.6;1;63;81;77.8;0;6;0.0;60;65;92.3;3;10;30.0;4;71;1;0;0;0;2;1;0;Matches
427;Nordi Mukiele\Nordi-Mukiele;fr FRA;DF;de RB Leipzig;21;1997;6.1;0;0.7;-0.7;5;360;443;81.3;7;24;29.2;304;334;91.0;49;85;57.6;23;354;10;0;0;47;26;3;1;Matches
428;Thomas Müller\Thomas-Muller;de GER;MFFW;de Bayern Munich;29;1989;3.9;2;1.8;+0.2;14;122;160;76.3;3;10;30.0;98;120;81.7;21;30;70.0;21;123;1;1;1;4;9;7;0;Matches
429;Simone Muratore\Simone-Muratore;it ITA;MF;it Juventus;21;1998;0.0;0;0.0;0.0;0;0;1;0.0;0;0;;0;1;0.0;0;0;;0;1;0;0;0;0;0;0;0;Matches
430;Luis Muriel\Luis-Muriel;co COL;FW;it Atalanta;28;1991;2.2;0;0.6;-0.6;6;56;71;78.9;3;5;60.0;48;57;84.2;5;9;55.6;5;61;4;0;0;0;2;2;0;Matches
431;Fernando Muslera\Fernando-Muslera;uy URU;GK;tr Galatasaray;33;1986;6.0;0;0.0;0.0;0;153;268;57.1;1;1;100.0;60;60;100.0;92;207;44.4;6;206;32;0;0;0;5;0;0;Matches
432;Yvon Mvogo\Yvon-Mvogo;ch SUI;GK;de RB Leipzig;25;1994;0.3;0;0.0;0.0;0;8;10;80.0;0;0;;7;7;100.0;1;3;33.3;3;5;0;0;0;0;0;0;0;Matches
433;Enoch Mwepu\Enoch-Mwepu;zm ZAM;MF;at RB Salzburg;21;1998;4.5;3;1.0;+2.0;7;202;251;80.5;5;17;29.4;155;180;86.1;42;54;77.8;37;196;1;1;0;0;21;4;0;Matches
434;Joakim Mæhle\Joakim-Maehle;dk DEN;DF;be Genk;22;1997;6.0;0;0.2;-0.2;5;205;276;74.3;3;13;23.1;160;195;82.1;42;68;61.8;22;183;9;0;0;52;6;2;1;Matches
435;Nacho\Nacho;es ESP;DF;es Real Madrid;29;1990;0.5;0;0.0;0.0;0;29;35;82.9;0;0;;27;30;90.0;2;5;40.0;8;20;0;0;0;5;0;1;0;Matches
436;Yuto Nagatomo\Yuto-Nagatomo;jp JPN;DF;tr Galatasaray;32;1986;5.8;0;0.1;-0.1;2;187;239;78.2;5;13;38.5;157;180;87.2;25;46;54.3;58;118;1;0;0;54;10;3;2;Matches
437;Keylor Navas\Keylor-Navas;cr CRC;GK;fr Paris S-G;32;1986;6.0;0;0.0;0.0;0;132;186;71.0;0;1;0.0;69;69;100.0;63;116;54.3;17;134;15;0;0;0;0;0;0;Matches
438;Tanguy Ndombele\Tanguy-Ndombele;fr FRA;MF;eng Tottenham;22;1996;3.8;2;0.9;+1.1;6;209;241;86.7;3;6;50.0;159;176;90.3;47;59;79.7;23;210;5;4;5;1;24;9;1;Matches
439;Dieumerci Ndongala\Dieumerci-Ndongala;cd COD;MFFW;be Genk;28;1991;1.3;2;0.0;+2.0;1;24;38;63.2;0;6;0.0;19;25;76.0;5;7;71.4;5;27;0;0;0;4;5;0;0;Matches
440;David Neres\David-Neres;br BRA;FW;nl Ajax;22;1997;2.0;1;0.1;+0.9;2;70;87;80.5;2;12;16.7;66;73;90.4;2;2;100.0;75;6;0;0;0;1;2;3;0;Matches
441;Neto\Neto;br BRA;GK;es Barcelona;30;1989;1.0;0;0.0;0.0;0;36;50;72.0;1;1;100.0;18;18;100.0;17;31;54.8;0;39;5;0;0;0;0;0;0;Matches
442;Manuel Neuer\Manuel-Neuer;de GER;GK;de Bayern Munich;33;1986;7.0;0;0.0;0.0;0;263;297;88.6;0;0;;128;130;98.5;135;167;80.8;58;202;11;0;0;0;0;0;0;Matches
443;Neymar\Neymar;br BRA;MFFW;fr Paris S-G;27;1992;2.5;2;1.3;+0.7;8;124;178;69.7;4;9;44.4;95;115;82.6;25;54;46.3;19;155;5;3;9;2;21;9;0;Matches
444;Saúl Ñíguez\Saul-Niguez;es ESP;MFDF;es Atlético Madrid;24;1994;7.0;0;0.3;-0.3;5;311;378;82.3;8;21;38.1;260;292;89.0;43;65;66.2;278;51;5;1;0;12;24;7;0;Matches
445;Rasmus Nissen\Rasmus-Nissen;dk DEN;DF;at RB Salzburg;22;1997;5.9;0;0.1;-0.1;3;184;241;76.3;2;7;28.6;150;168;89.3;32;66;48.5;33;145;1;0;0;46;15;5;1;Matches
446;Christopher Nkunku\Christopher-Nkunku;fr FRA;MFFW;de RB Leipzig;21;1997;3.6;0;0.9;-0.9;9;112;149;75.2;3;11;27.3;92;100;92.0;17;38;44.7;11;127;4;1;17;2;13;8;2;Matches
447;Casper de Norre\Casper-de-Norre;be BEL;DF;be Genk;22;1997;2.9;0;0.6;-0.6;5;102;134;76.1;1;6;16.7;88;103;85.4;13;25;52.0;23;79;3;1;0;25;10;3;0;Matches
448;Steven Nzonzi\Steven-Nzonzi;fr FRA;MFDF;tr Galatasaray;30;1988;4.3;0;0.0;0.0;1;261;305;85.6;8;10;80.0;207;235;88.1;46;60;76.7;16;255;6;0;0;0;21;0;0;Matches
449;Jan Oblak\Jan-Oblak;si SVN;GK;es Atlético Madrid;26;1993;7.0;0;0.0;0.0;0;95;158;60.1;0;0;;32;32;100.0;63;126;50.0;5;122;18;0;0;0;2;0;0;Matches
450;Stephen Odey\Stephen-Odey;ng NGA;FW;be Genk;21;1998;0.1;0;0.0;0.0;0;3;3;100.0;1;1;100.0;2;2;100.0;0;0;;0;2;0;0;0;0;0;0;0;Matches
451;Álvaro Odriozola\Alvaro-Odriozola;es ESP;DF;es Real Madrid;23;1995;1.0;1;0.0;+1.0;0;54;59;91.5;2;4;50.0;46;48;95.8;6;7;85.7;4;44;0;0;0;10;1;0;0;Matches
452;David Okereke\David-Okereke;ng NGA;FWDF;be Club Brugge;21;1997;1.9;0;0.0;0.0;1;34;43;79.1;1;3;33.3;26;32;81.3;7;8;87.5;3;36;0;0;0;2;2;1;0;Matches
453;Masaya Okugawa\Masaya-Okugawa;jp JPN;MFFW;at RB Salzburg;23;1996;0.8;0;0.0;0.0;0;12;17;70.6;0;0;;12;15;80.0;0;2;0.0;5;9;0;0;0;0;1;2;0;Matches
454;Peter Olayinka\Peter-Olayinka;ng NGA;FWMF;cz Slavia Prague;23;1995;5.9;0;0.4;-0.4;5;103;144;71.5;2;12;16.7;90;114;78.9;11;18;61.1;25;106;0;0;0;4;5;6;1;Matches
455;Dani Olmo\Dani-Olmo;es ESP;MFFW;hr Dinamo Zagreb;21;1998;6.0;1;0.9;+0.1;6;123;168;73.2;5;14;35.7;97;114;85.1;21;40;52.5;19;137;4;0;8;0;13;5;0;Matches
456;André Onana\Andre-Onana;cm CMR;GK;nl Ajax;23;1996;6.0;0;0.0;0.0;0;146;223;65.5;0;1;0.0;80;80;100.0;66;142;46.5;36;149;18;0;0;0;2;0;0;Matches
457;Jerome Onguene\Jerome-Onguene;cm CMR;DF;at RB Salzburg;21;1997;4.0;0;0.0;0.0;0;152;176;86.4;1;2;50.0;106;120;88.3;45;54;83.3;27;125;5;0;0;0;3;0;0;Matches
458;Paul Onuachu\Paul-Onuachu;ng NGA;FW;be Genk;25;1994;2.4;0;0.6;-0.6;3;41;51;80.4;3;3;100.0;33;40;82.5;5;8;62.5;4;31;0;0;0;0;2;0;0;Matches
459;Loïs Openda\Lois-Openda;be BEL;FW;be Club Brugge;19;2000;1.5;0;0.0;0.0;0;24;27;88.9;1;3;33.3;19;20;95.0;4;4;100.0;3;22;0;0;0;0;0;1;1;Matches
460;Willi Orban\Willi-Orban;hu HUN;DF;de RB Leipzig;26;1992;3.0;0;0.0;0.0;0;178;200;89.0;0;2;0.0;139;149;93.3;39;49;79.6;43;128;5;0;0;1;20;0;0;Matches
461;Divock Origi\Divock-Origi;be BEL;FW;eng Liverpool;24;1995;1.9;0;0.1;-0.1;1;70;86;81.4;0;2;0.0;62;72;86.1;8;12;66.7;11;66;0;0;0;1;2;0;0;Matches
462;Mislav Oršić\Mislav-Orsic;hr CRO;FWMF;hr Dinamo Zagreb;26;1992;5.3;1;0.8;+0.2;5;83;133;62.4;4;8;50.0;66;97;68.0;13;28;46.4;16;105;1;1;6;3;4;2;1;Matches
463;Victor Osimhen\Victor-Osimhen;ng NGA;FW;fr Lille;20;1998;5.0;0;1.1;-1.1;7;65;82;79.3;6;8;75.0;54;65;83.1;5;9;55.6;11;53;0;0;0;2;3;2;0;Matches
464;Yordan Osorio\Yordan-Osorio;ve VEN;DF;ru Zenit;25;1994;3.6;0;0.0;0.0;1;110;146;75.3;1;3;33.3;61;75;81.3;48;68;70.6;11;121;3;0;0;6;9;1;0;Matches
465;David Ospina\David-Ospina;co COL;GK;it Napoli;30;1988;1.0;0;0.0;0.0;0;33;42;78.6;0;0;;23;24;95.8;10;18;55.6;4;36;2;0;0;0;0;0;0;Matches
466;Nicolás Otamendi\Nicolas-Otamendi;ar ARG;DF;eng Manchester City;31;1988;6.2;0;0.0;0.0;0;398;422;94.3;4;4;100.0;259;273;94.9;135;145;93.1;33;369;5;0;0;1;25;0;0;Matches
467;Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain;eng ENG;FWMF;eng Liverpool;25;1993;2.2;0;0.2;-0.2;3;124;151;82.1;3;10;30.0;88;98;89.8;33;43;76.7;22;122;1;0;4;2;10;6;2;Matches
468;Şener Özbayraklı\Sener-Ozbayrakli;tr TUR;DF;tr Galatasaray;29;1990;0.2;0;0.0;0.0;0;13;15;86.7;0;0;;12;13;92.3;1;2;50.0;3;11;0;0;0;1;0;0;0;Matches
469;Magomed Ozdoyev\Magomed-Ozdoyev;ru RUS;MF;ru Zenit;26;1992;5.1;2;0.1;+1.9;5;187;244;76.6;5;11;45.5;137;166;82.5;45;67;67.2;34;181;4;1;1;0;23;4;1;Matches
470;Joseph Paintsil\Joseph-Paintsil;gh GHA;MF;be Genk;21;1998;1.7;0;0.8;-0.8;7;49;59;83.1;2;4;50.0;38;42;90.5;9;13;69.2;4;51;2;1;3;1;5;3;1;Matches
471;Emerson Palmieri\Emerson-Palmieri;it ITA;DF;eng Chelsea;24;1994;1.2;1;0.2;+0.8;1;74;94;78.7;5;7;71.4;62;72;86.1;7;15;46.7;77;1;2;0;4;11;2;0;0;Matches
472;Radovan Pankov\Radovan-Pankov;rs SRB;DF;rs Red Star;23;1995;0.2;0;0.0;0.0;0;8;10;80.0;0;1;0.0;7;7;100.0;1;2;50.0;2;8;1;0;0;0;0;0;0;Matches
473;Leandro Paredes\Leandro-Paredes;ar ARG;MF;fr Paris S-G;25;1994;1.3;0;0.0;0.0;0;127;136;93.4;2;4;50.0;104;107;97.2;21;25;84.0;12;116;3;0;0;1;16;0;0;Matches
474;Daniel Parejo\Daniel-Parejo;es ESP;MF;es Valencia;30;1989;7.0;2;1.3;+0.7;15;424;487;87.1;3;9;33.3;259;274;94.5;162;204;79.4;54;427;43;4;24;0;53;5;0;Matches
475;Thomas Partey\Thomas-Partey;gh GHA;MF;es Atlético Madrid;26;1993;6.8;1;1.1;-0.1;12;401;468;85.7;5;12;41.7;295;325;90.8;101;131;77.1;41;401;11;3;3;1;61;9;0;Matches
476;Mario Pašalić\Mario-Pasalic;hr CRO;MFFW;it Atalanta;24;1995;6.0;2;0.5;+1.5;10;226;277;81.6;7;21;33.3;168;194;86.6;51;62;82.3;60;196;2;2;0;0;19;6;0;Matches
477;Alan Patrick\Alan-Patrick;br BRA;MF;ua Shakhtar;28;1991;5.5;2;1.2;+0.8;8;256;296;86.5;4;9;44.4;197;217;90.8;55;70;78.6;55;236;12;1;3;1;24;4;0;Matches
478;Paulinho\Paulinho;br BRA;FWMF;de Leverkusen;19;2000;0.4;0;0.0;0.0;2;11;13;84.6;1;1;100.0;10;12;83.3;0;0;;3;10;0;0;0;0;1;0;0;Matches
479;Gabriel Paulista\Gabriel-Paulista;br BRA;DF;es Valencia;28;1990;6.0;0;0.0;0.0;0;255;287;88.9;2;5;40.0;161;166;97.0;92;116;79.3;30;240;20;0;0;0;11;0;0;Matches
480;Benjamin Pavard\Benjamin-Pavard;fr FRA;DF;de Bayern Munich;23;1996;7.0;2;0.8;+1.2;5;525;585;89.7;3;11;27.3;427;455;93.8;95;119;79.8;15;507;5;1;1;44;35;3;1;Matches
481;Milan Pavkov\Milan-Pavkov;rs SRB;FW;rs Red Star;25;1994;2.1;0;0.0;0.0;0;17;34;50.0;1;5;20.0;16;24;66.7;0;5;0.0;1;18;0;0;0;0;0;0;0;Matches
482;Pedro\Pedro;es ESP;FWDF;eng Chelsea;32;1987;1.1;0;0.0;0.0;0;47;57;82.5;2;4;50.0;37;40;92.5;8;13;61.5;12;44;0;0;1;0;6;1;1;Matches
483;Carles Pérez\Carles-Perez;es ESP;FW;es Barcelona;21;1998;0.9;0;0.0;0.0;1;21;24;87.5;1;1;100.0;17;20;85.0;3;3;100.0;23;1;0;0;0;0;1;0;0;Matches
484;Dino Perić\Dino-Peric;hr CRO;DF;hr Dinamo Zagreb;25;1994;5.0;0;0.0;0.0;0;130;155;83.9;1;1;100.0;96;109;88.1;33;45;73.3;111;23;3;0;0;1;4;0;0;Matches
485;Ivan Perišić\Ivan-Perisic;hr CRO;FW;de Bayern Munich;30;1989;2.3;3;2.0;+1.0;10;96;123;78.0;1;4;25.0;80;95;84.2;15;24;62.5;42;73;2;2;1;2;5;7;1;Matches
486;Bruno Petković\Bruno-Petkovic;hr CRO;FW;hr Dinamo Zagreb;24;1994;5.2;1;0.4;+0.6;4;103;157;65.6;6;20;30.0;81;114;71.1;16;23;69.6;17;97;2;0;0;0;5;4;0;Matches
487;Njegoš Petrović\Njegos-Petrovic;rs SRB;MF;rs Red Star;20;1999;3.3;0;0.0;0.0;0;79;103;76.7;0;4;0.0;65;79;82.3;14;20;70.0;17;76;1;0;0;1;6;0;0;Matches
488;Jérémy Pied\Jeremy-Pied;fr FRA;DF;fr Lille;30;1989;1.0;0;0.0;0.0;0;26;43;60.5;2;3;66.7;21;31;67.7;3;9;33.3;5;25;0;0;0;12;1;1;0;Matches
489;Gerard Piqué\Gerard-Pique;es ESP;DF;es Barcelona;32;1987;5.0;0;0.3;-0.3;1;370;402;92.0;3;5;60.0;244;258;94.6;123;139;88.5;12;367;8;4;0;0;35;0;0;Matches
490;Łukasz Piszczek\Lukasz-Piszczek;pl POL;DF;de Dortmund;34;1985;3.0;0;0.1;-0.1;1;145;178;81.5;0;3;0.0;114;130;87.7;31;45;68.9;13;139;5;0;0;15;11;0;0;Matches
491;Pizzi\Pizzi;pt POR;MFFW;pt Benfica;29;1989;4.5;2;1.9;+0.1;12;233;294;79.3;7;14;50.0;175;208;84.1;51;72;70.8;43;240;5;2;14;4;26;2;0;Matches
492;Miralem Pjanić\Miralem-Pjanic;ba BIH;MF;it Juventus;29;1990;6.7;0;0.7;-0.7;7;490;569;86.1;7;17;41.2;391;420;93.1;92;132;69.7;47;491;38;3;18;1;40;2;0;Matches
493;Daniel Podence\Daniel-Podence;pt POR;FWMF;gr Olympiacos;23;1995;5.1;0;0.7;-0.7;8;125;176;71.0;3;10;30.0;110;141;78.0;12;25;48.0;24;138;1;1;2;5;6;4;2;Matches
494;Matteo Politano\Matteo-Politano;it ITA;FWDF;it Inter;25;1993;0.7;0;0.2;-0.2;2;22;29;75.9;2;4;50.0;16;20;80.0;4;5;80.0;19;8;0;0;0;1;0;1;0;Matches
495;Matteo Politano\Matteo-Politano;it ITA;MF;it Napoli;25;1993;0.2;0;0.0;0.0;0;1;5;20.0;0;0;;1;2;50.0;0;3;0.0;4;0;0;0;0;1;0;0;0;Matches
496;Marin Pongračić\Marin-Pongracic;hr CRO;DF;at RB Salzburg;21;1997;0.5;0;0.0;0.0;0;13;15;86.7;0;2;0.0;8;8;100.0;5;5;100.0;3;10;0;0;0;1;1;1;0;Matches
497;Yussuf Poulsen\Yussuf-Poulsen;dk DEN;FWMF;de RB Leipzig;25;1994;4.4;1;0.2;+0.8;4;97;131;74.0;7;12;58.3;88;109;80.7;2;10;20.0;26;89;0;0;0;0;1;0;0;Matches
498;Quincy Promes\Quincy-Promes;nl NED;FWMF;nl Ajax;27;1992;4.7;0;0.2;-0.2;6;173;226;76.5;14;22;63.6;144;169;85.2;15;35;42.9;35;172;4;1;13;4;11;6;1;Matches
499;Lukáš Provod\Lukas-Provod;cz CZE;MFFW;cz Slavia Prague;22;1996;0.1;0;0.0;0.0;0;6;11;54.5;0;0;;4;8;50.0;2;3;66.7;4;3;0;0;0;0;1;0;0;Matches
500;Christian Pulisic\Christian-Pulisic;us USA;FW;eng Chelsea;20;1998;3.0;1;1.4;-0.4;9;80;104;76.9;2;7;28.6;66;82;80.5;12;15;80.0;23;73;2;2;2;0;7;7;0;Matches
501;Andriy Pyatov\Andriy-Pyatov;ua UKR;GK;ua Shakhtar;35;1984;6.0;0;0.0;0.0;0;193;242;79.8;0;0;;76;76;100.0;117;166;70.5;9;182;21;0;0;0;4;0;0;Matches
502;Adrien Rabiot\Adrien-Rabiot;fr FRA;MF;it Juventus;24;1995;3.1;0;0.4;-0.4;6;155;183;84.7;5;10;50.0;134;151;88.7;16;22;72.7;126;41;3;0;0;1;12;3;1;Matches
503;Rafael\Rafael;br BRA;DF;fr Lyon;29;1990;0.8;0;0.0;0.0;0;35;48;72.9;1;1;100.0;25;30;83.3;9;17;52.9;7;32;2;0;0;5;5;1;1;Matches
504;Ivan Rakitić\Ivan-Rakitic;hr CRO;MF;es Barcelona;31;1988;2.8;0;0.0;0.0;0;249;281;88.6;6;15;40.0;203;220;92.3;40;46;87.0;26;238;3;0;0;5;25;1;0;Matches
505;Yaroslav Rakitskiy\Yaroslav-Rakitskiy;ua UKR;DF;ru Zenit;29;1989;5.0;0;0.3;-0.3;2;154;196;78.6;0;1;0.0;91;97;93.8;63;98;64.3;156;27;10;0;0;2;13;1;0;Matches
506;André Ramalho\Andre-Ramalho;br BRA;DF;at RB Salzburg;27;1992;2.0;0;0.0;0.0;0;70;83;84.3;1;3;33.3;46;49;93.9;23;31;74.2;17;61;2;0;0;0;2;0;0;Matches
507;Sergio Ramos\Sergio-Ramos;es ESP;DF;es Real Madrid;33;1986;4.9;0;0.0;0.0;0;320;344;93.0;3;7;42.9;224;231;97.0;93;106;87.7;48;280;4;0;0;1;27;2;0;Matches
508;Aaron Ramsey\Aaron-Ramsey;wal WAL;MF;it Juventus;28;1990;1.9;0;0.1;-0.1;3;81;94;86.2;3;10;30.0;72;76;94.7;6;8;75.0;18;74;0;0;0;0;8;3;0;Matches
509;Lazar Ranđelović\Lazar-Randjelovic;rs SRB;FW;gr Olympiacos;21;1997;1.0;0;0.0;0.0;0;12;22;54.5;2;4;50.0;10;15;66.7;0;3;0.0;1;19;0;0;1;0;0;0;0;Matches
510;Jeff Reine-Adélaïde\Jeff-Reine-Adelaide;fr FRA;MFFW;fr Lyon;21;1998;3.1;0;0.1;-0.1;5;132;151;87.4;2;7;28.6;110;119;92.4;20;25;80.0;14;133;1;1;3;1;16;6;1;Matches
511;Francisco Reis Ferreira\Francisco-Reis-Ferreira;pt POR;DF;pt Benfica;22;1997;4.2;0;0.1;-0.1;2;170;189;89.9;1;2;50.0;98;104;94.2;71;83;85.5;29;152;9;0;0;0;13;0;0;Matches
512;Loïc Rémy\Loic-Remy;fr FRA;FW;fr Lille;32;1987;2.3;0;0.0;0.0;0;28;39;71.8;2;2;100.0;24;32;75.0;2;5;40.0;2;25;0;0;0;1;2;0;0;Matches
513;Panagiotis Retsos\Panagiotis-Retsos;gr GRE;DF;de Leverkusen;20;1998;1.1;0;0.0;0.0;0;50;61;82.0;2;3;66.7;41;49;83.7;7;9;77.8;10;35;1;0;0;12;0;1;0;Matches
514;Marco Reus\Marco-Reus;de GER;FWMF;de Dortmund;30;1989;4.0;1;0.8;+0.2;4;109;128;85.2;8;12;66.7;86;98;87.8;15;18;83.3;23;98;4;1;0;0;6;4;1;Matches
515;Giovanni Reyna\Giovanni-Reyna;us USA;FW;de Dortmund;16;2002;0.2;1;0.1;+0.9;1;7;8;87.5;0;0;;7;7;100.0;0;1;0.0;0;8;0;0;0;0;1;0;0;Matches
516;Jander Ribeiro Santana\Jander-Ribeiro-Santana;br BRA;DF;rs Red Star;31;1988;1.6;0;0.0;0.0;0;28;37;75.7;0;0;;20;24;83.3;8;13;61.5;26;3;2;0;0;6;2;1;0;Matches
517;Federico Ricca\Federico-Ricca;uy URU;DF;be Club Brugge;24;1994;3.0;0;0.4;-0.4;2;92;125;73.6;2;8;25.0;80;95;84.2;10;22;45.5;87;8;1;1;0;24;5;4;0;Matches
518;Sergio Rico\Sergio-Rico;es ESP;GK;fr Paris S-G;25;1993;1.0;0;0.0;0.0;0;21;23;91.3;0;0;;16;16;100.0;5;7;71.4;8;11;0;0;0;0;0;0;0;Matches
519;Mats Rits\Mats-Rits;be BEL;MF;be Club Brugge;26;1993;4.4;0;0.1;-0.1;3;115;143;80.4;3;8;37.5;88;101;87.1;24;34;70.6;29;102;6;0;0;1;5;3;0;Matches
520;Sergi Roberto\Sergi-Roberto;es ESP;DF;es Barcelona;27;1992;3.1;0;0.2;-0.2;2;197;222;88.7;3;11;27.3;167;179;93.3;27;32;84.4;19;184;4;0;0;12;13;0;0;Matches
521;Andrew Robertson\Andrew-Robertson;sco SCO;DF;eng Liverpool;25;1994;5.9;0;0.2;-0.2;3;479;553;86.6;6;15;40.0;374;407;91.9;99;131;75.6;463;33;10;0;2;42;49;9;1;Matches
522;Milan Rodić\Milan-Rodic;rs SRB;DF;rs Red Star;28;1991;4.9;0;0.1;-0.1;3;145;206;70.4;1;10;10.0;111;135;82.2;33;61;54.1;138;8;4;0;0;41;10;3;2;Matches
523;Rodri\Rodri;es ESP;MF;eng Manchester City;23;1996;5.0;0;0.0;0.0;2;496;531;93.4;6;7;85.7;367;390;94.1;123;134;91.8;69;444;7;3;0;2;65;8;0;Matches
524;Rodrigo\Rodrigo;es ESP;FW;es Valencia;28;1991;5.0;2;0.6;+1.4;7;150;186;80.6;4;12;33.3;124;137;90.5;22;37;59.5;145;24;1;3;1;0;16;3;0;Matches
525;James Rodríguez\James-Rodriguez;co COL;MF;es Real Madrid;28;1991;0.9;0;0.0;0.0;0;47;55;85.5;0;3;0.0;37;39;94.9;10;13;76.9;52;1;3;0;1;0;4;1;0;Matches
526;Rodrygo\Rodrygo;br BRA;FW;es Real Madrid;18;2001;3.0;2;0.9;+1.1;5;108;131;82.4;5;10;50.0;98;111;88.3;5;10;50.0;11;116;1;0;0;3;8;0;0;Matches
527;Cristiano Ronaldo\Cristiano-Ronaldo;pt POR;FW;it Juventus;34;1985;6.9;1;0.2;+0.8;3;222;271;81.9;3;14;21.4;202;226;89.4;17;31;54.8;48;197;2;1;1;11;19;5;0;Matches
528;Marten de Roon\Marten-de-Roon;nl NED;MF;it Atalanta;28;1991;7.0;1;0.8;+0.2;5;331;395;83.8;3;9;33.3;255;290;87.9;73;96;76.0;43;315;9;0;0;10;37;1;0;Matches
529;Danny Rose\Danny-Rose;eng ENG;DF;eng Tottenham;29;1990;4.0;1;0.7;+0.3;2;174;216;80.6;2;4;50.0;143;163;87.7;29;49;59.2;145;30;7;0;0;30;20;1;0;Matches
530;Antonio Rüdiger\Antonio-Rudiger;de GER;DF;eng Chelsea;26;1993;2.0;0;0.0;0.0;1;99;116;85.3;0;2;0.0;53;60;88.3;46;54;85.2;25;79;2;0;0;1;2;1;0;Matches
531;Daniele Rugani\Daniele-Rugani;it ITA;DF;it Juventus;25;1994;2.0;0;0.0;0.0;0;129;139;92.8;1;2;50.0;96;99;97.0;32;38;84.2;15;119;4;0;0;0;4;0;0;Matches
532;Mário Rui\Mario-Rui;pt POR;DF;it Napoli;28;1991;4.9;0;0.3;-0.3;3;225;303;74.3;2;19;10.5;184;213;86.4;39;71;54.9;218;16;10;0;2;55;13;2;1;Matches
533;Fabián Ruiz Peña\Fabian-Ruiz-Pena;es ESP;MF;it Napoli;23;1996;7.0;0;0.7;-0.7;8;391;460;85.0;10;27;37.0;298;332;89.8;83;101;82.2;399;38;4;1;0;2;26;6;2;Matches
534;Maciej Rybus\Maciej-Rybus;pl POL;DF;ru Loko Moscow;29;1989;5.0;0;0.3;-0.3;5;155;199;77.9;1;8;12.5;121;141;85.8;33;50;66.0;121;29;3;0;0;35;16;4;3;Matches
535;José Sá\Jose-Sa;pt POR;GK;gr Olympiacos;26;1993;6.0;0;0.0;0.0;0;116;213;54.5;1;2;50.0;69;70;98.6;46;141;32.6;13;146;22;1;0;0;2;0;0;Matches
536;Marcel Sabitzer\Marcel-Sabitzer;at AUT;MFFW;de RB Leipzig;25;1994;6.0;2;1.3;+0.7;10;329;428;76.9;10;17;58.8;267;311;85.9;52;100;52.0;66;322;7;0;10;23;27;12;0;Matches
537;Mohamed Salah\Mohamed-Salah;eg EGY;FW;eng Liverpool;27;1992;6.8;2;1.2;+0.8;10;177;238;74.4;4;15;26.7;161;199;80.9;12;24;50.0;178;42;0;4;3;8;9;8;1;Matches
538;Andreas Samaris\Andreas-Samaris;gr GRE;MF;pt Benfica;30;1989;0.1;0;0.0;0.0;0;14;15;93.3;0;0;;12;13;92.3;2;2;100.0;1;13;0;0;0;0;2;0;0;Matches
