"id";"name";"nation";"position";"Squad";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
1;Tammy Abraham\Tammy-Abraham;eng ENG;FW;eng Chelsea;21;1997;7;487;70;77.3;5.4;6;76;1;29;0;1.57;9;8;+1;+0.18;-0.44;11.7;4.4;+7.3;+1.36;+2.36;Matches
2;Antonio Adán\Antonio-Adan;es ESP;GK;es Atletico Madrid;32;1987;0;;;;;0;;0;;7;;;;;;;;;;;;Matches
3;Arijan Ademi\Arijan-Ademi;mk MKD;MFDF;hr Dinamo Zagreb;28;1991;6;518;86;95.9;5.8;6;86;0;;0;1.58;10;12;-2;-0.35;+3.74;6.3;13.5;-7.1;-1.24;+0.39;Matches
4;Adrián\Adrian;es ESP;GK;eng Liverpool;32;1987;2;180;90;28.6;2.0;2;90;0;;5;1.50;4;5;-1;-0.50;-1.70;3.4;3.7;-0.3;-0.15;-1.05;Matches
5;Sergio Agüero\Sergio-Aguero;ar ARG;FW;eng Manchester City;31;1988;3;196;65;31.1;2.2;2;90;1;17;2;2.33;6;1;+5;+2.30;+0.84;6.7;1.8;+4.9;+2.23;+0.58;Matches
6;Manuel Akanji\Manuel-Akanji;ch SUI;DF;de Dortmund;24;1995;6;524;87;83.2;5.8;6;87;0;;1;1.67;8;7;+1;+0.17;+1.02;9.7;8.2;+1.5;+0.25;+1.27;Matches
7;Yunus Akgün\Yunus-Akgun;tr TUR;FW;tr Galatasaray;19;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
8;Sergio Akieme\Sergio-Akieme;es ESP;DF;es Barcelona;21;1997;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
9;David Alaba\David-Alaba;at AUT;DF;de Bayern Munich;27;1992;4;315;79;50.0;3.5;4;79;0;;0;3.00;10;3;+7;+2.00;-1.43;9.2;2.7;+6.5;+1.87;-1.11;Matches
10;Lucas Alario\Lucas-Alario;ar ARG;FW;de Leverkusen;26;1992;5;214;43;39.6;2.4;2;75;3;21;1;0.60;0;3;-3;-1.26;-0.99;2.3;2.2;+0.1;+0.04;+0.60;Matches
11;Jordi Alba\Jordi-Alba;es ESP;DF;es Barcelona;30;1989;3;175;58;27.8;1.9;3;58;0;;0;1.67;2;1;+1;+0.51;-0.28;3.6;2.5;+1.1;+0.54;+0.32;Matches
12;Paco Alcácer\Paco-Alcacer;es ESP;FW;de Dortmund;25;1993;2;113;57;17.9;1.3;1;87;1;26;1;2.00;1;0;+1;+0.80;+0.97;3.3;0.7;+2.6;+2.05;+2.45;Matches
13;Thiago Alcántara\Thiago-Alcantara;es ESP;MF;de Bayern Munich;28;1991;6;495;83;78.6;5.5;5;90;1;45;1;3.00;23;4;+19;+3.45;+3.45;18.8;3.7;+15.0;+2.73;+1.46;Matches
14;Toby Alderweireld\Toby-Alderweireld;be BEL;DF;eng Tottenham;30;1989;5;450;90;71.4;5.0;5;90;0;;1;0.80;9;15;-6;-1.20;-6.20;8.0;9.6;-1.7;-0.33;-2.45;Matches
15;Carles Aleñá\Carles-Alena;es ESP;MF;es Barcelona;21;1998;1;90;90;14.3;1.0;1;90;0;;1;3.00;2;1;+1;+1.00;+0.33;1.2;1.3;-0.1;-0.12;-0.50;Matches
16;Trent Alexander-Arnold\Trent-Alexander-Arnold;eng ENG;DF;eng Liverpool;20;1998;6;462;77;73.3;5.1;5;90;1;12;0;1.67;8;7;+1;+0.19;-1.95;8.8;6.0;+2.7;+0.53;-0.25;Matches
17;Alisson\Alisson;br BRA;GK;eng Liverpool;26;1992;5;450;90;71.4;5.0;5;90;0;;0;2.00;9;4;+5;+1.00;+1.00;8.0;3.5;+4.5;+0.90;+1.05;Matches
18;Bobby Allain\Bobby-Allain;fr FRA;GK;gr Olympiacos;27;1991;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
19;Allan\Allan;br BRA;MF;it Napoli;28;1991;6;445;74;70.6;4.9;5;87;1;10;0;2.00;8;3;+5;+1.01;+0.04;6.5;5.8;+0.7;+0.14;-0.68;Matches
20;Dele Alli\Dele-Alli;eng ENG;MFFW;eng Tottenham;23;1996;6;432;72;68.6;4.8;6;72;0;;0;1.67;16;9;+7;+1.46;+2.82;10.9;6.8;+4.0;+0.84;+1.51;Matches
21;André Almeida\Andre-Almeida;pt POR;DF;pt Benfica;28;1990;1;90;90;16.7;1.0;1;90;0;;2;1.00;2;2;0;0.00;+0.20;0.8;3.4;-2.6;-2.61;-2.83;Matches
22;Marcos Alonso\Marcos-Alonso;es ESP;DF;eng Chelsea;28;1990;5;397;79;63.0;4.4;5;79;0;;0;1.40;4;8;-4;-0.91;-3.22;6.5;5.5;+1.0;+0.23;-1.61;Matches
23;Éder Álvarez Balanta\Eder-Alvarez-Balanta;co COL;MF;be Club Brugge;26;1993;5;284;57;52.6;3.2;3;90;2;7;0;0.40;2;6;-4;-1.27;+0.14;4.1;3.8;+0.3;+0.10;+0.84;Matches
24;Edson Álvarez\Edson-Alvarez;mx MEX;MF;nl Ajax;21;1997;6;377;63;69.8;4.2;4;79;2;32;0;1.86;7;3;+4;+0.95;-0.15;4.8;8.0;-3.2;-0.77;+0.27;Matches
25;Nadiem Amiri\Nadiem-Amiri;de GER;FWMF;de Leverkusen;22;1996;4;237;59;43.9;2.6;2;87;2;32;0;0.75;2;3;-1;-0.38;+0.51;2.3;2.6;-0.4;-0.14;+0.33;Matches
26;Ethan Ampadu\Ethan-Ampadu;wal WAL;DF;de RB Leipzig;18;2000;3;181;60;28.7;2.0;2;73;1;35;1;1.67;1;2;-1;-0.50;-1.10;4.7;1.8;+2.9;+1.45;+0.62;Matches
27;Joachim Andersen\Joachim-Andersen;dk DEN;DF;fr Lyon;23;1996;5;362;72;57.5;4.0;4;88;1;9;2;2.00;7;4;+3;+0.75;+1.42;3.8;7.1;-3.3;-0.82;-1.17;Matches
28;Florin Andone\Florin-Andone;ro ROU;FW;tr Galatasaray;26;1993;3;161;54;29.8;1.8;2;68;1;26;1;0.00;0;5;-5;-2.80;-0.90;1.1;5.3;-4.2;-2.32;-0.33;Matches
29;Benjamin André\Benjamin-Andre;fr FRA;MF;fr Lille;28;1990;5;406;81;75.2;4.5;5;81;0;;0;0.20;3;8;-5;-1.11;+2.25;6.6;5.9;+0.7;+0.15;+1.64;Matches
30;Miguel Ángel Guerrero\Miguel-Angel-Guerrero;es ESP;FW;gr Olympiacos;29;1990;6;314;52;58.1;3.5;3;90;3;15;0;1.55;4;7;-3;-0.86;+0.33;4.5;5.5;-1.1;-0.30;+0.61;Matches
31;Angeliño\Angelino;es ESP;DF;de RB Leipzig;22;1997;1;90;90;14.3;1.0;1;90;0;;0;3.00;1;0;+1;+1.00;+0.83;2.0;0.9;+1.0;+1.03;+0.02;Matches
32;Angeliño\Angelino;es ESP;DF;eng Manchester City;22;1997;1;90;90;14.3;1.0;1;90;0;;3;1.00;1;1;0;0.00;-2.00;1.2;0.6;+0.6;+0.57;-1.47;Matches
33;Marcos Antônio\Marcos-Antonio;br BRA;MF;ua Shakhtar;19;2000;3;25;8;4.6;0.3;0;;3;8;3;0.67;2;1;+1;+3.60;+4.65;1.0;0.5;+0.6;+2.04;+3.23;Matches
34;Houssem Aouar\Houssem-Aouar;fr FRA;FWMF;fr Lyon;21;1998;5;445;89;70.6;4.9;5;89;0;;1;2.00;9;5;+4;+0.81;+2.27;4.7;7.4;-2.7;-0.55;-0.80;Matches
35;Youssef El-Arabi\Youssef-El-Arabi;ma MAR;FW;gr Olympiacos;32;1987;6;277;46;51.3;3.1;3;88;3;4;0;1.44;5;9;-4;-1.30;-0.62;4.9;6.6;-1.7;-0.55;+0.03;Matches
36;Guilherme Arana\Guilherme-Arana;br BRA;DF;it Atalanta;22;1997;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
37;Charles Aránguiz\Charles-Aranguiz;cl CHI;MF;de Leverkusen;30;1989;5;415;83;76.9;4.6;5;83;0;;0;1.20;5;6;-1;-0.22;+1.94;4.4;5.3;-0.9;-0.20;+0.53;Matches
38;Luiz Araújo\Luiz-Araujo;br BRA;FWMF;fr Lille;23;1996;6;277;46;51.3;3.1;3;74;3;18;0;0.17;2;7;-5;-1.62;+0.09;2.8;4.2;-1.3;-0.44;-0.37;Matches
39;Ronald Araújo\Ronald-Araujo;uy URU;DF;es Barcelona;20;1999;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
40;Alphonse Areola\Alphonse-Areola;fr FRA;GK;es Real Madrid;26;1993;2;135;68;21.4;1.5;1;90;1;45;5;2.00;5;1;+4;+2.67;+2.30;2.5;1.8;+0.7;+0.48;-0.30;Matches
41;Santiago Arias\Santiago-Arias;co COL;DF;es Atletico Madrid;27;1992;2;180;90;28.6;2.0;2;90;0;;4;1.50;3;2;+1;+0.50;+0.10;4.5;1.5;+3.0;+1.52;+0.62;Matches
42;Kepa Arrizabalaga\Kepa-Arrizabalaga;es ESP;GK;eng Chelsea;24;1994;6;540;90;85.7;6.0;6;90;0;;1;1.83;11;9;+2;+0.33;+0.33;14.1;5.4;+8.7;+1.45;+4.41;Matches
43;Kwadwo Asamoah\Kwadwo-Asamoah;gh GHA;DF;it Inter;30;1988;3;260;87;48.1;2.9;3;87;0;;0;1.33;3;3;0;0.00;-0.32;2.9;2.5;+0.4;+0.14;-0.08;Matches
44;Majeed Ashimeru\Majeed-Ashimeru;gh GHA;MFFW;at RB Salzburg;21;1997;4;63;16;11.7;0.7;0;;4;16;2;0.25;1;1;0;0.00;-0.57;0.4;1.0;-0.6;-0.89;-1.31;Matches
45;Iyayi Atiemwen\Iyayi-Atiemwen;ng NGA;FW;hr Dinamo Zagreb;23;1996;1;6;6;1.1;0.1;0;;1;6;2;1.33;0;1;-1;-15.00;-14.66;0.0;0.6;-0.6;-9.68;-8.51;Matches
46;Serge Aurier\Serge-Aurier;ci CIV;DF;eng Tottenham;26;1992;4;360;90;57.1;4.0;4;90;0;;0;1.50;11;10;+1;+0.25;-0.75;8.7;5.7;+3.0;+0.76;+0.91;Matches
47;Brandon Austin\Brandon-Austin;eng ENG;GK;eng Tottenham;20;1999;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
48;Sardar Azmoun\Sardar-Azmoun;ir IRN;FW;ru Zenit;24;1995;6;466;78;86.3;5.2;6;78;0;;0;1.17;6;7;-1;-0.19;+1.02;5.3;6.0;-0.7;-0.13;+1.81;Matches
49;César Azpilicueta\Cesar-Azpilicueta;es ESP;DF;eng Chelsea;29;1989;7;613;88;97.3;6.8;7;88;0;;0;1.57;11;11;0;0.00;-10.59;14.5;7.9;+6.7;+0.98;+5.79;Matches
50;Ryan Babel\Ryan-Babel;nl NED;FW;tr Galatasaray;32;1986;4;334;84;61.9;3.7;4;84;0;;0;0.25;0;8;-8;-2.16;+0.03;2.3;9.9;-7.6;-2.05;+0.11;Matches
51;Srđan Babić\Srdjan-Babic;rs SRB;DF;rs Red Star;23;1996;0;;;;;0;;0;;2;1.75;;;;;;;;;;;Matches
52;Leon Bailey\Leon-Bailey;jm JAM;FWMF;de Leverkusen;21;1997;3;114;38;21.1;1.3;2;45;1;24;0;1.00;2;4;-2;-1.58;-1.16;0.8;2.9;-2.1;-1.65;-1.68;Matches
53;Gareth Bale\Gareth-Bale;wal WAL;FW;es Real Madrid;30;1989;3;115;38;18.3;1.3;1;79;2;18;1;0.33;1;6;-5;-3.91;-5.84;1.7;3.4;-1.8;-1.38;-2.56;Matches
54;Leonardo Balerdi\Leonardo-Balerdi;ar ARG;DF;de Dortmund;20;1999;1;7;7;1.1;0.1;0;;1;7;0;3.00;0;0;0;0.00;0.00;0.0;0.3;-0.3;-3.80;-3.88;Matches
55;Jonathan Bamba\Jonathan-Bamba;fr FRA;FWMF;fr Lille;23;1996;6;280;47;51.9;3.1;3;84;3;9;0;0.17;3;8;-5;-1.61;+0.12;4.7;4.6;+0.1;+0.05;+0.63;Matches
56;Nicolò Barella\Nicolo-Barella;it ITA;MF;it Inter;22;1997;4;289;72;53.5;3.2;3;90;1;19;0;1.00;6;5;+1;+0.31;+0.31;4.4;4.4;+0.1;+0.03;-0.33;Matches
57;Dmitri Barinov\Dmitri-Barinov;ru RUS;MF;ru Loko Moscow;22;1996;5;450;90;83.3;5.0;5;90;0;;0;0.60;4;9;-5;-1.00;+1.00;5.6;10.0;-4.5;-0.90;+1.80;Matches
58;Ross Barkley\Ross-Barkley;eng ENG;FWMF;eng Chelsea;25;1993;2;71;36;11.3;0.8;1;61;1;10;1;0.00;0;2;-2;-2.54;-3.18;1.3;2.2;-0.9;-1.17;-2.24;Matches
59;Wílmar Barrios\Wilmar-Barrios;co COL;MF;ru Zenit;25;1993;6;540;90;100.0;6.0;6;90;0;;0;1.17;7;9;-2;-0.33;;6.1;8.4;-2.3;-0.38;;Matches
60;Musa Barrow\Musa-Barrow;gm GAM;FW;it Atalanta;20;1998;1;2;2;0.3;0.0;0;;1;2;4;0.00;0;0;0;0.00;+0.57;0.1;0.0;+0.1;+6.05;+5.84;Matches
61;Alessandro Bastoni\Alessandro-Bastoni;it ITA;DF;it Inter;20;1999;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
62;Michy Batshuayi\Michy-Batshuayi;be BEL;FW;eng Chelsea;25;1993;4;85;21;13.5;0.9;0;;4;21;2;2.00;2;2;0;0.00;-0.33;3.1;2.3;+0.8;+0.85;+0.03;Matches
63;Julian Baumgartlinger\Julian-Baumgartlinger;at AUT;MF;de Leverkusen;31;1988;6;345;58;63.9;3.8;3;84;3;31;0;1.00;2;9;-7;-1.83;-3.21;3.2;5.2;-2.1;-0.54;-0.59;Matches
64;Emin Bayram\Emin-Bayram;tr TUR;DF;tr Galatasaray;16;2003;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
65;Ömer Bayram\Omer-Bayram;tr TUR;FWMF;tr Galatasaray;28;1991;5;251;50;46.5;2.8;2;85;3;27;1;0.20;1;7;-6;-2.15;+0.03;1.3;7.7;-6.5;-2.32;-0.42;Matches
66;Donny van de Beek\Donny-van-de-Beek;nl NED;MF;nl Ajax;22;1997;5;448;90;83.0;5.0;5;90;0;;0;1.50;9;6;+3;+0.60;-2.33;5.1;10.0;-4.9;-0.99;-0.79;Matches
67;Younès Belhanda\Younes-Belhanda;ma MAR;MF;tr Galatasaray;29;1990;4;306;77;56.7;3.4;4;77;0;;1;0.25;1;7;-6;-1.76;+0.93;1.8;9.7;-7.8;-2.31;-0.50;Matches
68;Karim Bellarabi\Karim-Bellarabi;de GER;FWMF;de Leverkusen;29;1990;5;413;83;76.5;4.6;5;83;0;;0;1.20;5;4;+1;+0.22;+3.76;4.1;4.3;-0.3;-0.06;+1.14;Matches
69;Lars Bender\Lars-Bender;de GER;DF;de Leverkusen;30;1989;4;270;68;50.0;3.0;3;90;1;0;0;0.75;1;5;-4;-1.33;-1.33;2.9;2.5;+0.4;+0.12;+0.89;Matches
70;Sven Bender\Sven-Bender;de GER;DF;de Leverkusen;30;1989;6;540;90;100.0;6.0;6;90;0;;0;1.00;5;9;-4;-0.67;;5.1;7.1;-2.0;-0.33;;Matches
71;Rodrigo Bentancur\Rodrigo-Bentancur;uy URU;MF;it Juventus;22;1997;6;329;55;52.2;3.7;3;89;3;21;0;2.17;5;4;+1;+0.27;-1.82;5.5;4.3;+1.2;+0.33;+0.12;Matches
72;Karim Benzema\Karim-Benzema;fr FRA;FW;es Real Madrid;31;1987;7;553;79;87.8;6.1;6;90;1;13;0;1.57;13;9;+4;+0.65;-1.69;13.8;9.2;+4.6;+0.75;+0.27;Matches
73;Yassine Benzia\Yassine-Benzia;dz ALG;MF;gr Olympiacos;24;1994;3;77;26;14.3;0.9;1;56;2;11;2;1.33;1;0;+1;+1.17;+2.53;0.7;0.7;+0.1;+0.08;+0.75;Matches
74;Sander Berge\Sander-Berge;no NOR;MF;be Genk;21;1998;6;540;90;100.0;6.0;6;90;0;;0;0.17;5;20;-15;-2.50;;6.4;15.1;-8.7;-1.45;;Matches
75;Steven Bergwijn\Steven-Bergwijn;nl NED;MFFW;eng Tottenham;21;1997;1;90;90;14.3;1.0;1;90;0;;0;0.00;0;1;-1;-1.00;-1.83;0.9;2.0;-1.0;-1.03;-1.63;Matches
76;Federico Bernardeschi\Federico-Bernardeschi;it ITA;MF;it Juventus;25;1994;5;192;38;30.5;2.1;2;72;3;16;1;2.40;2;0;+2;+0.94;-0.30;2.1;1.6;+0.5;+0.25;-0.02;Matches
77;Juan Bernat\Juan-Bernat;es ESP;DF;fr Paris S-G;26;1993;6;525;88;83.3;5.8;6;88;0;;0;2.67;16;2;+14;+2.40;+1.54;13.3;6.5;+6.8;+1.16;-0.13;Matches
78;Antoine Bernede\Antoine-Bernede;fr FRA;MF;at RB Salzburg;20;1999;1;90;90;16.7;1.0;1;90;0;;0;3.00;6;2;+4;+4.00;+4.20;3.4;0.8;+2.6;+2.64;+2.85;Matches
79;Cristiano Biraghi\Cristiano-Biraghi;it ITA;DF;it Inter;26;1992;4;221;55;40.9;2.5;3;70;1;10;1;1.50;5;4;+1;+0.41;+0.41;4.3;4.4;0.0;-0.02;-0.33;Matches
80;Daley Blind\Daley-Blind;nl NED;DF;nl Ajax;29;1990;5;427;85;79.1;4.7;5;85;0;;0;1.67;10;4;+6;+1.26;+1.26;4.9;9.2;-4.3;-0.91;-0.24;Matches
81;Richmond Boakye\Richmond-Boakye;gh GHA;FW;rs Red Star;26;1993;5;186;37;34.4;2.1;1;90;4;24;0;1.23;3;10;-7;-3.39;-0.84;1.0;8.5;-7.4;-3.59;-1.86;Matches
82;Jérôme Boateng\Jerome-Boateng;de GER;DF;de Bayern Munich;30;1988;5;373;75;59.2;4.1;4;86;1;31;2;3.00;18;4;+14;+3.38;+1.63;13.6;4.1;+9.5;+2.29;-0.32;Matches
83;Serhiy Bolbat\Serhiy-Bolbat;ua UKR;DF;ua Shakhtar;26;1993;3;246;82;45.6;2.7;3;82;0;;2;1.33;2;6;-4;-1.46;-1.16;2.3;6.9;-4.6;-1.68;-1.17;Matches
84;Valerii Bondar\Valerii-Bondar;ua UKR;DF;ua Shakhtar;20;1999;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
85;Theo Bongonda\Theo-Bongonda;be BEL;MFFW;be Genk;23;1995;6;257;43;47.6;2.9;2;78;4;26;0;0.17;2;6;-4;-1.40;+2.10;3.9;6.7;-2.9;-1.01;+0.84;Matches
86;Leonardo Bonucci\Leonardo-Bonucci;it ITA;DF;it Juventus;32;1987;6;540;90;85.7;6.0;6;90;0;;1;2.17;10;5;+5;+0.83;-2.17;8.9;7.2;+1.6;+0.27;+0.02;Matches
87;Neto Borges\Neto-Borges;br BRA;DF;be Genk;22;1996;1;8;8;1.5;0.1;0;;1;8;1;0.00;0;0;0;0.00;+2.54;0.2;0.0;+0.2;+1.97;+3.47;Matches
88;Jan Bořil\Jan-Boril;cz CZE;DF;cz Slavia Prague;28;1991;6;540;90;100.0;6.0;6;90;0;;0;1.00;4;10;-6;-1.00;;7.8;11.4;-3.6;-0.61;;Matches
89;Milan Borjan\Milan-Borjan;ca CAN;GK;rs Red Star;31;1987;6;540;90;100.0;6.0;6;90;0;;0;1.14;3;20;-17;-2.83;;4.1;18.3;-14.2;-2.37;;Matches
90;Andreas Bouchalakis\Andreas-Bouchalakis;gr GRE;MF;gr Olympiacos;26;1993;6;484;81;89.6;5.4;6;81;0;;0;1.67;7;11;-4;-0.74;+2.47;7.4;9.9;-2.5;-0.46;+0.97;Matches
91;Domagoj Bradarić\Domagoj-Bradaric;hr CRO;DF;fr Lille;19;1999;3;270;90;50.0;3.0;3;90;0;;3;0.33;2;8;-6;-2.00;-0.67;4.9;4.0;+0.9;+0.30;+1.12;Matches
92;Julian Brandt\Julian-Brandt;de GER;MFFW;de Dortmund;23;1996;6;467;78;74.1;5.2;5;90;1;17;0;1.67;8;8;0;0.00;0.00;7.8;8.8;-1.0;-0.19;-0.89;Matches
93;Erling Braut Håland\Erling-Braut-Haland;no NOR;FW;at RB Salzburg;19;2000;6;374;62;69.3;4.2;4;78;2;31;0;1.17;12;10;+2;+0.48;-0.06;9.6;6.9;+2.7;+0.64;+1.23;Matches
94;Erling Braut Håland\Erling-Braut-Haland;no NOR;FW;de Dortmund;19;2000;1;90;90;14.3;1.0;1;90;0;;0;3.00;2;1;+1;+1.00;+1.17;1.3;1.5;-0.3;-0.26;-0.35;Matches
95;Claudio Bravo\Claudio-Bravo;cl CHI;GK;eng Manchester City;36;1983;2;125;63;19.8;1.4;1;90;1;35;4;2.00;4;2;+2;+1.44;-0.34;2.6;0.8;+1.8;+1.32;-0.64;Matches
96;Rhian Brewster\Rhian-Brewster;eng ENG;FW;eng Liverpool;19;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
97;Marcelo Brozović\Marcelo-Brozovic;hr CRO;MF;it Inter;26;1992;6;521;87;96.5;5.8;6;87;0;;0;1.17;9;9;0;0.00;-4.74;8.9;7.9;+1.0;+0.17;-0.28;Matches
98;Jacob Bruun Larsen\Jacob-Bruun-Larsen;dk DEN;FW;de Dortmund;20;1998;2;19;10;3.0;0.2;0;;2;10;1;0.50;0;1;-1;-4.74;-4.88;0.2;1.2;-1.0;-4.69;-4.87;Matches
99;Gianluigi Buffon\Gianluigi-Buffon;it ITA;GK;it Juventus;41;1978;1;90;90;14.3;1.0;1;90;0;;6;3.00;2;0;+2;+2.00;+1.00;1.2;0.9;+0.3;+0.26;-0.02;Matches
100;Mick van Buren\Mick-van-Buren;nl NED;FW;cz Slavia Prague;26;1992;2;45;23;8.3;0.5;0;;2;23;2;1.00;0;1;-1;-2.00;-1.09;0.7;0.7;+0.1;+0.16;+0.84;Matches
101;Roman Bürki\Roman-Burki;ch SUI;GK;de Dortmund;28;1990;7;630;90;100.0;7.0;7;90;0;;0;1.86;10;9;+1;+0.14;;11.1;10.8;+0.3;+0.04;;Matches
102;Sergio Busquets\Sergio-Busquets;es ESP;MF;es Barcelona;31;1988;6;439;73;69.7;4.9;6;73;0;;1;2.00;6;4;+2;+0.41;-1.00;8.0;5.5;+2.5;+0.51;+0.65;Matches
103;Bohdan Butko\Bohdan-Butko;ua UKR;DF;ua Shakhtar;28;1991;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
104;Adem Büyük\Adem-Buyuk;tr TUR;FW;tr Galatasaray;31;1987;2;92;46;17.0;1.0;1;90;1;2;3;0.50;1;2;-1;-0.98;+1.43;0.5;1.6;-1.2;-1.13;+1.17;Matches
105;Willy Caballero\Willy-Caballero;ar ARG;GK;eng Chelsea;37;1981;1;90;90;14.3;1.0;1;90;0;;6;0.00;0;3;-3;-3.00;-3.83;0.5;3.5;-3.0;-2.96;-4.41;Matches
106;Mattia Caldara\Mattia-Caldara;it ITA;DF;it Atalanta;25;1994;1;75;75;11.9;0.8;1;75;0;;0;3.00;4;1;+3;+3.60;+4.74;1.4;1.7;-0.3;-0.33;-0.64;Matches
107;José Callejón\Jose-Callejon;es ESP;MF;it Napoli;32;1987;6;503;84;79.8;5.6;6;84;0;;1;2.00;11;4;+7;+1.25;+1.25;10.4;6.8;+3.6;+0.64;+1.46;Matches
108;Mohamed Camara\Mohamed-Camara;gn GUI;MF;gr Olympiacos;22;1997;5;418;84;77.4;4.6;5;84;0;;1;1.73;5;11;-6;-1.29;-1.29;4.4;9.1;-4.7;-1.01;-2.01;Matches
109;Emre Can\Emre-Can;de GER;MF;de Dortmund;25;1994;1;90;90;14.3;1.0;1;90;0;;0;3.00;2;1;+1;+1.00;+1.17;1.3;1.5;-0.3;-0.26;-0.35;Matches
110;José Cañas\Jose-Canas;es ESP;MF;rs Red Star;32;1987;5;314;63;58.1;3.5;4;72;1;28;0;0.91;1;12;-11;-3.15;-0.76;1.4;9.4;-8.0;-2.30;+0.18;Matches
111;João Cancelo\Joao-Cancelo;pt POR;DF;eng Manchester City;25;1994;6;388;65;61.6;4.3;4;90;2;14;1;2.33;8;3;+5;+1.16;-1.44;9.5;2.2;+7.3;+1.69;-0.37;Matches
112;Antonio Candreva\Antonio-Candreva;it ITA;DF;it Inter;32;1987;5;390;78;72.2;4.3;5;78;0;;1;1.40;8;5;+3;+0.69;+1.89;7.5;5.6;+1.8;+0.42;+0.87;Matches
113;Maxence Caqueret\Maxence-Caqueret;fr FRA;MF;fr Lyon;19;2000;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
114;Carlos\Carlos;br BRA;FW;pt Benfica;24;1995;5;322;64;59.6;3.6;3;87;2;31;0;1.40;8;6;+2;+0.56;+1.80;5.0;5.1;-0.2;-0.05;+0.50;Matches
