"id";"name";"nation";"position";"team";"age";"born";"MP";"Min";"Mn/MP";"Min%";"90s";"Starts";"Mn/Start";"Subs";"Mn/Sub";"unSub";"PPM";"onG";"onGA";"+/-";"+/-90";"On-Off";"onxG";"onxGA";"xG+/-";"xG+/-90";"On-Off-ex";"Matches"
386;Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel;fr FRA;DF;Mainz 05;21;1998;7;533;76;24.7;5.9;7;76;0;;12;0.43;4;22;-18;-3.04;-2.98;5.5;12.6;-7.2;-1.21;-1.16;Matches
387;Łukasz Piszczek\Lukasz-Piszczek;pl POL;DF;Dortmund;34;1985;19;1276;67;59.1;14.2;15;80;4;18;4;2.16;39;17;+22;+1.55;+0.33;27.6;16.0;+11.6;+0.82;+0.50;Matches
388;Claudio Pizarro\Claudio-Pizarro;pe PER;FWMF;Werder Bremen;40;1978;14;200;14;9.7;2.2;0;;14;14;8;0.79;2;3;-1;-0.45;+0.85;3.4;3.9;-0.5;-0.23;+0.12;Matches
389;Marvin Plattenhardt\Marvin-Plattenhardt;de GER;DF;Hertha BSC;27;1992;9;810;90;37.5;9.0;9;90;0;;12;1.22;9;15;-6;-0.67;0.00;10.9;14.3;-3.4;-0.38;+0.04;Matches
390;Alassane Pléa\Alassane-Plea;fr FRA;FW;M'gladbach;26;1993;20;1543;77;74.5;17.1;18;83;2;26;0;1.85;28;17;+11;+0.64;-0.72;31.0;23.1;+7.9;+0.46;-0.57;Matches
391;Thomas Pledl\Thomas-Pledl;de GER;DFFW;Düsseldorf;25;1994;4;69;17;3.2;0.8;0;;4;17;10;1.00;0;3;-3;-3.91;-3.05;0.9;2.2;-1.3;-1.75;-0.89;Matches
392;Luca Plogmann\Luca-Plogmann;de GER;GK;Werder Bremen;19;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
393;Joel Pohjanpalo\Joel-Pohjanpalo;fi FIN;MF;Leverkusen;24;1994;1;1;1;0.0;0.0;0;;1;1;7;1.00;0;0;0;0.00;-0.46;0.0;0.0;0.0;-3.11;-3.50;Matches
394;Sebastian Polter\Sebastian-Polter;de GER;FW;Union Berlin;28;1991;11;271;25;12.5;3.0;2;70;9;15;11;0.91;9;3;+6;+1.99;+2.61;6.4;7.1;-0.7;-0.24;+0.25;Matches
395;Marin Pongračić\Marin-Pongracic;hr CRO;DF;Wolfsburg;21;1997;2;137;69;6.3;1.5;2;69;0;;0;2.00;4;3;+1;+0.66;+0.52;2.2;1.3;+0.9;+0.57;+0.21;Matches
396;Stefan Posch\Stefan-Posch;at AUT;DF;Hoffenheim;22;1997;18;1499;83;69.4;16.7;18;83;0;;4;1.33;20;24;-4;-0.24;+0.30;21.4;23.4;-2.1;-0.12;+0.50;Matches
397;Andreas Poulsen\Andreas-Poulsen;dk DEN;DF;M'gladbach;19;1999;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
398;Yussuf Poulsen\Yussuf-Poulsen;dk DEN;FW;RB Leipzig;25;1994;19;977;51;45.2;10.9;9;83;10;23;2;1.79;36;15;+21;+1.93;+0.79;26.6;12.3;+14.3;+1.32;+0.54;Matches
399;Kai Pröger\Kai-Proger;de GER;MFFW;Paderborn 07;27;1992;23;1749;76;77.7;19.4;19;88;4;20;2;0.65;26;41;-15;-0.77;+0.84;23.4;37.6;-14.2;-0.73;+0.18;Matches
400;Grischa Prömel\Grischa-Promel;de GER;MF;Union Berlin;24;1995;7;272;39;12.6;3.0;2;90;5;18;0;1.14;3;11;-8;-2.65;-2.69;3.2;7.8;-4.6;-1.53;-1.22;Matches
401;Robin Quaison\Robin-Quaison;se SWE;FWMF;Mainz 05;25;1993;23;1898;83;87.9;21.1;22;85;1;19;1;1.09;29;43;-14;-0.66;+1.05;28.4;33.4;-5.0;-0.24;+0.84;Matches
402;Raffael\Raffael;br BRA;MF;M'gladbach;34;1985;6;48;8;2.3;0.5;0;;6;8;14;1.83;3;1;+2;+3.75;+2.99;2.1;0.9;+1.2;+2.24;+1.68;Matches
403;Benito Raman\Benito-Raman;be BEL;FW;Schalke 04;24;1994;17;1280;75;59.3;14.2;16;79;1;20;4;1.47;16;21;-5;-0.35;-0.56;14.3;21.2;-6.9;-0.48;-0.43;Matches
404;Nicolai Rapp\Nicolai-Rapp;de GER;DF;Union Berlin;22;1996;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
405;Tobias Raschl\Tobias-Raschl;de GER;MF;Dortmund;19;2000;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
406;Milot Rashica\Milot-Rashica;xk KVX;FWMF;Werder Bremen;23;1996;19;1647;87;79.6;18.3;19;87;0;;1;0.58;18;43;-25;-1.37;-0.73;19.5;29.6;-10.1;-0.55;-1.01;Matches
407;Michael Ratajczak\Michael-Ratajczak;de GER;GK;Paderborn 07;37;1982;0;;;;;0;;0;;3;;;;;;;;;;;;Matches
408;Yoric Ravet\Yoric-Ravet;fr FRA;FWMF;Freiburg;29;1989;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
409;Ante Rebić\Ante-Rebic;hr CRO;FW;Eint Frankfurt;25;1993;1;90;90;4.3;1.0;1;90;0;;0;3.00;1;0;+1;+1.00;+1.00;1.2;0.6;+0.6;+0.60;+0.53;Matches
410;Daishawn Redan\Daishawn-Redan;nl NED;FW;Hertha BSC;18;2001;1;20;20;0.9;0.2;0;;1;20;1;0.00;0;2;-2;-9.00;-8.41;0.3;0.2;+0.1;+0.34;+0.76;Matches
411;Fabian Reese\Fabian-Reese;de GER;FW;Schalke 04;21;1997;2;86;43;4.0;1.0;1;70;1;16;8;1.00;1;0;+1;+1.05;+1.22;1.3;2.1;-0.9;-0.92;-0.64;Matches
412;Ken Reichel\Ken-Reichel;de GER;DF;Union Berlin;32;1986;2;131;66;6.1;1.5;1;90;1;41;11;0.00;1;2;-1;-0.69;-0.42;0.9;2.8;-1.9;-1.32;-0.92;Matches
413;Karim Rekik\Karim-Rekik;nl NED;DF;Hertha BSC;24;1994;14;1260;90;58.3;14.0;14;90;0;;7;1.00;17;29;-12;-0.86;-0.46;16.1;21.5;-5.4;-0.38;+0.05;Matches
414;Michael Rensing\Michael-Rensing;de GER;GK;Düsseldorf;35;1984;0;;;;;0;;0;;4;;;;;;;;;;;;Matches
415;Panagiotis Retsos\Panagiotis-Retsos;gr GRE;DF;Leverkusen;20;1998;3;114;38;5.3;1.3;1;45;2;35;15;1.00;0;3;-3;-2.37;-2.98;0.5;2.9;-2.4;-1.90;-2.41;Matches
416;Marco Reus\Marco-Reus;de GER;MFFW;Dortmund;30;1989;19;1502;79;69.5;16.7;18;82;1;29;0;2.05;47;24;+23;+1.38;-0.13;33.8;20.9;+12.9;+0.77;+0.52;Matches
417;Elvis Rexhbeçaj\Elvis-Rexhbecaj;de GER;MF;Wolfsburg;21;1997;0;;;;;0;;0;;12;;;;;;;;;;;;Matches
418;Elvis Rexhbeçaj\Elvis-Rexhbecaj;de GER;MF;Köln;21;1997;4;206;52;9.5;2.3;2;90;2;13;2;2.25;8;1;+7;+3.06;+3.61;4.0;1.9;+2.1;+0.92;+0.99;Matches
419;Giovanni Reyna\Giovanni-Reyna;us USA;MFFW;Dortmund;16;2002;7;114;16;5.3;1.3;0;;7;16;1;2.57;2;2;0;0.00;-1.50;2.1;1.4;+0.8;+0.63;+0.01;Matches
420;Marco Richter\Marco-Richter;de GER;MFFW;Augsburg;21;1997;21;1559;74;72.2;17.3;18;83;3;25;1;1.24;28;32;-4;-0.23;+1.27;23.6;27.9;-4.3;-0.25;0.00;Matches
421;Tim Rieder\Tim-Rieder;de GER;DF;Augsburg;25;1993;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
422;Marcel Risse\Marcel-Risse;de GER;MFFW;Köln;29;1989;6;127;21;5.9;1.4;0;;6;21;12;1.67;4;1;+3;+2.13;+2.48;2.7;2.0;+0.7;+0.49;+0.48;Matches
423;Marlon Ritter\Marlon-Ritter;de GER;MFFW;Paderborn 07;24;1994;4;72;18;3.2;0.8;0;;4;18;10;0.00;1;1;0;0.00;+0.99;1.7;2.1;-0.4;-0.54;+0.25;Matches
424;Sebastian Rode\Sebastian-Rode;de GER;MF;Eint Frankfurt;28;1990;19;1152;61;55.7;12.8;15;70;4;24;1;1.26;23;20;+3;+0.23;+0.43;19.2;18.1;+1.1;+0.09;0.00;Matches
425;Jérôme Roussillon\Jerome-Roussillon;fr FRA;DF;Wolfsburg;26;1993;20;1761;88;81.5;19.6;20;88;0;;1;1.35;25;26;-1;-0.05;-1.18;25.9;22.0;+3.9;+0.20;-0.93;Matches
426;Sebastian Rudy\Sebastian-Rudy;de GER;MFDF;Hoffenheim;29;1990;23;2017;88;93.4;22.4;23;88;0;;0;1.48;32;37;-5;-0.22;+1.67;30.3;34.5;-4.2;-0.19;+1.33;Matches
427;Lukas Rupp\Lukas-Rupp;de GER;MFFW;Hoffenheim;28;1991;7;341;49;15.8;3.8;4;64;3;28;8;1.71;7;6;+1;+0.26;+0.71;5.7;4.0;+1.8;+0.47;+0.88;Matches
428;Stefano Russo\Stefano-Russo;de GER;DF;Augsburg;19;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
429;Julian Ryerson\Julian-Ryerson;no NOR;DF;Union Berlin;21;1997;10;231;23;10.7;2.6;2;90;8;6;9;1.90;4;6;-2;-0.78;-0.55;4.8;6.2;-1.4;-0.54;-0.09;Matches
430;Frederik Rønnow\Frederik-Ronnow;dk DEN;GK;Eint Frankfurt;26;1992;8;720;90;34.8;8.0;8;90;0;;10;1.00;15;13;+2;+0.25;+0.32;14.2;11.4;+2.8;+0.35;+0.40;Matches
431;João Victor Santos Sá\Joao-Victor-Santos-Sa;br BRA;FWMF;Wolfsburg;25;1994;22;1151;52;53.3;12.8;13;81;9;12;2;1.41;13;15;-2;-0.16;-0.69;16.7;14.4;+2.3;+0.18;-0.41;Matches
432;Abdelhamid Sabiri\Abdelhamid-Sabiri;de GER;MF;Paderborn 07;22;1996;16;781;49;34.7;8.7;7;78;9;26;5;0.75;10;16;-6;-0.69;+0.41;11.1;14.2;-3.1;-0.36;+0.63;Matches
433;Marcel Sabitzer\Marcel-Sabitzer;at AUT;MFFW;RB Leipzig;25;1994;24;1957;82;90.6;21.7;23;84;1;25;0;2.04;58;21;+37;+1.70;+2.14;45.4;22.3;+23.1;+1.06;+0.36;Matches
434;Nuri Şahin\Nuri-Sahin;tr TUR;MF;Werder Bremen;30;1988;16;1257;79;60.7;14.0;16;79;0;;6;0.88;20;33;-13;-0.93;+0.73;18.9;22.5;-3.6;-0.26;+0.22;Matches
435;Roland Sallai\Roland-Sallai;hu HUN;FWMF;Freiburg;22;1997;11;522;47;24.2;5.8;5;76;6;24;11;0.82;4;8;-4;-0.69;-0.74;5.6;10.1;-4.5;-0.77;-0.32;Matches
436;Lazar Samardzic\Lazar-Samardzic;de GER;MF;Hertha BSC;17;2002;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
437;Diadie Samassékou\Diadie-Samassekou;ml MLI;MF;Hoffenheim;23;1996;13;699;54;32.4;7.8;9;73;4;11;4;1.15;8;18;-10;-1.29;-1.41;11.5;19.3;-7.9;-1.01;-1.09;Matches
438;Renato Sanches\Renato-Sanches;pt POR;MF;Bayern Munich;21;1997;1;5;5;0.2;0.1;0;;1;5;0;1.00;0;0;0;0.00;-1.88;0.2;0.0;+0.2;+3.92;+2.43;Matches
439;Jadon Sancho\Jadon-Sancho;eng ENG;FWMF;Dortmund;19;2000;22;1783;81;82.5;19.8;21;84;1;27;1;1.91;61;26;+35;+1.77;+2.01;37.8;21.2;+16.6;+0.84;+1.28;Matches
440;Salif Sané\Salif-Sane;sn SEN;DF;Schalke 04;28;1990;10;675;68;31.3;7.5;8;80;2;18;0;1.80;14;7;+7;+0.93;+1.54;11.4;7.5;+3.9;+0.52;+1.20;Matches
441;Marcelo Saracchi\Marcelo-Saracchi;uy URU;DF;RB Leipzig;21;1998;4;177;44;8.2;2.0;1;90;3;29;7;2.50;2;3;-1;-0.51;-2.19;3.2;3.2;0.0;+0.01;-1.11;Matches
442;Josh Sargent\Josh-Sargent;us USA;FW;Werder Bremen;19;2000;17;761;45;36.8;8.5;8;79;9;14;2;1.00;12;13;-1;-0.12;+1.74;10.4;13.0;-2.5;-0.30;+0.07;Matches
443;Louis Schaub\Louis-Schaub;at AUT;MF;Köln;24;1994;9;627;70;29.0;7.0;7;83;2;24;6;1.11;5;10;-5;-0.72;-0.72;6.8;9.3;-2.5;-0.36;-0.55;Matches
444;Patrik Schick\Patrik-Schick;cz CZE;FW;RB Leipzig;23;1996;14;809;58;37.5;9.0;9;75;5;27;1;2.07;21;8;+13;+1.45;-0.09;17.1;9.0;+8.1;+0.90;-0.20;Matches
445;Julian Schieber\Julian-Schieber;de GER;FW;Augsburg;30;1989;2;41;21;1.9;0.5;0;;2;21;12;1.50;1;2;-1;-2.20;-1.64;0.4;0.9;-0.5;-1.13;-0.90;Matches
446;Kingsley Schindler\Kingsley-Schindler;de GER;FWMF;Köln;26;1993;11;804;73;37.2;8.9;9;79;2;46;8;0.64;9;21;-12;-1.34;-1.81;8.7;13.7;-5.1;-0.57;-0.96;Matches
447;Xaver Schlager\Xaver-Schlager;at AUT;MF;Wolfsburg;21;1997;14;958;68;44.4;10.6;12;79;2;5;2;1.71;20;14;+6;+0.56;+0.71;18.0;12.8;+5.1;+0.48;+0.19;Matches
448;Keven Schlotterbeck\Keven-Schlotterbeck;de GER;DF;Union Berlin;22;1997;14;1131;81;52.4;12.6;14;81;0;;2;1.43;15;19;-4;-0.32;-0.06;11.7;19.9;-8.2;-0.65;-0.39;Matches
449;Nico Schlotterbeck\Nico-Schlotterbeck;de GER;DF;Freiburg;19;1999;10;353;35;16.3;3.9;4;82;6;5;13;1.60;9;8;+1;+0.25;+0.45;6.2;9.3;-3.1;-0.80;-0.32;Matches
450;Marcel Schmelzer\Marcel-Schmelzer;de GER;FW;Dortmund;31;1988;2;3;2;0.1;0.0;0;;2;2;11;2.00;0;1;-1;-30.00;-31.46;0.0;0.2;-0.2;-5.78;-6.41;Matches
451;Jonathan Schmid\Jonathan-Schmid;fr FRA;DF;Freiburg;29;1990;23;2063;90;95.5;22.9;23;90;0;;0;1.43;30;31;-1;-0.04;+1.81;28.8;39.1;-10.4;-0.45;+1.70;Matches
452;Manuel Schmiedebach\Manuel-Schmiedebach;de GER;MF;Union Berlin;30;1988;3;148;49;6.9;1.6;2;65;1;19;14;2.00;3;3;0;0.00;+0.31;2.5;3.1;-0.6;-0.34;+0.13;Matches
453;Benno Schmitz\Benno-Schmitz;de GER;DF;Köln;24;1994;11;752;68;34.8;8.4;7;90;4;31;9;1.73;18;11;+7;+0.84;+1.60;16.9;9.4;+7.5;+0.89;+1.33;Matches
454;Sebastian Schonlau\Sebastian-Schonlau;de GER;DF;Paderborn 07;24;1994;19;1710;90;76.0;19.0;19;90;0;;0;0.79;22;37;-15;-0.79;+0.71;22.4;35.6;-13.2;-0.69;+0.32;Matches
455;Alessandro Schöpf\Alessandro-Schopf;at AUT;MFFW;Schalke 04;25;1994;12;600;50;27.8;6.7;6;88;6;13;3;1.42;6;12;-6;-0.90;-1.07;7.9;8.8;-0.9;-0.13;+0.24;Matches
456;Markus Schubert\Markus-Schubert;de GER;GK;Schalke 04;21;1998;5;381;76;17.6;4.2;4;90;1;21;14;1.60;5;8;-3;-0.71;-0.71;5.1;9.7;-4.6;-1.09;-0.96;Matches
457;Nico Schulz\Nico-Schulz;de GER;DF;Dortmund;26;1993;8;563;70;26.1;6.3;7;80;1;6;12;1.75;11;11;0;0.00;-1.92;8.7;10.1;-1.4;-0.23;-1.14;Matches
458;Alexander Schwolow\Alexander-Schwolow;de GER;GK;Freiburg;27;1992;15;1282;85;59.4;14.2;15;85;0;;0;1.40;19;19;0;0.00;+0.31;18.6;21.9;-3.3;-0.23;+0.74;Matches
459;Davie Selke\Davie-Selke;de GER;FW;Hertha BSC;24;1995;19;955;50;44.2;10.6;10;82;9;15;0;1.16;11;20;-9;-0.85;-0.33;11.2;17.3;-6.1;-0.58;-0.30;Matches
460;Davie Selke\Davie-Selke;de GER;FW;Werder Bremen;24;1995;3;249;83;12.0;2.8;3;83;0;;0;0.00;1;5;-4;-1.45;-0.26;1.9;3.2;-1.2;-0.45;-0.12;Matches
461;Suat Serdar\Suat-Serdar;de GER;MF;Schalke 04;22;1997;18;1475;82;68.3;16.4;17;85;1;26;0;1.83;28;23;+5;+0.31;+1.36;20.8;25.9;-5.1;-0.31;-0.02;Matches
462;Khiry Shelton\Khiry-Shelton;us USA;FWMF;Paderborn 07;26;1993;2;32;16;1.4;0.4;0;;2;16;7;0.00;0;0;0;0.00;+0.97;1.1;1.0;+0.1;+0.32;+1.11;Matches
463;André Silva\Andre-Silva;pt POR;FW;Eint Frankfurt;23;1995;14;768;55;37.1;8.5;7;87;7;23;4;0.93;15;15;0;0.00;-0.07;14.6;12.2;+2.4;+0.28;+0.30;Matches
464;Sarpreet Singh\Sarpreet-Singh;nz NZL;MF;Bayern Munich;20;1999;1;8;8;0.4;0.1;0;;1;8;3;3.00;0;0;0;0.00;-1.88;0.1;0.0;+0.1;+1.42;-0.07;Matches
465;Daley Sinkgraven\Daley-Sinkgraven;nl NED;DF;Leverkusen;24;1995;8;565;71;26.2;6.3;7;77;1;25;9;2.00;13;7;+6;+0.96;+0.67;11.4;8.6;+2.8;+0.45;+0.08;Matches
466;Tobias Sippel\Tobias-Sippel;de GER;GK;M'gladbach;31;1988;0;;;;;0;;0;;19;;;;;;;;;;;;Matches
467;Ellyes Skhiri\Ellyes-Skhiri;tn TUN;MF;Köln;24;1995;22;1859;85;86.1;20.7;21;87;1;34;2;1.41;37;37;0;0.00;+1.50;31.7;28.3;+3.3;+0.16;+0.94;Matches
468;Robert Skov\Robert-Skov;dk DEN;DFFW;Hoffenheim;23;1996;21;1783;85;82.5;19.8;20;88;1;20;1;1.43;29;36;-7;-0.35;-0.11;30.0;35.5;-5.5;-0.28;+0.01;Matches
469;Steven Skrzybski\Steven-Skrzybski;de GER;FWMF;Düsseldorf;26;1992;3;180;60;8.3;2.0;2;78;1;25;1;0.00;0;4;-4;-2.00;-1.14;2.1;2.9;-0.8;-0.38;+0.56;Matches
470;Steven Skrzybski\Steven-Skrzybski;de GER;FWMF;Schalke 04;26;1992;0;;;;;0;;0;;8;;;;;;;;;;;;Matches
471;Dennis Smarsch\Dennis-Smarsch;de GER;GK;Hertha BSC;20;1999;1;60;60;2.8;0.7;0;;1;60;4;0.00;0;2;-2;-3.00;-2.40;0.4;1.3;-1.0;-1.44;-1.06;Matches
472;Lasse Sobiech\Lasse-Sobiech;de GER;DF;Köln;28;1991;1;90;90;4.2;1.0;1;90;0;;8;0.00;0;2;-2;-2.00;-1.87;1.1;1.9;-0.7;-0.72;-0.78;Matches
473;Marcel Sobottka\Marcel-Sobottka;de GER;MF;Düsseldorf;25;1994;10;369;37;17.1;4.1;4;80;6;8;8;1.20;0;11;-11;-2.68;-2.08;2.8;10.5;-7.7;-1.88;-1.20;Matches
474;Yann Sommer\Yann-Sommer;ch SUI;GK;M'gladbach;30;1988;23;2070;90;100.0;23.0;23;90;0;;0;2.00;46;27;+19;+0.83;;46.1;31.8;+14.3;+0.62;;Matches
475;Djibril Sow\Djibril-Sow;ch SUI;MF;Eint Frankfurt;22;1997;19;1401;74;67.7;15.6;15;87;4;26;2;1.16;26;26;0;0.00;-0.13;24.4;22.4;+2.0;+0.13;+0.12;Matches
476;Dennis Srbeny\Dennis-Srbeny;de GER;FWMF;Paderborn 07;25;1994;8;528;66;23.5;5.9;6;77;2;33;0;0.50;9;13;-4;-0.68;+0.36;6.4;10.0;-3.6;-0.62;+0.20;Matches
477;Jerry St. Juste\Jerry-St-Juste;nl NED;DF;Mainz 05;22;1996;18;1502;83;69.5;16.7;17;88;1;7;1;1.06;21;33;-12;-0.72;+0.24;19.6;27.4;-7.8;-0.47;-0.43;Matches
478;Kostas Stafylidis\Kostas-Stafylidis;gr GRE;DF;Hoffenheim;25;1993;7;396;57;18.3;4.4;4;85;3;19;12;1.43;7;10;-3;-0.68;-0.43;4.6;6.6;-2.0;-0.45;-0.22;Matches
479;Benjamin Stambouli\Benjamin-Stambouli;fr FRA;DF;Schalke 04;28;1990;9;810;90;37.5;9.0;9;90;0;;0;1.67;14;9;+5;+0.56;+1.09;12.4;10.2;+2.2;+0.25;+0.88;Matches
480;Jozo Stanić\Jozo-Stanic;hr CRO;DF;Augsburg;20;1999;0;;;;;0;;0;;2;;;;;;;;;;;;Matches
481;Adrian Stanilewicz\Adrian-Stanilewicz;pl POL;DFMF;Leverkusen;19;2000;0;;;;;0;;0;;10;;;;;;;;;;;;Matches
482;Niklas Stark\Niklas-Stark;de GER;DF;Hertha BSC;24;1995;16;1330;83;61.6;14.8;16;83;0;;4;1.06;20;30;-10;-0.68;-0.03;16.9;22.0;-5.1;-0.35;+0.15;Matches
483;Renato Steffen\Renato-Steffen;ch SUI;FWMF;Wolfsburg;27;1991;18;887;49;41.1;9.9;10;76;8;17;5;1.44;19;13;+6;+0.61;+0.75;16.8;9.6;+7.2;+0.73;+0.61;Matches
484;Zack Steffen\Zack-Steffen;us USA;GK;Düsseldorf;24;1995;17;1530;90;70.8;17.0;17;90;0;;0;0.88;18;36;-18;-1.06;-0.34;16.4;31.4;-14.9;-0.88;+0.03;Matches
485;Nils Stendera\Nils-Stendera;de GER;MF;Eint Frankfurt;18;2000;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
486;Lars Stindl\Lars-Stindl;de GER;FWMF;M'gladbach;30;1988;14;667;48;32.2;7.4;6;83;8;22;2;1.86;15;10;+5;+0.67;-0.22;13.7;9.2;+4.4;+0.60;-0.01;Matches
487;Kevin Stöger\Kevin-Stoger;at AUT;MF;Düsseldorf;25;1993;7;493;70;22.8;5.5;5;89;2;23;0;0.86;8;10;-2;-0.37;+0.77;5.0;10.2;-5.2;-0.95;-0.08;Matches
488;Simon Straudi\Simon-Straudi;it ITA;MF;Werder Bremen;20;1999;0;;;;;0;;0;;6;;;;;;;;;;;;Matches
489;Tobias Strobl\Tobias-Strobl;de GER;MFDF;M'gladbach;29;1990;7;357;51;17.2;4.0;3;85;4;26;8;1.43;8;7;+1;+0.25;-0.69;5.8;5.6;+0.2;+0.05;-0.66;Matches
490;Christian Strohdiek\Christian-Strohdiek;de GER;DF;Paderborn 07;31;1988;12;1080;90;48.0;12.0;12;90;0;;13;0.42;15;28;-13;-1.08;-0.24;13.5;21.7;-8.2;-0.68;+0.17;Matches
491;Neven Subotić\Neven-Subotic;rs SRB;DF;Union Berlin;30;1988;18;1600;89;74.1;17.8;18;89;0;;3;1.28;24;27;-3;-0.17;+0.47;21.9;31.6;-9.7;-0.55;-0.32;Matches
492;Marek Suchý\Marek-Suchy;cz CZE;DF;Augsburg;31;1988;2;135;68;6.3;1.5;1;90;1;45;8;0.00;1;6;-5;-3.33;-2.93;2.0;3.2;-1.2;-0.81;-0.60;Matches
493;Niklas Süle\Niklas-Sule;de GER;DF;Bayern Munich;23;1995;8;642;80;29.7;7.1;8;80;0;;0;1.88;20;9;+11;+1.54;-0.47;16.1;6.2;+9.9;+1.39;-0.15;Matches
494;Markus Suttner\Markus-Suttner;at AUT;DFFW;Düsseldorf;32;1987;12;818;68;37.9;9.1;10;79;2;17;2;1.08;11;17;-6;-0.66;+0.48;8.2;17.9;-9.7;-1.07;-0.30;Matches
495;Ádám Szalai\Adam-Szalai;hu HUN;FW;Hoffenheim;31;1987;0;;;;;0;;0;;1;;;;;;;;;;;;Matches
496;Ádám Szalai\Adam-Szalai;hu HUN;FW;Mainz 05;31;1987;20;1042;52;48.2;11.6;12;76;8;16;2;1.10;13;20;-7;-0.60;+0.36;16.7;16.5;+0.2;+0.01;+0.68;Matches
497;Jonathan Tah\Jonathan-Tah;de GER;DF;Leverkusen;23;1996;20;1707;85;79.0;19.0;19;89;1;7;2;1.90;35;24;+11;+0.58;+0.58;34.0;24.8;+9.2;+0.49;+0.46;Matches
498;Edmond Tapsoba\Edmond-Tapsoba;bf BFA;DF;Leverkusen;20;1999;4;360;90;16.7;4.0;4;90;0;;0;2.50;10;6;+4;+1.00;+0.65;4.9;3.4;+1.5;+0.37;-0.03;Matches
499;Georg Teigl\Georg-Teigl;at AUT;DFMF;Augsburg;28;1991;2;101;51;4.7;1.1;1;90;1;11;5;1.50;1;5;-4;-3.56;-3.13;0.7;2.5;-1.8;-1.59;-1.41;Matches
500;Bernard Tekpetey\Bernard-Tekpetey;gh GHA;FWMF;Düsseldorf;21;1997;9;449;50;20.8;5.0;5;69;4;27;12;0.56;3;10;-7;-1.40;-0.56;5.3;5.4;-0.1;-0.03;+1.09;Matches
501;Lino Tempelmann\Lino-Tempelmann;de GER;MF;Freiburg;20;1999;1;34;34;1.6;0.4;1;34;0;;9;3.00;0;0;0;0.00;+0.13;0.1;0.7;-0.6;-1.67;-1.16;Matches
502;Simon Terodde\Simon-Terodde;de GER;FWMF;Köln;31;1988;19;770;41;35.6;8.6;7;82;12;16;5;1.21;10;16;-6;-0.70;-0.77;12.2;12.1;+0.1;+0.01;-0.04;Matches
503;Niclas Thiede\Niclas-Thiede;de GER;GK;Freiburg;20;1999;1;68;68;3.1;0.8;0;;1;68;15;0.00;0;1;-1;-1.32;-1.24;0.4;1.0;-0.6;-0.79;-0.27;Matches
504;Jan Thielmann\Jan-Thielmann;de GER;FWMF;Köln;17;2002;6;327;55;15.1;3.6;5;64;1;5;4;2.50;5;5;0;0.00;+0.25;4.1;4.0;+0.1;+0.03;0.00;Matches
505;Erik Thommy\Erik-Thommy;de GER;MFFW;Düsseldorf;24;1994;24;1481;62;68.6;16.5;16;80;8;26;0;0.88;21;33;-12;-0.73;+0.73;15.0;30.2;-15.3;-0.93;-0.13;Matches
506;Marcus Thuram\Marcus-Thuram;fr FRA;FW;M'gladbach;21;1997;23;1687;73;81.5;18.7;21;79;2;18;0;2.00;34;20;+14;+0.75;-0.43;36.4;24.9;+11.6;+0.62;+0.08;Matches
507;Marcel Tisserand\Marcel-Tisserand;cd COD;DF;Wolfsburg;26;1993;14;1203;86;55.7;13.4;14;86;0;;6;1.00;9;16;-7;-0.52;-1.56;18.2;13.9;+4.3;+0.32;-0.11;Matches
508;Jean-Clair Todibo\Jean-Clair-Todibo;fr FRA;DF;Schalke 04;19;1999;4;177;44;8.2;2.0;1;63;3;38;3;0.75;1;3;-2;-1.02;-0.97;2.2;1.9;+0.4;+0.18;+0.53;Matches
509;Corentin Tolisso\Corentin-Tolisso;fr FRA;MF;Bayern Munich;24;1994;13;637;49;29.5;7.1;7;73;6;22;8;2.23;19;7;+12;+1.70;-0.25;18.3;8.8;+9.5;+1.35;-0.21;Matches
510;Ömer Toprak\Omer-Toprak;tr TUR;DF;Werder Bremen;30;1989;10;718;72;34.7;8.0;9;77;1;29;1;0.50;7;15;-8;-1.00;+0.33;8.1;8.9;-0.8;-0.10;+0.37;Matches
511;Lucas Torró\Lucas-Torro;es ESP;MFFW;Eint Frankfurt;25;1994;3;137;46;6.6;1.5;1;90;2;24;7;1.00;0;3;-3;-1.97;-2.16;1.2;2.8;-1.6;-1.04;-1.21;Matches
512;Jordan Torunarigha\Jordan-Torunarigha;de GER;DF;Hertha BSC;21;1997;8;560;70;25.9;6.2;6;90;2;10;14;1.13;7;13;-6;-0.96;-0.40;8.7;10.2;-1.5;-0.23;+0.23;Matches
513;Almamy Touré\Almamy-Toure;ml MLI;DF;Eint Frankfurt;23;1996;13;1008;78;48.7;11.2;12;84;1;3;7;1.38;22;19;+3;+0.27;+0.44;17.2;16.1;+1.1;+0.10;+0.01;Matches
