id;name;Nation;Position;Squad;Age;Born;90s;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;Int;PKwon;PKcon;OG;Matches
185;Radamel Falcao\Radamel-Falcao;co COL;FW;Galatasaray;33;1986;8.5;1;0;0;10;10;4;1;4;2;;;0;Matches
186;Simon Falette\Simon-Falette;gn GUI;DF;Fenerbahçe;27;1992;1.0;0;0;0;5;1;0;1;0;2;;;0;Matches
187;Fabien Farnolle\Fabien-Farnolle;bj BEN;GK;Yeni Mal'spor;34;1984;23.0;0;0;0;1;5;0;0;2;0;;;0;Matches
188;Ricardo Faty\Ricardo-Faty;sn SEN;MF;Ankaragücü;32;1986;16.1;8;1;1;44;16;0;8;31;16;;;0;Matches
189;Sofiane Feghouli\Sofiane-Feghouli;dz ALG;MF;Galatasaray;29;1989;17.3;3;0;0;19;15;2;55;9;9;;;0;Matches
190;Ivanildo Fernandes\Ivanildo-Fernandes;pt POR;DF;Trabzonspor;23;1996;2.5;0;0;0;2;0;0;0;7;3;;;0;Matches
191;Ivanildo Fernandes\Ivanildo-Fernandes;pt POR;DF;Rizespor;23;1996;2.6;3;1;1;5;0;0;0;1;5;;;0;Matches
192;Jorge Filipe Oliveira Fernandes\Jorge-Filipe-Oliveira-Fernandes;pt POR;DF;Kasımpaşa;22;1997;10.4;6;1;1;16;4;0;1;12;14;;;1;Matches
193;Junior Fernándes\Junior-Fernandes;cl CHI;MF;Alanyaspor;31;1988;15.9;3;1;1;30;14;8;40;13;9;;;0;Matches
194;Fernando\Fernando;br BRA;MFFW;Sivasspor;26;1993;13.3;3;0;0;31;25;9;19;13;11;;;0;Matches
195;Volkan Fındıklı\Volkan-Findikli;tr TUR;MF;Konyaspor;28;1990;5.9;0;0;0;13;3;0;1;10;13;;;0;Matches
196;Moryké Fofana\Moryke-Fofana;ci CIV;MF;Yeni Mal'spor;27;1991;10.9;2;0;0;9;12;4;14;2;9;;;0;Matches
197;Fredy\Fredy;ao ANG;MFFW;Antalyaspor;29;1990;8.5;1;0;0;16;17;3;51;14;6;;;0;Matches
198;Kerim Frei\Kerim-Frei;tr TUR;MF;Başakşehir;25;1993;1.2;0;0;0;1;0;0;1;0;0;;;0;Matches
199;Lamine Gassama\Lamine-Gassama;sn SEN;DF;Göztepe;29;1989;20.5;5;0;0;20;34;1;49;19;37;;;1;Matches
200;Gelson\Gelson;ao ANG;FW;Antalyaspor;23;1996;1.8;0;0;0;3;4;0;0;0;0;;;0;Matches
201;Okechukwu Godson Azubuike\Okechukwu-Godson-Azubuike;ng NGA;MF;Başakşehir;22;1997;8.4;1;0;0;10;4;1;3;12;7;;;0;Matches
202;Gerard Gohou\Gerard-Gohou;ci CIV;FW;Kasımpaşa;30;1988;0.5;0;0;0;0;0;2;0;0;0;;;0;Matches
203;Marcelo Goiano\Marcelo-Goiano;br BRA;DF;Sivasspor;31;1987;20.7;6;0;0;28;22;1;39;27;26;;;0;Matches
204;Gökhan Gönül\Gokhan-Gonul;tr TUR;DF;Beşiktaş;34;1985;20.3;4;0;0;13;25;3;72;23;47;;;0;Matches
205;Zafer Görgen\Zafer-Gorgen;tr TUR;GK;Rizespor;19;2000;2.4;1;0;0;0;0;0;0;0;0;;;0;Matches
206;Guilherme\Guilherme;br BRA;MF;Trabzonspor;28;1991;3.5;0;0;0;6;4;2;16;2;2;;;0;Matches
207;Guilherme\Guilherme;br BRA;MF;Yeni Mal'spor;28;1991;14.7;3;0;0;28;32;6;96;15;11;;;0;Matches
208;Fredrik Gulbrandsen\Fredrik-Gulbrandsen;no NOR;MFFW;Başakşehir;26;1992;5.8;1;0;0;16;14;0;6;5;4;;;0;Matches
209;Levent Gülen\Levent-Gulen;ch SUI;DF;Kayserispor;25;1994;0.9;0;0;0;1;0;0;0;0;2;;;0;Matches
210;Ceyhun Gülselam\Ceyhun-Gulselam;tr TUR;MF;Alanyaspor;31;1987;16.1;7;0;0;39;6;1;12;27;15;;;0;Matches
211;Sinan Gümüş\Sinan-Gumus;tr TUR;MFFW;Antalyaspor;25;1994;4.0;4;1;1;5;7;0;7;5;3;;;0;Matches
212;Umut Güneş\Umut-Gunes;tr TUR;MF;Alanyaspor;19;2000;0.0;0;0;0;0;0;0;0;0;0;;;0;Matches
213;Mert Günok\Mert-Gunok;tr TUR;GK;Başakşehir;30;1989;24.0;0;0;0;0;5;0;0;0;2;;;0;Matches
214;Berke Gürbüz\Berke-Gurbuz;tr TUR;FW;Ankaragücü;16;2003;0.1;0;0;0;0;0;0;0;0;0;;;0;Matches
215;Serdar Gürler\Serdar-Gurler;tr TUR;MF;Göztepe;27;1991;20.4;3;0;0;15;30;16;100;21;11;;;0;Matches
216;Luiz Gustavo\Luiz-Gustavo;br BRA;MF;Fenerbahçe;32;1987;20.0;9;2;2;41;39;0;24;28;31;;;0;Matches
217;Günay Güvenç\Gunay-Guvenc;tr TUR;GK;Gaziantep FK;28;1991;22.0;3;0;0;1;7;0;0;1;0;;;0;Matches
218;Oussama Haddadi\Oussama-Haddadi;tn TUN;DF;Kasımpaşa;27;1992;6.0;1;0;0;1;4;1;22;1;9;;;0;Matches
219;Teenage Hadebe\Teenage-Hadebe;zw ZIM;DF;Yeni Mal'spor;23;1995;14.8;4;1;0;22;12;1;5;18;14;;;0;Matches
220;Florent Hadergjonaj\Florent-Hadergjonaj;xk KVX;DF;Kasımpaşa;25;1994;5.0;1;0;0;3;1;1;15;2;8;;;0;Matches
221;Amir Hadžiahmetović\Amir-Hadziahmetovic;ba BIH;MF;Konyaspor;22;1997;8.7;3;0;0;14;19;0;4;17;9;;;0;Matches
222;Karim Hafez\Karim-Hafez;eg EGY;DF;Kasımpaşa;23;1996;11.6;5;2;1;10;16;1;43;20;23;;;1;Matches
223;Karim Hafez\Karim-Hafez;eg EGY;DFFW;Yeni Mal'spor;23;1996;3.8;0;0;0;4;5;0;28;3;5;;;0;Matches
224;Haris Hajradinović\Haris-Hajradinovic;ba BIH;MF;Kasımpaşa;25;1994;18.7;5;1;0;36;49;1;101;25;19;;;0;Matches
225;Ahmet Hakan Demirli\Ahmet-Hakan-Demirli;tr TUR;FW;Kasımpaşa;18;2000;0.1;0;0;0;1;0;0;0;0;0;;;0;Matches
226;Denys Harmash\Denys-Harmash;ua UKR;MF;Rizespor;29;1990;2.3;0;0;0;2;6;0;2;3;5;;;0;Matches
227;Dogucan Haspolat\Dogucan-Haspolat;nl NED;DF;Kasımpaşa;19;2000;1.1;0;0;0;2;0;0;3;2;0;;;0;Matches
228;Tobias Heintz\Tobias-Heintz;no NOR;MF;Kasımpaşa;21;1998;2.4;0;0;0;4;6;1;4;3;1;;;0;Matches
229;Pedro Henrique\Pedro-Henrique;br BRA;MF;Kayserispor;29;1990;15.1;11;2;2;42;28;17;29;12;8;;;0;Matches
230;Majid Hosseini\Majid-Hosseini;ir IRN;DFMF;Trabzonspor;23;1996;10.4;3;0;0;15;11;0;0;12;17;;;0;Matches
231;Paolo Hurtado\Paolo-Hurtado;pe PER;FW;Konyaspor;29;1990;1.9;1;0;0;5;9;2;7;0;2;;;0;Matches
232;Hasan Hüseyin Acar\Hasan-Huseyin-Acar;tr TUR;MF;Kayserispor;24;1994;11.6;4;0;0;13;12;1;35;18;11;;;0;Matches
233;Atiba Hutchinson\Atiba-Hutchinson;ca CAN;MF;Beşiktaş;36;1983;21.1;3;0;0;21;41;3;4;32;27;;;0;Matches
234;Ahmed Ildiz\Ahmed-Ildiz;tr TUR;MF;Yeni Mal'spor;22;1996;1.4;1;0;0;3;1;0;2;1;3;;;0;Matches
235;Selçuk İnan\Selcuk-Inan;tr TUR;MF;Galatasaray;34;1985;3.0;0;0;0;1;3;0;8;0;2;;;0;Matches
236;Gökhan Inler\Gokhan-Inler;ch SUI;MF;Başakşehir;35;1984;1.9;1;0;0;3;2;0;0;1;3;;;0;Matches
237;Mauricio Isla\Mauricio-Isla;cl CHI;DF;Fenerbahçe;31;1988;16.0;4;1;0;20;14;5;65;25;27;;;0;Matches
238;Adis Jahović\Adis-Jahovic;mk MKD;FW;Antalyaspor;32;1987;3.5;2;0;0;12;8;6;2;0;1;;;0;Matches
239;Adis Jahović\Adis-Jahovic;mk MKD;FW;Yeni Mal'spor;32;1987;17.6;1;1;0;26;20;19;4;7;3;;;0;Matches
240;Jefferson\Jefferson;br BRA;MFFW;Gaziantep FK;25;1994;9.5;6;0;0;16;18;1;11;12;5;;;0;Matches
241;Cameron Jerome\Cameron-Jerome;eng ENG;FW;Göztepe;32;1986;15.4;6;0;0;36;21;3;5;10;3;;;0;Matches
242;Marko Jevtović\Marko-Jevtovic;rs SRB;MF;Konyaspor;26;1993;14.1;3;0;0;19;22;0;7;12;22;;;0;Matches
243;Juanfran\Juanfran;es ESP;DF;Alanyaspor;30;1988;5.7;1;0;0;2;4;0;44;0;10;;;0;Matches
244;Jens Jønsson\Jens-Jonsson;dk DEN;MF;Konyaspor;26;1993;22.8;3;0;0;19;34;0;2;16;40;;;0;Matches
245;Mathias Jørgensen\Mathias-Jorgensen;dk DEN;DF;Fenerbahçe;29;1990;13.7;2;0;0;14;3;1;0;8;14;;;0;Matches
246;Moestafa El Kabir\Moestafa-El-Kabir;ma MAR;FW;Rizespor;30;1988;1.1;0;0;0;3;5;1;0;1;0;;;0;Matches
247;Deniz Kadah\Deniz-Kadah;tr TUR;FWMF;Göztepe;33;1986;3.7;1;0;0;2;9;3;1;1;1;;;0;Matches
248;Ferdi Kadioglu\Ferdi-Kadioglu;nl NED;MF;Fenerbahçe;19;1999;2.9;1;0;0;6;2;0;7;8;3;;;0;Matches
249;Oğuz Kağan Güçtekin\Oguz-Kagan-Guctekin;tr TUR;MF;Rizespor;20;1999;3.0;2;0;0;5;2;0;0;3;5;;;0;Matches
250;İrfan Kahveci\Irfan-Kahveci;tr TUR;MF;Başakşehir;24;1995;18.4;7;1;1;36;27;1;76;17;20;;;0;Matches
251;Jean-Armel Kana-Biyik\Jean-Armel-Kana-Biyik;cm CMR;DF;Gaziantep FK;30;1989;23.0;4;0;0;13;14;3;6;16;28;;;0;Matches
252;Kaan Kanak\Kaan-Kanak;tr TUR;DF;Alanyaspor;28;1990;3.0;2;0;0;4;2;0;9;4;4;;;0;Matches
253;Ferhat Kaplan\Ferhat-Kaplan;tr TUR;GK;Antalyaspor;30;1989;8.0;2;0;0;1;0;0;0;0;0;;;0;Matches
254;Aytaç Kara\Aytac-Kara;tr TUR;MF;Kasımpaşa;26;1993;21.9;8;0;0;40;36;0;29;26;33;;;0;Matches
255;Aydın Karabulut\Aydin-Karabulut;tr TUR;MF;Ankaragücü;31;1988;7.7;2;0;0;10;15;2;47;3;3;;;0;Matches
256;Efecan Karaca\Efecan-Karaca;tr TUR;MF;Alanyaspor;29;1989;19.6;3;0;0;32;39;6;58;17;8;;;0;Matches
257;İlker Karakaş\Ilker-Karakas;tr TUR;FW;Gençlerbirliği;20;1999;0.4;0;0;0;0;0;0;0;0;0;;;0;Matches
258;Cebrail Karayel\Cebrail-Karayel;tr TUR;DF;Ankaragücü;24;1994;8.7;5;1;1;18;17;0;17;15;11;;;0;Matches
259;Erce Kardeşler\Erce-Kardesler;tr TUR;GK;Trabzonspor;25;1994;1.4;0;0;0;0;0;0;0;0;0;;;0;Matches
260;Loris Karius\Loris-Karius;de GER;GK;Beşiktaş;26;1993;24.0;1;0;0;0;6;0;0;0;0;;;0;Matches
261;Erkan Kaş\Erkan-Kas;tr TUR;DF;Yeni Mal'spor;27;1991;3.4;3;0;0;6;1;0;9;2;4;;;0;Matches
262;Hasan Kaya\Hasan-Kaya;tr TUR;MF;Ankaragücü;23;1995;5.0;2;0;0;6;3;1;23;3;1;;;0;Matches
263;Yalçın Kayan\Yalcin-Kayan;tr TUR;MF;Göztepe;20;1999;1.2;1;0;0;6;2;0;3;2;2;;;0;Matches
264;Olarenwaju Kayode\Olarenwaju-Kayode;ng NGA;FW;Gaziantep FK;26;1993;18.6;2;2;0;39;49;8;5;3;1;;;0;Matches
265;Abdul Khalili\Abdul-Khalili;se SWE;MF;Kasımpaşa;27;1992;11.3;4;0;0;22;18;0;30;13;12;;;0;Matches
266;Marc Kibong Mbamba\Marc-Kibong-Mbamba;cm CMR;MF;Denizlispor;30;1988;2.4;0;0;0;6;5;0;0;1;1;;;0;Matches
267;Emre Kılınç\Emre-Kilinc;tr TUR;MFFW;Sivasspor;24;1994;17.8;6;0;0;38;40;7;78;24;10;;;0;Matches
268;Koray Kilinc\Koray-Kilinc;tr TUR;FW;Trabzonspor;19;2000;0.5;1;0;0;1;0;1;0;0;0;;;0;Matches
269;Batuhan Kırdaroğlu\Batuhan-Kirdaroglu;tr TUR;MF;Göztepe;18;2000;0.2;0;0;0;1;1;0;0;0;0;;;0;Matches
270;Serkan Kırıntılı\Serkan-Kirintili;tr TUR;GK;Konyaspor;34;1985;22.0;1;1;0;1;4;0;0;0;0;;;0;Matches
271;Stelios Kitsiou\Stelios-Kitsiou;gr GRE;DFMF;Ankaragücü;25;1993;23.8;4;1;1;39;61;0;40;70;29;;;0;Matches
272;Arda Kızıldağ\Arda-Kizildag;tr TUR;DF;Gençlerbirliği;20;1998;1.0;0;0;0;1;1;1;0;2;2;;;0;Matches
273;Anıl Koç\Anil-Koc;tr TUR;MF;Kasımpaşa;24;1995;0.6;0;0;0;1;1;0;1;0;0;;;0;Matches
274;Okan Kocuk\Okan-Kocuk;tr TUR;GK;Galatasaray;24;1995;1.0;0;0;0;0;0;0;0;0;0;;;0;Matches
275;Bengali-Fodé Koita\Bengali-Fode-Koita;gn GUI;FWMF;Kasımpaşa;28;1990;14.2;2;0;0;20;28;10;2;4;2;;;0;Matches
276;Arouna Koné\Arouna-Kone;ci CIV;FW;Sivasspor;35;1983;6.2;0;0;0;4;6;5;2;0;0;;;0;Matches
277;Nurettin Korkmaz\Nurettin-Korkmaz;tr TUR;MF;Kayserispor;17;2002;1.4;1;0;0;2;2;1;3;0;0;;;0;Matches
278;Ramazan Köse\Ramazan-Kose;tr TUR;GK;Kasımpaşa;31;1988;4.0;0;0;0;0;0;0;0;0;0;;;0;Matches
279;Artem Kravets\Artem-Kravets;ua UKR;FW;Kayserispor;30;1989;7.3;1;0;0;9;11;2;0;5;1;;;0;Matches
280;Max Kruse\Max-Kruse;de GER;MF;Fenerbahçe;31;1988;18.5;0;0;0;20;13;3;64;3;5;;;0;Matches
281;Alihan Kubalas\Alihan-Kubalas;tr TUR;DF;Ankaragücü;27;1991;7.4;4;0;0;11;5;1;0;5;11;;;0;Matches
282;Fyodor Kudryashov\Fyodor-Kudryashov;ru RUS;DF;Antalyaspor;32;1987;7.0;0;0;0;11;4;1;9;6;4;;;0;Matches
283;Mert Kula\Mert-Kula;tr TUR;DF;Kayserispor;24;1995;5.7;2;0;0;7;4;0;0;5;15;;;1;Matches
284;Ante Kulušić\Ante-Kulusic;hr CRO;DF;Ankaragücü;33;1986;22.5;6;0;0;25;5;0;1;34;34;;;0;Matches
285;Yekta Kurtuluş\Yekta-Kurtulus;tr TUR;MF;Antalyaspor;33;1985;1.7;0;0;0;2;0;0;12;0;2;;;0;Matches
286;Zoran Kvržić\Zoran-Kvrzic;ba BIH;DF;Kayserispor;30;1988;1.5;0;1;0;3;1;0;1;3;1;;;0;Matches
287;Joseph Larweh Attamah\Joseph-Larweh-Attamah;gh GHA;MF;Rizespor;25;1994;11.1;3;0;0;14;11;0;2;13;18;;;0;Matches
288;Mario Lemina\Mario-Lemina;ga GAB;MF;Galatasaray;25;1993;12.6;4;0;0;28;12;0;6;19;19;;;0;Matches
289;Jeremain Lens\Jeremain-Lens;nl NED;MFDF;Beşiktaş;31;1987;10.0;6;0;0;28;17;3;47;12;7;;;0;Matches
290;Martin Linnes\Martin-Linnes;no NOR;DF;Galatasaray;27;1991;3.5;0;0;0;0;1;0;9;2;2;;;0;Matches
291;Adem Ljajić\Adem-Ljajic;rs SRB;MF;Beşiktaş;27;1991;16.0;5;0;0;8;12;6;48;2;4;;;0;Matches
292;Saba Lobzhanidze\Saba-Lobzhanidze;ge GEO;MF;Ankaragücü;24;1994;4.5;0;0;0;2;1;0;13;4;5;;;0;Matches
293;Yuri Lodygin\Yuri-Lodygin;ru RUS;GK;Gaziantep FK;29;1990;2.0;0;0;0;0;0;0;0;0;0;;;0;Matches
294;Miguel Lopes\Miguel-Lopes;pt POR;DF;Kayserispor;32;1986;21.0;4;0;0;29;22;1;97;52;35;;;1;Matches
295;Tiago Jorge Oliveira Lopes\Tiago-Jorge-Oliveira-Lopes;pt POR;DF;Denizlispor;30;1989;15.6;6;1;1;25;34;1;57;21;29;;;0;Matches
296;Silviu Lung Jr.\Silviu-Lung-Jr;ro ROU;GK;Kayserispor;30;1989;19.0;2;0;0;0;1;0;0;0;0;;;1;Matches
297;Christian Luyindama\Christian-Luyindama;cd COD;DF;Galatasaray;25;1994;9.8;1;0;0;10;2;0;2;9;13;;;0;Matches
298;Róbert Mak\Robert-Mak;sk SVK;MF;Konyaspor;28;1991;2.2;1;0;0;2;4;1;5;5;0;;;0;Matches
299;Marcão\Marcao;br BRA;DF;Galatasaray;23;1996;20.5;11;1;1;24;43;0;3;24;33;;;0;Matches
300;Mariano\Mariano;br BRA;DFMF;Galatasaray;33;1986;19.3;6;0;0;16;18;2;82;20;34;;;0;Matches
301;Alexandru Maxim\Alexandru-Maxim;ro ROU;MFFW;Gaziantep FK;29;1990;4.7;2;0;0;4;8;1;19;5;0;;;0;Matches
302;Gary Medel\Gary-Medel;cl CHI;MF;Beşiktaş;31;1987;1.4;0;0;0;3;1;0;0;1;1;;;0;Matches
303;Dario Melnjak\Dario-Melnjak;hr CRO;DF;Rizespor;26;1992;23.0;2;0;0;9;11;0;49;17;41;;;0;Matches
304;Bernard Mensah\Bernard-Mensah;gh GHA;MFFW;Kayserispor;24;1994;16.8;7;1;1;38;33;2;84;16;14;;;0;Matches
305;Yassine Meriah\Yassine-Meriah;tn TUN;DF;Kasımpaşa;26;1993;5.0;1;0;0;6;5;0;0;5;10;;;1;Matches
306;Muris Mešanović\Muris-Mesanovic;ba BIH;FWMF;Kayserispor;29;1990;6.8;0;0;0;12;8;3;7;0;1;;;0;Matches
307;Konrad Michalak\Konrad-Michalak;pl POL;MF;Ankaragücü;21;1997;3.8;1;0;0;2;12;0;15;2;3;;;0;Matches
308;Deni Milošević\Deni-Milosevic;ba BIH;MF;Konyaspor;24;1995;21.8;5;0;0;23;22;2;26;13;17;;;0;Matches
309;Arturo Mina\Arturo-Mina;ec ECU;DF;Yeni Mal'spor;28;1990;10.2;4;0;0;13;10;3;1;14;14;;;0;Matches
310;Farouk Miya\Farouk-Miya;ug UGA;FWMF;Konyaspor;21;1997;13.7;2;0;0;16;17;7;11;19;7;;;0;Matches
311;Wilfred Moke\Wilfred-Moke;cd COD;MF;Ankaragücü;31;1988;12.6;0;0;0;6;4;1;5;4;14;;;0;Matches
312;Emre Mor\Emre-Mor;tr TUR;MF;Galatasaray;22;1997;4.1;2;1;1;4;12;3;11;4;3;;;0;Matches
313;Júnior Morais\Junior-Morais;br BRA;DFMF;Gaziantep FK;33;1986;20.0;2;0;0;34;26;0;70;47;48;;;0;Matches
314;Mykola Morozyuk\Mykola-Morozyuk;ua UKR;DF;Rizespor;31;1988;16.2;4;0;0;30;14;1;69;28;25;;;0;Matches
315;Victor Moses\Victor-Moses;ng NGA;MFFW;Fenerbahçe;28;1990;5.5;1;0;0;13;11;0;11;1;4;;;0;Matches
316;Mossoró\Mossoro;br BRA;MF;Başakşehir;36;1983;1.0;0;0;0;1;2;0;0;0;2;;;0;Matches
317;Mossoró\Mossoro;br BRA;MFFW;Göztepe;36;1983;8.9;4;0;0;14;23;3;10;5;6;;;0;Matches
318;Paul Mukairu\Paul-Mukairu;ng NGA;MFFW;Antalyaspor;19;2000;12.7;3;0;0;33;20;9;10;5;3;;;0;Matches
319;Radosław Murawski\Radoslaw-Murawski;pl POL;MF;Denizlispor;25;1994;23.0;7;0;0;42;41;0;11;25;43;;;0;Matches
320;Vedat Muriqi\Vedat-Muriqi;xk KVX;FW;Fenerbahçe;25;1994;22.1;5;1;1;47;35;22;10;6;3;;;0;Matches
321;Fernando Muslera\Fernando-Muslera;uy URU;GK;Galatasaray;33;1986;23.0;1;0;0;0;5;0;0;1;1;;;0;Matches
322;Delvin N'Dinga\Delvin-NDinga;cg CGO;MF;Antalyaspor;31;1988;3.3;0;0;0;5;3;0;0;2;1;;;0;Matches
323;Georges-Kévin N'Koudou\Georges-Kevin-NKoudou;fr FRA;MF;Beşiktaş;24;1995;15.2;3;0;0;15;35;9;51;24;9;;;0;Matches
324;Fabrice N'Sakala\Fabrice-NSakala;cd COD;DF;Alanyaspor;29;1990;20.7;5;1;0;33;37;1;51;33;26;;;0;Matches
325;Yuto Nagatomo\Yuto-Nagatomo;jp JPN;DF;Galatasaray;32;1986;13.4;0;0;0;17;7;2;35;10;15;;;0;Matches
326;Stefano Napoleoni\Stefano-Napoleoni;it ITA;MFFW;Göztepe;33;1986;15.3;0;0;0;12;24;7;6;9;14;;;0;Matches
327;Umut Nayir\Umut-Nayir;tr TUR;FW;Beşiktaş;26;1993;4.5;3;0;0;9;11;6;2;3;1;;;0;Matches
328;Youssouf Ndayishimiye\Youssouf-Ndayishimiye;bi BDI;MF;Yeni Mal'spor;20;1998;0.1;1;0;0;2;0;0;0;1;1;;;0;Matches
329;Badou Ndiaye\Badou-Ndiaye;sn SEN;MF;Trabzonspor;28;1990;5.8;2;0;0;10;9;1;3;9;5;;;0;Matches
330;Dieumerci Ndongala\Dieumerci-Ndongala;cd COD;MF;Kasımpaşa;28;1991;4.9;2;0;0;14;6;0;21;5;4;;;0;Matches
331;Recep Niyaz\Recep-Niyaz;tr TUR;MF;Denizlispor;23;1995;7.7;0;0;0;10;9;0;5;8;2;;;0;Matches
332;Kristoffer Nordfeldt\Kristoffer-Nordfeldt;se SWE;GK;Gençlerbirliği;30;1989;7.0;2;0;0;0;0;0;0;0;0;;;0;Matches
333;Filip Novák\Filip-Novak;cz CZE;DF;Trabzonspor;29;1990;18.3;2;0;0;15;23;2;10;15;33;;;0;Matches
334;Paul-Georges Ntep\Paul-Georges-Ntep;cm CMR;MFFW;Kayserispor;27;1992;1.6;0;0;0;1;0;0;3;0;0;;;0;Matches
335;Atınç Nukan\Atinc-Nukan;tr TUR;DF;Göztepe;26;1993;0.0;0;0;0;0;0;0;0;0;0;;;0;Matches
336;Anthony Nwakaeme\Anthony-Nwakaeme;ng NGA;MFFW;Trabzonspor;30;1989;19.5;3;0;0;12;21;5;35;17;6;;;0;Matches
337;Steven Nzonzi\Steven-Nzonzi;fr FRA;MF;Galatasaray;30;1988;10.0;1;0;0;16;1;0;1;5;9;;;0;Matches
338;John Obi Mikel\John-Obi-Mikel;ng NGA;MF;Trabzonspor;32;1987;15.6;6;1;1;36;14;0;4;18;24;;;0;Matches
339;Ahmet Oğuz\Ahmet-Oguz;tr TUR;DF;Gençlerbirliği;26;1993;7.2;3;2;1;13;17;1;24;11;10;;;0;Matches
340;Muhayer Oktay\Muhayer-Oktay;tr TUR;MF;Beşiktaş;20;1999;0.1;0;0;0;0;0;0;1;1;1;;;0;Matches
341;Paweł Olkowski\Pawel-Olkowski;pl POL;DFMF;Gaziantep FK;29;1990;4.6;1;0;0;2;4;0;6;3;7;;;0;Matches
342;Abdülkadir Ömür\Abdulkadir-Omur;tr TUR;MF;Trabzonspor;20;1999;1.8;0;0;0;1;2;0;0;2;1;;;0;Matches
343;Alper Önal\Alper-Onal;tr TUR;MF;Ankaragücü;23;1996;1.3;2;0;0;6;3;0;0;0;0;;;0;Matches
344;Ogenyi Onazi\Ogenyi-Onazi;ng NGA;MF;Denizlispor;26;1992;1.8;2;0;0;6;1;0;1;2;3;;;0;Matches
345;Henry Onyekuru\Henry-Onyekuru;ng NGA;MF;Galatasaray;22;1997;3.4;1;0;0;1;7;3;0;0;2;;;0;Matches
346;Dever Orgill\Dever-Orgill;jm JAM;FW;Ankaragücü;29;1990;20.8;8;1;1;54;27;24;8;11;4;;;0;Matches
347;Viðar Örn Kjartansson\Vidar-Orn-Kjartansson;is ISL;FW;Yeni Mal'spor;29;1990;2.1;0;0;0;4;3;0;0;0;0;;;0;Matches
348;Caner Osmanpaşa\Caner-Osmanpasa;tr TUR;DF;Sivasspor;31;1988;22.5;2;0;0;20;12;0;1;17;43;;;1;Matches
349;Orhan Ovacıklı\Orhan-Ovacikli;tr TUR;DFMF;Rizespor;30;1988;4.5;2;0;0;7;14;0;10;6;7;;;0;Matches
350;Şener Özbayraklı\Sener-Ozbayrakli;tr TUR;DF;Galatasaray;29;1990;3.3;1;0;0;3;7;1;6;4;5;;;0;Matches
351;Ertaç Özbir\Ertac-Ozbir;tr TUR;GK;Gençlerbirliği;29;1989;13.0;0;0;0;0;1;0;0;0;0;;;0;Matches
352;Berkay Özcan\Berkay-Ozcan;tr TUR;MF;Başakşehir;21;1998;2.1;0;0;0;3;0;0;2;2;1;;;0;Matches
353;Özer Özdemir\Ozer-Ozdemir;tr TUR;DF;Yeni Mal'spor;21;1998;6.0;1;0;0;8;7;0;12;9;6;;;0;Matches
354;Kenan Özer\Kenan-Ozer;tr TUR;FWMF;Gaziantep FK;31;1987;5.6;4;0;0;20;18;4;14;5;3;;;0;Matches
355;Erdem Özgenç\Erdem-Ozgenc;tr TUR;DF;Gençlerbirliği;34;1984;12.5;3;0;0;10;10;0;93;14;12;;;0;Matches
356;Muhammet Özkal\Muhammet-Ozkal;tr TUR;DF;Denizlispor;19;1999;0.3;0;0;0;0;0;0;1;0;0;;;0;Matches
357;Serdar Özkan\Serdar-Ozkan;tr TUR;MF;Antalyaspor;32;1987;8.1;3;0;0;11;25;5;67;4;4;;;0;Matches
358;Ege Özkayimoglu\Ege-Ozkayimoglu;tr TUR;MF;Göztepe;18;2001;0.0;0;0;0;0;0;0;0;0;0;;;0;Matches
359;Hakan Özmert\Hakan-Ozmert;tr TUR;MF;Antalyaspor;34;1985;14.9;11;1;1;23;18;3;88;26;26;;;0;Matches
360;Yasin Öztekin\Yasin-Oztekin;tr TUR;MF;Sivasspor;32;1987;2.7;1;0;0;5;1;1;16;3;3;;;0;Matches
361;Yasin Öztekin\Yasin-Oztekin;tr TUR;MF;Göztepe;32;1987;1.7;0;0;0;3;7;1;11;1;3;;;0;Matches
362;Ferhat Öztorun\Ferhat-Oztorun;tr TUR;DF;Konyaspor;32;1987;6.6;3;0;0;9;8;0;42;22;17;;;0;Matches
363;Alpaslan Öztürk\Alpaslan-Ozturk;be BEL;DF;Göztepe;26;1993;14.5;7;1;1;11;18;2;3;12;20;;;0;Matches
364;Bahadır Öztürk\Bahadir-Ozturk;tr TUR;DF;Antalyaspor;23;1995;9.9;2;1;0;12;9;0;1;12;13;;;1;Matches
365;Fatih Öztürk\Fatih-Ozturk;tr TUR;GK;Kasımpaşa;32;1986;20.0;3;0;0;0;5;0;0;0;0;;;0;Matches
366;Oğuzhan Özyakup\Oguzhan-Ozyakup;tr TUR;MF;Beşiktaş;26;1992;5.0;1;0;0;6;9;0;13;7;4;;;0;Matches
367;Murat Paluli\Murat-Paluli;tr TUR;DF;Göztepe;24;1994;2.5;0;0;0;2;3;0;4;3;2;;;0;Matches
368;Paul Papp\Paul-Papp;ro ROU;DF;Sivasspor;29;1989;0.8;0;0;0;3;1;0;3;3;0;;;0;Matches
369;İlhan Parlak\Ilhan-Parlak;tr TUR;MFFW;Ankaragücü;32;1987;20.0;6;0;0;22;23;6;15;9;14;;;0;Matches
370;Abdülkadir Parmak\Abdulkadir-Parmak;tr TUR;MF;Trabzonspor;24;1994;11.7;1;1;0;11;25;2;24;12;10;;;0;Matches
