Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls;Standard-Sh;Standard-SoT;Standard-SoT%;Standard-Sh/90;Standard-SoT/90;Standard-G/Sh;Standard-G/SoT;Standard-Dist;Standard-FK;Performance-PK;Performance-PKatt;Expected-xG;Expected-npxG;Expected-npxG/Sh;Expected-G-xG;Expected-np:G-xG;Matches;
365;Antonio Sanabria\Antonio-Sanabria;py PAR;FW;Torino;25-213;1996;6.2;1;20;8;40.0;3.21;1.28;0.05;0.13;11.5;1;0;0;2.5;2.5;0.12;-1.5;-1.5;Matches
366;Alexis Sánchez\Alexis-Sanchez;cl CHI;FW;Inter;32-288;1988;0.6;0;3;0;0.0;4.91;0.00;0.00;;15.7;0;0;0;0.3;0.3;0.10;-0.3;-0.3;Matches
367;Alex Sandro\Alex-Sandro;br BRA;DF;Juventus;30-250;1991;5.5;0;1;1;100.0;0.18;0.18;0.00;0.00;9.0;0;0;0;0.2;0.2;0.18;-0.2;-0.2;Matches
368;Nicola Sansone\Nicola-Sansone;it ITA;FW;Bologna;30-023;1991;2.8;0;6;3;50.0;2.17;1.08;0.00;0.00;20.2;1;0;0;0.3;0.3;0.06;-0.3;-0.3;Matches
369;Federico Santander\Federico-Santander;py PAR;FW;Bologna;30-121;1991;0.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
370;Samir Santos\Samir-Santos;br BRA;DF;Udinese;26-302;1994;6.0;0;4;1;25.0;0.67;0.17;0.00;0.00;11.8;0;0;0;0.5;0.5;0.13;-0.5;-0.5;Matches
371;Riccardo Saponara\Riccardo-Saponara;it ITA;FW;Fiorentina;29-286;1991;2.1;1;3;2;66.7;1.42;0.95;0.33;0.50;17.0;0;0;0;0.3;0.3;0.12;+0.7;+0.7;Matches
372;Martin Satriano\Martin-Satriano;it ITA;MF;Inter;20-225;2001;0.2;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
373;Gianluca Scamacca\Gianluca-Scamacca;it ITA;FW;Sassuolo;22-275;1999;1.3;0;2;2;100.0;1.50;1.50;0.00;0.00;22.7;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches
374;Andrea Schiavone\Andrea-Schiavone;it ITA;DFMF;Salernitana;28-222;1993;0.2;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
375;David Schnegg\David-Schnegg;at AUT;DF;Venezia;23-004;1998;1.4;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
376;Jerdy Schouten\Jerdy-Schouten;nl NED;MF;Bologna;24-264;1997;1.0;0;1;0;0.0;1.02;0.00;0.00;;23.5;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches
377;Stefano Sensi\Stefano-Sensi;it ITA;MF;Inter;26-059;1995;1.1;0;2;0;0.0;1.89;0.00;0.00;;10.6;0;0;0;0.1;0.1;0.04;-0.1;-0.1;Matches
378;Laurens Serpe\Laurens-Serpe;it ITA;DF;Genoa;20-238;2001;0.5;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
379;Stephan El Shaarawy\Stephan-El-Shaarawy;it ITA;FWMF;Roma;28-341;1992;1.7;1;9;2;22.2;5.26;1.17;0.11;0.50;17.9;0;0;0;0.6;0.6;0.06;+0.4;+0.4;Matches
380;Eldor Shomurodov\Eldor-Shomurodov;uz UZB;FW;Roma;26-096;1995;1.7;0;5;3;60.0;3.00;1.80;0.00;0.00;14.2;0;0;0;0.7;0.7;0.14;-0.7;-0.7;Matches
381;Arnór Sigurðsson\Arnor-Sigurdsson;is ISL;FW;Venezia;22-141;1999;0.5;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
382;Adrien Silva\Adrien-Silva;pt POR;MF;Sampdoria;32-202;1989;2.8;0;1;1;100.0;0.36;0.36;0.00;0.00;20.0;0;0;0;0.1;0.1;0.08;-0.1;-0.1;Matches
383;Marco Silvestri\Marco-Silvestri;it ITA;GK;Udinese;30-215;1991;6.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
384;Giovanni Simeone\Giovanni-Simeone;ar ARG;FW;Hellas Verona;26-090;1995;2.8;1;3;1;33.3;1.07;0.36;0.33;1.00;11.0;0;0;0;0.5;0.5;0.16;+0.5;+0.5;Matches
385;Giovanni Simeone\Giovanni-Simeone;ar ARG;FW;Cagliari;26-090;1995;0.1;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
386;Wilfried Singo\Wilfried-Singo;ci CIV;DF;Torino;20-282;2000;6.6;0;11;0;0.0;1.66;0.00;0.00;;14.8;0;0;0;0.5;0.5;0.05;-0.5;-0.5;Matches
387;Salvatore Sirigu\Salvatore-Sirigu;it ITA;GK;Genoa;34-264;1987;7.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
388;Łukasz Skorupski\Lukasz-Skorupski;pl POL;GK;Bologna;30-151;1991;6.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
389;Andreas Skov Olsen\Andreas-Skov-Olsen;dk DEN;FW;Bologna;21-278;1999;2.3;0;2;0;0.0;0.86;0.00;0.00;;7.5;0;0;0;0.3;0.3;0.15;-0.3;-0.3;Matches
390;Milan Škriniar\Milan-Skriniar;sk SVK;DF;Inter;26-234;1995;7.0;2;7;2;28.6;1.00;0.29;0.29;1.00;5.8;0;0;0;1.0;1.0;0.14;+1.0;+1.0;Matches
391;Chris Smalling\Chris-Smalling;eng ENG;DF;Roma;31-315;1989;0.5;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
392;Brandon Soppy\Brandon-Soppy;fr FRA;DF;Udinese;19-224;2002;0.9;0;1;0;0.0;1.08;0.00;0.00;;15.6;0;0;0;0.1;0.1;0.08;-0.1;-0.1;Matches
393;Roberto Soriano\Roberto-Soriano;it ITA;MF;Bologna;30-237;1991;4.5;0;8;2;25.0;1.76;0.44;0.00;0.00;13.7;0;0;0;0.7;0.7;0.09;-0.7;-0.7;Matches
394;Riccardo Sottil\Riccardo-Sottil;it ITA;FW;Fiorentina;22-122;1999;1.8;1;5;2;40.0;2.83;1.13;0.20;0.50;16.3;0;0;0;0.7;0.7;0.15;+0.3;+0.3;Matches
395;Adama Soumaoro\Adama-Soumaoro;fr FRA;DF;Bologna;29-107;1992;0.1;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
396;Marco Sportiello\Marco-Sportiello;it ITA;GK;Atalanta;29-146;1992;1.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
397;Petar Stojanović\Petar-Stojanovic;si SVN;DF;Empoli;25-361;1995;5.5;0;1;1;100.0;0.18;0.18;0.00;0.00;22.5;0;0;0;0.0;0.0;0.04;0.0;0.0;Matches
398;Stefan Strandberg\Stefan-Strandberg;no NOR;DF;Salernitana;31-070;1990;5.4;0;5;1;20.0;0.93;0.19;0.00;0.00;11.6;0;0;0;0.1;0.1;0.02;-0.1;-0.1;Matches
399;Dávid Strelec\David-Strelec;sk SVK;MF;Spezia;20-182;2001;0.1;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
400;Kevin Strootman\Kevin-Strootman;nl NED;MF;Cagliari;31-232;1990;4.2;0;1;0;0.0;0.24;0.00;0.00;;15.2;0;0;0;0.0;0.0;0.02;0.0;0.0;Matches
401;Jens Stryger Larsen\Jens-Stryger-Larsen;dk DEN;DF;Udinese;30-224;1991;4.1;0;4;1;25.0;0.98;0.25;0.00;0.00;18.6;0;0;0;0.2;0.2;0.06;-0.2;-0.2;Matches
402;Leo Štulac\Leo-Stulac;si SVN;MF;Empoli;27-007;1994;1.1;1;1;1;100.0;0.93;0.93;1.00;1.00;23.0;0;0;0;0.0;0.0;0.03;+1.0;+1.0;Matches
403;Stefano Sturaro\Stefano-Sturaro;it ITA;MFDF;Genoa;28-208;1993;2.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
404;Bosko Sutalo\Bosko-Sutalo;hr CRO;DF;Hellas Verona;21-275;2000;0.7;0;2;0;0.0;2.90;0.00;0.00;;19.5;0;0;0;0.1;0.1;0.05;-0.1;-0.1;Matches
405;Mattias Svanberg\Mattias-Svanberg;se SWE;MF;Bologna;22-271;1999;4.1;1;5;2;40.0;1.23;0.49;0.20;0.50;18.5;0;0;0;0.3;0.3;0.06;+0.7;+0.7;Matches
406;Michael Svoboda\Michael-Svoboda;at AUT;DF;Venezia;22-353;1998;3.3;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
407;Wojciech Szczęsny\Wojciech-Szczesny;pl POL;GK;Juventus;31-168;1990;6.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
408;Adrien Tameze\Adrien-Tameze;cm CMR;MF;Hellas Verona;27-241;1994;2.8;0;1;0;0.0;0.36;0.00;0.00;;20.1;0;0;0;0.1;0.1;0.09;-0.1;-0.1;Matches
409;Pietro Terracciano\Pietro-Terracciano;it ITA;GK;Fiorentina;31-209;1990;2.8;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
410;Aleksa Terzić\Aleksa-Terzic;rs SRB;DF;Fiorentina;22-047;1999;0.3;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
411;Tanner Tessmann\Tanner-Tessmann;us USA;MF;Venezia;20-009;2001;0.4;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
412;Arthur Theate\Arthur-Theate;be BEL;DF;Bologna;21-131;2000;0.7;1;4;1;25.0;5.81;1.45;0.25;1.00;7.0;0;0;0;0.5;0.5;0.12;+0.5;+0.5;Matches
413;Morten Thorsby\Morten-Thorsby;no NOR;MF;Sampdoria;25-151;1996;5.4;0;6;1;16.7;1.11;0.18;0.00;0.00;14.7;0;0;0;0.8;0.8;0.13;-0.8;-0.8;Matches
414;Jeremy Toljan\Jeremy-Toljan;de GER;DF;Sassuolo;27-056;1994;4.0;0;0;0;;0.00;0.00;;;;0;0;0;0.0;0.0;;0.0;0.0;Matches
